,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
388,Burleigh County,The capital of [X] is [Y] .,Bismarck,"Bismarck Municipal Airport (IATA: BIS, ICAO: KBIS, FAA LID: BIS) is in Burleigh County, North Dakota, three miles southeast of the City of [MASK], which owns it.","Bismarck Municipal Airport (IATA: BIS, ICAO: KBIS, FAA LID: BIS) is in Burleigh County, North Dakota, three miles southeast of the City of Bismarck, which owns it.",,,,
389,Lublin Voivodeship,The capital of [X] is [Y] .,Lublin,"Piaski transmitter ( Polish: Radiowo Telewizyjne Centrum Nadawcze [MASK] / Piaski or short RTCN Piaski) is a facility for FM- and TV-broadcasting near Piaski in Lublin Voivodeship, Poland at 51°08′02″N22°52′11″E﻿ / ﻿51.13389°N 22.86972°E.","Piaski transmitter ( Polish: Radiowo Telewizyjne Centrum Nadawcze Lublin / Piaski or short RTCN Piaski) is a facility for FM- and TV-broadcasting near Piaski in Lublin Voivodeship, Poland at 51°08′02″N22°52′11″E﻿ / ﻿51.13389°N 22.86972°E.","['Piaski transmitter ( Polish: Radiowo Telewizyjne Centrum Nadawcze Lublin / Piaski or short RTCN Piaski) is a facility for FM- and TV-broadcasting near Piaski in Lublin Voivodeship, Poland at 51°08′02″N22°52′11″E\ufeff / \ufeff51.13389°N 22.86972°E.']","Piaski transmitter ( Polish: Radiowo Telewizyjne Centrum Nadawcze Lublin / Piaski or short RTCN Piaski) is a facility for FM- and TV-broadcasting near Piaski in Lublin Voivodeship, Poland at 51°08′02″N22°52′11″E﻿ / ﻿51.13389°N 22.86972°E.",,
390,Dominion of Pakistan,The capital of [X] is [Y] .,Karachi,"He returned to the Dominions Office (which merged with the India Office in 1947 to form the Commonwealth Relations Office) in 1945, and served in South Africa, London, and Pakistan, where he headed the Deputy High Commissions in both Lahore and [MASK] during the 1950s.","He returned to the Dominions Office (which merged with the India Office in 1947 to form the Commonwealth Relations Office) in 1945, and served in South Africa, London, and Pakistan, where he headed the Deputy High Commissions in both Lahore and Karachi during the 1950s.","['He returned to the Dominions Office (which merged with the India Office in 1947 to form the Commonwealth Relations Office) in 1945, and served in South Africa, London, and Pakistan, where he headed the Deputy High Commissions in both Lahore and Karachi during the 1950s.']","He returned to the Dominions Office (which merged with the India Office in 1947 to form the Commonwealth Relations Office) in 1945, and served in South Africa, London, and Pakistan, where he headed the Deputy High Commissions in both Lahore and Karachi during the 1950s.",,
391,Ulster County,The capital of [X] is [Y] .,Kingston,"since it members were from the Northern section of Ulster County towns including [MASK] (then also called Esopus) and Saugerties, New York (then called Kingston Commons) Johannes Snyder was given his commission and officially took his post as Colonel on May 1, 1776.","since it members were from the Northern section of Ulster County towns including Kingston (then also called Esopus) and Saugerties, New York (then called Kingston Commons) Johannes Snyder was given his commission and officially took his post as Colonel on May 1, 1776.","['since it members were from the Northern section of Ulster County towns including Kingston (then also called Esopus) and Saugerties, New York (then called Kingston Commons) Johannes Snyder was given his commission and officially took his post as Colonel on May 1, 1776.']","since it members were from the Northern section of Ulster County towns including Kingston (then also called Esopus) and Saugerties, New York (then called Kingston Commons) Johannes Snyder was given his commission and officially took his post as Colonel on May 1, 1776.",,
392,Santiago Metropolitan Region,The capital of [X] is [Y] .,Santiago,"Paine is a Chilean city, forming part of [MASK], and a commune in the Maipo Province, Santiago Metropolitan Region.","Paine is a Chilean city, forming part of Santiago, and a commune in the Maipo Province, Santiago Metropolitan Region.","['Paine is a Chilean city, forming part of Santiago, and a commune in the Maipo Province, Santiago Metropolitan Region.']","Paine is a Chilean city, forming part of Santiago, and a commune in the Maipo Province, Santiago Metropolitan Region.",,
393,Virginia,The capital of [X] is [Y] .,Richmond,"It is located at 200 West Marshall Street in [MASK], and is housed in Steamer Company Number 5, which is the oldest firehouse in Virginia.","It is located at 200 West Marshall Street in Richmond, and is housed in Steamer Company Number 5, which is the oldest firehouse in Virginia.","['It is located at 200 West Marshall Street in Richmond, and is housed in Steamer Company Number 5, which is the oldest firehouse in Virginia.']","It is located at 200 West Marshall Street in Richmond, and is housed in Steamer Company Number 5, which is the oldest firehouse in Virginia.",,
394,England,The capital of [X] is [Y] .,Winchester,"The Bloody Assizes were a series of trials started at [MASK] on 25 August 1685 in the aftermath of the Battle of Sedgemoor, which ended the Monmouth Rebellion in England.","The Bloody Assizes were a series of trials started at Winchester on 25 August 1685 in the aftermath of the Battle of Sedgemoor, which ended the Monmouth Rebellion in England.","['the bloody assizes were a series of trials that started at winchester on august 25 1685 in the aftermath of the battle of sedgemoor which ended the monmouth rebellion in england', 'the bloody assizes were a series of trials started at winchester on august 25 1685 in the aftermath of the battle of sedgemoor which ended the monmouth rebellion in england', 'the bloody assizes were a series of trials started in winchester on 25 august 1685 in the aftermath of the battle of sedgemoor which ended the monmouth rebellion in england']",the bloody assizes were a series of trials that started at [MASK] on august 25 1685 in the aftermath of the battle of sedgemoor which ended the monmouth rebellion in england,the bloody assizes were a series of trials started at [MASK] on august 25 1685 in the aftermath of the battle of sedgemoor which ended the monmouth rebellion in england,the bloody assizes were a series of trials started in [MASK] on 25 august 1685 in the aftermath of the battle of sedgemoor which ended the monmouth rebellion in england
395,Al Madinah Region,The capital of [X] is [Y] .,Medina,"[MASK] (/məˈdiːnə/; Arabic: المدينة المنورة, al-Madīnah al-Munawwarah, ""the radiant city""; or المدينة, al-Madīnah, ""the city""), also transliterated as Madīnah, is a city in the Hejaz, and the capital of the Al Madinah Region of Saudi Arabia.","Medina (/məˈdiːnə/; Arabic: المدينة المنورة, al-Madīnah al-Munawwarah, ""the radiant city""; or المدينة, al-Madīnah, ""the city""), also transliterated as Madīnah, is a city in the Hejaz, and the capital of the Al Madinah Region of Saudi Arabia.","['Medina (/məˈdiːnə/; Arabic: المدينة المنورة, al-Madīnah al-Munawwarah, ""the radiant city""; or المدينة, al-Madīnah, ""the city""), also transliterated as Madīnah, is a city in the Hejaz, and the capital of the Al Madinah Region of Saudi Arabia.']","Medina (/məˈdiːnə/; Arabic: المدينة المنورة, al-Madīnah al-Munawwarah, ""the radiant city""; or المدينة, al-Madīnah, ""the city""), also transliterated as Madīnah, is a city in the Hejaz, and the capital of the Al Madinah Region of Saudi Arabia.",,
396,Stockholm Municipality,The capital of [X] is [Y] .,Stockholm,"Bofills Båge is a residential building on [MASK], Stockholm, Sweden, at 59°18′51″N18°4′5″E﻿ / ﻿59.31417°N 18.06806°E.","Bofills Båge is a residential building on Stockholm, Stockholm, Sweden, at 59°18′51″N18°4′5″E﻿ / ﻿59.31417°N 18.06806°E.","['Bofills Båge is a residential building on Stockholm, Stockholm, Sweden, at 59°18′51″N18°4′5″E\ufeff / \ufeff59.31417°N 18.06806°E.']","Bofills Båge is a residential building on Stockholm, Stockholm, Sweden, at 59°18′51″N18°4′5″E﻿ / ﻿59.31417°N 18.06806°E.",,
397,Gedling,The capital of [X] is [Y] .,Arnold,"was a football club based in Gedling, near [MASK], England.","was a football club based in Gedling, near Arnold, England.","['was a football club based in Gedling, near Arnold, England.']","was a football club based in Gedling, near Arnold, England.",,
398,Azerbaijan Soviet Socialist Republic,The capital of [X] is [Y] .,Baku,"The Alexander Nevsky Cathedral (Russian: Александро-Невский Собор; Azeri: Aleksandr Nevski Başkilsəsi, often referred to as Qızıllı kilsə – ""The Gilt Church"") was the main Russian Orthodox cathedral in [MASK], Azerbaijan from when it was completed in 1898 until its destruction in 1937 during the Soviet era under Joseph Stalin.","The Alexander Nevsky Cathedral (Russian: Александро-Невский Собор; Azeri: Aleksandr Nevski Başkilsəsi, often referred to as Qızıllı kilsə – ""The Gilt Church"") was the main Russian Orthodox cathedral in Baku, Azerbaijan from when it was completed in 1898 until its destruction in 1937 during the Soviet era under Joseph Stalin.","['The Alexander Nevsky Cathedral (Russian: Александро-Невский Собор; Azeri: Aleksandr Nevski Başkilsəsi, often referred to as Qızıllı kilsə – ""The Gilt Church"") was the main Russian Orthodox cathedral in Baku, Azerbaijan from when it was completed in 1898 until its destruction in 1937 during the Soviet era under Joseph Stalin.']","The Alexander Nevsky Cathedral (Russian: Александро-Невский Собор; Azeri: Aleksandr Nevski Başkilsəsi, often referred to as Qızıllı kilsə – ""The Gilt Church"") was the main Russian Orthodox cathedral in Baku, Azerbaijan from when it was completed in 1898 until its destruction in 1937 during the Soviet era under Joseph Stalin.",,
399,San Joaquin County,The capital of [X] is [Y] .,Stockton,"Established in 1908, the Stockton Terminal and Eastern Railroad (reporting mark STE) provides service to several companies around the [MASK], in San Joaquin County, California.","Established in 1908, the Stockton Terminal and Eastern Railroad (reporting mark STE) provides service to several companies around the Stockton, in San Joaquin County, California.","['the stockton terminal and eastern railroad reporting mark ste founded in 1908 offers service to several companies around stockton in san joaquin county california', 'established in 1908 the stockton terminal and eastern railroad reporting mark ste provides service to several companies around stockton in san joaquin county california']",the [MASK] terminal and eastern railroad reporting mark ste founded in 1908 offers service to several companies around stockton in san joaquin county california,established in 1908 the [MASK] terminal and eastern railroad reporting mark ste provides service to several companies around stockton in san joaquin county california,
400,Kingdom of Greece,The capital of [X] is [Y] .,Athens,"The coup was headed by Nikolaos Plastiras, and broke out on 1 March 1935, but failed to establish itself in [MASK] and most of mainland Greece.","The coup was headed by Nikolaos Plastiras, and broke out on 1 March 1935, but failed to establish itself in Athens and most of mainland Greece.",['the coup was led by nikolaos plastiras and broke out on 1 march 1935 but failed to establish itself in athens and most of mainland greece'],the coup was led by nikolaos plastiras and broke out on 1 march 1935 but failed to establish itself in [MASK] and most of mainland greece,,
401,Itawamba County,The capital of [X] is [Y] .,Fulton,The Itawamba County School District is a public school district based in [MASK] (USA).,The Itawamba County School District is a public school district based in Fulton (USA).,['The Itawamba County School District is a public school district based in Fulton (USA).'],The Itawamba County School District is a public school district based in Fulton (USA).,,
402,South Korea,The capital of [X] is [Y] .,Seoul,"It is located on a 30-acre (120,000 m2) campus at 207-43 Cheongnyangni 2dong, Dongdaemun-gu, [MASK] 130-722, Korea.","It is located on a 30-acre (120,000 m2) campus at 207-43 Cheongnyangni 2dong, Dongdaemun-gu, Seoul 130-722, Korea.","['It is located on a 30-acre (120,000 m2) campus at 207-43 Cheongnyangni 2dong, Dongdaemun-gu, Seoul 130-722, Korea.']","It is located on a 30-acre (120,000 m2) campus at 207-43 Cheongnyangni 2dong, Dongdaemun-gu, Seoul 130-722, Korea.",,
403,Cisplatina Province,The capital of [X] is [Y] .,Montevideo,"In 1828, following the Treaty of [MASK], the Cisplatine Province became independent as Uruguay.","In 1828, following the Treaty of Montevideo, the Cisplatine Province became independent as Uruguay.","['the cisplatine province became independent as uruguay in 1828 following the treaty of montevideo', 'following the treaty of montevideo in 1828 the cisplatine province became independent as uruguay']",the cisplatine province became independent as uruguay in 1828 following the treaty of [MASK],following the treaty of [MASK] in 1828 the cisplatine province became independent as uruguay,
404,Sovereign Military Order of Malta,The capital of [X] is [Y] .,Rome,"The Sovereign Military Hospitaller Order of Saint John of Jerusalem, of Rhodes, and of Malta, otherwise known as the Sovereign Military Order of Malta or SMOM is a Roman Catholic order based in [MASK].","The Sovereign Military Hospitaller Order of Saint John of Jerusalem, of Rhodes, and of Malta, otherwise known as the Sovereign Military Order of Malta or SMOM is a Roman Catholic order based in Rome.","['The Sovereign Military Hospitaller Order of Saint John of Jerusalem, of Rhodes, and of Malta, otherwise known as the Sovereign Military Order of Malta or SMOM is a Roman Catholic order based in Rome.']","The Sovereign Military Hospitaller Order of Saint John of Jerusalem, of Rhodes, and of Malta, otherwise known as the Sovereign Military Order of Malta or SMOM is a Roman Catholic order based in Rome.",,
405,Fresno County,The capital of [X] is [Y] .,Fresno,"The Fresno Channel (Comcast Cable Channel 96) is a collaborative effort between the City of [MASK], Fresno County Office of Education, Fresno Unified School District, California State University-Fresno, State Center Community College District, Central Valley Higher Education Consortium, Fresno County Government-access television (GATV) and KVPT.","The Fresno Channel (Comcast Cable Channel 96) is a collaborative effort between the City of Fresno, Fresno County Office of Education, Fresno Unified School District, California State University-Fresno, State Center Community College District, Central Valley Higher Education Consortium, Fresno County Government-access television (GATV) and KVPT.","['The Fresno Channel (Comcast Cable Channel 96) is a collaborative effort between the City of Fresno, Fresno County Office of Education, Fresno Unified School District, California State University-Fresno, State Center Community College District, Central Valley Higher Education Consortium, Fresno County Government-access television (GATV) and KVPT.']","The Fresno Channel (Comcast Cable Channel 96) is a collaborative effort between the City of Fresno, Fresno County Office of Education, Fresno Unified School District, California State University-Fresno, State Center Community College District, Central Valley Higher Education Consortium, Fresno County Government-access television (GATV) and KVPT.",,
406,Hunt County,The capital of [X] is [Y] .,Greenville,"Farm to Market Road 1570, or FM 1570, is a major thoroughfare located in Hunt County, Texas, roughly along the city limits of [MASK].","Farm to Market Road 1570, or FM 1570, is a major thoroughfare located in Hunt County, Texas, roughly along the city limits of Greenville.","['farm to market road 1570 or fm 1570 is a major thoroughfare in hunt county texas located roughly along the city limits of greenville', 'farm to market road 1570 or fm 1570 is a major thoroughfare located in hunt county texas roughly along the city limits of greenville']",farm to market road 1570 or fm 1570 is a major thoroughfare in hunt county texas located roughly along the city limits of [MASK],farm to market road 1570 or fm 1570 is a major thoroughfare located in hunt county texas roughly along the city limits of [MASK],
407,Dhaka Division,The capital of [X] is [Y] .,Dhaka,"Dhanmondi Cricket Stadium is a major public ground hosting matches of domestic and inter-collegiate cricket in [MASK], the capital of Bangladesh.It is the home of Dhaka division cricket team.","Dhanmondi Cricket Stadium is a major public ground hosting matches of domestic and inter-collegiate cricket in Dhaka, the capital of Bangladesh.It is the home of Dhaka division cricket team.","['Dhanmondi Cricket Stadium is a major public ground hosting matches of domestic and inter-collegiate cricket in Dhaka, the capital of Bangladesh.It is the home of Dhaka division cricket team.']","Dhanmondi Cricket Stadium is a major public ground hosting matches of domestic and inter-collegiate cricket in Dhaka, the capital of Bangladesh.It is the home of Dhaka division cricket team.",,
408,Cumbria,The capital of [X] is [Y] .,Carlisle,"The Cumbria Institute of the Arts was a further and higher education institution in [MASK], England.","The Cumbria Institute of the Arts was a further and higher education institution in Carlisle, England.","['the cumbria institute of arts was a further and higher education institution in carlisle england', 'the cumbria institute of the arts was a further and higher education institution in carlisle england']",the cumbria institute of arts was a further and higher education institution in [MASK] england,the cumbria institute of the arts was a further and higher education institution in [MASK] england,
409,Centrocaspian Dictatorship,The capital of [X] is [Y] .,Baku,"After their overthrow, the [MASK] commissars attempted to leave Baku but were captured by the Centrocaspian Dictatorship and imprisoned.","After their overthrow, the Baku commissars attempted to leave Baku but were captured by the Centrocaspian Dictatorship and imprisoned.",['after their overthrow the baku commissars attempted to leave baku but were captured and imprisoned by the centrocaspian dictatorship'],after their overthrow the Baku commissars attempted to leave [MASK] but were captured and imprisoned by the centrocaspian dictatorship,,
410,Strafford County,The capital of [X] is [Y] .,Dover,"The Strafford County Farm is a complex of buildings in [MASK], historically associated with the management of the poor and criminals of Strafford County.","The Strafford County Farm is a complex of buildings in Dover, historically associated with the management of the poor and criminals of Strafford County.",['the strafford county farm is a complex of buildings in dover historically associated with the management of the poor and criminals of strafford county'],the strafford county farm is a complex of buildings in [MASK] historically associated with the management of the poor and criminals of strafford county,,
411,Lower Saxony,The capital of [X] is [Y] .,Hanover,The original documents are deposited in the Lower Saxon State Archives in [MASK].,The original documents are deposited in the Lower Saxon State Archives in Hanover.,"['the original documents are deposited in the lower saxon state archives in hannover', 'the original documents are deposited in the lower saxon state archives in hanover']",the original documents are deposited in the lower saxon state archives in hannover,the original documents are deposited in the lower saxon state archives in [MASK],
412,Mount Lebanon Governorate,The capital of [X] is [Y] .,Beirut,"Dahr El Maghara (also spelled Dahr El Mghara or Dahr Al Magharah; Arabic: ﺿﻬﺮ ﺍﻟﻤﻐﺎﺭﺓ) is a small Lebanese Christian village that is located 33°41′N35°27′E﻿ / ﻿33.683°N 35.450°E, about 20 km south of [MASK] in the Chouf region of Mount Lebanon.","Dahr El Maghara (also spelled Dahr El Mghara or Dahr Al Magharah; Arabic: ﺿﻬﺮ ﺍﻟﻤﻐﺎﺭﺓ) is a small Lebanese Christian village that is located 33°41′N35°27′E﻿ / ﻿33.683°N 35.450°E, about 20 km south of Beirut in the Chouf region of Mount Lebanon.","['Dahr El Maghara (also spelled Dahr El Mghara or Dahr Al Magharah; Arabic: ﺿﻬﺮ ﺍﻟﻤﻐﺎﺭﺓ) is a small Lebanese Christian village that is located 33°41′N35°27′E\ufeff / \ufeff33.683°N 35.450°E, about 20 km south of Beirut in the Chouf region of Mount Lebanon.']","Dahr El Maghara (also spelled Dahr El Mghara or Dahr Al Magharah; Arabic: ﺿﻬﺮ ﺍﻟﻤﻐﺎﺭﺓ) is a small Lebanese Christian village that is located 33°41′N35°27′E﻿ / ﻿33.683°N 35.450°E, about 20 km south of Beirut in the Chouf region of Mount Lebanon.",,
413,England,The capital of [X] is [Y] .,Westminster,"Edward of [MASK] (13 October 1453 – 4 May 1471), also known as Edward of Lancaster, was the only son of King Henry VI of England and Margaret of Anjou.","Edward of Westminster (13 October 1453 – 4 May 1471), also known as Edward of Lancaster, was the only son of King Henry VI of England and Margaret of Anjou.",['edward of westminster 13 october 1453 4 may 1471 also known as edward of lancaster was the only son of king henry vi of england and margaret of anjou'],edward of [MASK] 13 october 1453 4 may 1471 also known as edward of lancaster was the only son of king henry vi of england and margaret of anjou,,
414,Province of Turin,The capital of [X] is [Y] .,Turin,"Turin Airport (Italian: Aeroporto di Torino) (IATA: TRN, ICAO: LIMF), also known as Turin-Caselle Airport (Aeroporto di Torino-Caselle), is an airport located at Caselle [MASK], 16 km (9.9 mi) north-northwest of the city of Turin, in the Province of Turin, Piedmont region, northern Italy.","Turin Airport (Italian: Aeroporto di Torino) (IATA: TRN, ICAO: LIMF), also known as Turin-Caselle Airport (Aeroporto di Torino-Caselle), is an airport located at Caselle Turin, 16 km (9.9 mi) north-northwest of the city of Turin, in the Province of Turin, Piedmont region, northern Italy.",,,,
415,Flemish Region,The capital of [X] is [Y] .,Brussels,"The insurance is mandatory for all people aged 25 and above and living in the Flemish Region, and optional for inhabitants of the Brussels-Capital Region (as [MASK] is covered by both the Flemish and French Community).","The insurance is mandatory for all people aged 25 and above and living in the Flemish Region, and optional for inhabitants of the Brussels-Capital Region (as Brussels is covered by both the Flemish and French Community).","['The insurance is mandatory for all people aged 25 and above and living in the Flemish Region, and optional for inhabitants of the Brussels-Capital Region (as Brussels is covered by both the Flemish and French Community).']","The insurance is mandatory for all people aged 25 and above and living in the Flemish Region, and optional for inhabitants of the Brussels-Capital Region (as Brussels is covered by both the Flemish and French Community).",,
416,First Czechoslovak Republic,The capital of [X] is [Y] .,Prague,"Antonín Klimek (January 18, 1937, [MASK] – January 9, 2005, Praha) was a Czech historian whose work focused mainly on the history of Czechoslovak First Republic.","Antonín Klimek (January 18, 1937, Prague – January 9, 2005, Praha) was a Czech historian whose work focused mainly on the history of Czechoslovak First Republic.","['Antonín Klimek (January 18, 1937, Prague – January 9, 2005, Praha) was a Czech historian whose work focused mainly on the history of Czechoslovak First Republic.']","Antonín Klimek (January 18, 1937, Prague – January 9, 2005, Praha) was a Czech historian whose work focused mainly on the history of Czechoslovak First Republic.",,
417,North Carolina,The capital of [X] is [Y] .,Raleigh,"Licensed to [MASK], the station serves the Research Triangle, North Carolina area.","Licensed to Raleigh, the station serves the Research Triangle, North Carolina area.","['the station is licensed to raleigh serving the research triangle north carolina area', 'the station is licensed in raleigh and serves the research triangle north carolina area']",the station is licensed to [MASK] serving the research triangle north carolina area,the station is licensed in [MASK] and serves the research triangle north carolina area,
418,Montmorency County,The capital of [X] is [Y] .,Atlanta,"Sno*Drift is a rally racing event held in Montmorency County, Michigan, annually, with headquarters in [MASK].","Sno*Drift is a rally racing event held in Montmorency County, Michigan, annually, with headquarters in Atlanta.",['snodrift is a rally racing event held annually in montmorency county michigan with headquarters in atlanta'],snodrift is a rally racing event held annually in montmorency county michigan with headquarters in [MASK],,
419,Batman Province,The capital of [X] is [Y] .,Batman,"Bengi Yildiz (* 15 November 1965, Kozluk, Batman Province, Turkey) is a Member of Parliament of the Peace and Democracy Party (BDP) for [MASK].","Bengi Yildiz (* 15 November 1965, Kozluk, Batman Province, Turkey) is a Member of Parliament of the Peace and Democracy Party (BDP) for Batman.",,,,
420,Northern Territory,The capital of [X] is [Y] .,Darwin,He is a member of the Board of Governors of the American Society of Ichthyologists and Herpetologists and Research Associate at the Museum and Art Gallery of the Northern Territory in [MASK] where he spent most of 2001 working on the life history of the nurseryfish.,He is a member of the Board of Governors of the American Society of Ichthyologists and Herpetologists and Research Associate at the Museum and Art Gallery of the Northern Territory in Darwin where he spent most of 2001 working on the life history of the nurseryfish.,['he is a member of the board of governors of the american society of ichthyologists and herpetologists and research associate at the museum and art gallery of the northern territory in darwin where he spent most of 2001 working on the life history of nursery fish'],he is a member of the board of governors of the american society of ichthyologists and herpetologists and research associate at the museum and art gallery of the northern territory in [MASK] where he spent most of 2001 working on the life history of nursery fish,,
421,Kingdom of Hanover,The capital of [X] is [Y] .,Hanover,"Hanover or [MASK] (/ˈhænəvər/; German: Hannover, [haˈnoːfɐ]), on the River Leine, is the capital of the federal state of Lower Saxony (Niedersachsen), Germany and was once by personal union the family seat of the Hanoverian Kings of Great Britain, under their title as the dukes of Brunswick-Lüneburg (later described as the Elector of Hanover).","Hanover or Hanover (/ˈhænəvər/; German: Hannover, [haˈnoːfɐ]), on the River Leine, is the capital of the federal state of Lower Saxony (Niedersachsen), Germany and was once by personal union the family seat of the Hanoverian Kings of Great Britain, under their title as the dukes of Brunswick-Lüneburg (later described as the Elector of Hanover).","['Hanover or Hanover (/ˈhænəvər/; German: Hannover, [haˈnoːfɐ]), on the River Leine, is the capital of the federal state of Lower Saxony (Niedersachsen), Germany and was once by personal union the family seat of the Hanoverian Kings of Great Britain, under their title as the dukes of Brunswick-Lüneburg (later described as the Elector of Hanover).']","Hanover or Hanover (/ˈhænəvər/; German: Hannover, [haˈnoːfɐ]), on the River Leine, is the capital of the federal state of Lower Saxony (Niedersachsen), Germany and was once by personal union the family seat of the Hanoverian Kings of Great Britain, under their title as the dukes of Brunswick-Lüneburg (later described as the Elector of Hanover).",,
422,Porto District,The capital of [X] is [Y] .,Porto,"He was also a consul of Guinea-Bissau in [MASK], leader of the PSD party in the Porto district, and chairman in Porto Metro state-owned mass transit company.","He was also a consul of Guinea-Bissau in Porto, leader of the PSD party in the Porto district, and chairman in Porto Metro state-owned mass transit company.","['He was also a consul of Guinea-Bissau in Porto, leader of the PSD party in the Porto district, and chairman in Porto Metro state-owned mass transit company.']","He was also a consul of Guinea-Bissau in Porto, leader of the PSD party in the Porto district, and chairman in Porto Metro state-owned mass transit company.",,
423,Tulsa County,The capital of [X] is [Y] .,Tulsa,Tulsa County is included in the [MASK] Metropolitan Statistical Area.,Tulsa County is included in the Tulsa Metropolitan Statistical Area.,"['tulsa county is part of the tulsa metropolitan statistical area', 'tulsa county is included in the tulsa metropolitan statistical area']",[MASK] county is part of the tulsa metropolitan statistical area,[MASK] county is included in the tulsa metropolitan statistical area,
424,Kiev Voivodeship,The capital of [X] is [Y] .,Kiev,"Aleksandra Franciszka Lubomirska (nicknamed Rosalie by her father) ([MASK], 1788 – 11 January 1865 in Warsaw) was a Polish aristocrat, artist and writer from the Lubomirski family She was the daughter of Prince Alexander Lubomirski, Castellan of Kiev (Kijów), and Rozalia Lubomirska, née Chodkiewicz.","Aleksandra Franciszka Lubomirska (nicknamed Rosalie by her father) (Kiev, 1788 – 11 January 1865 in Warsaw) was a Polish aristocrat, artist and writer from the Lubomirski family She was the daughter of Prince Alexander Lubomirski, Castellan of Kiev (Kijów), and Rozalia Lubomirska, née Chodkiewicz.",,,,
425,Hordaland,The capital of [X] is [Y] .,Bergen,"Salhus is an urban settlement in the borough of Åsane in [MASK] municipality, Hordaland county, Norway.","Salhus is an urban settlement in the borough of Åsane in Bergen municipality, Hordaland county, Norway.","['Salhus is an urban settlement in the borough of Åsane in Bergen municipality, Hordaland county, Norway.']","Salhus is an urban settlement in the borough of Åsane in Bergen municipality, Hordaland county, Norway.",,
426,South Dakota,The capital of [X] is [Y] .,Pierre,"That day the temperature reached 117 °F (47 °C) in [MASK], with many places in South Dakota that hit well into the 120s.","That day the temperature reached 117 °F (47 °C) in Pierre, with many places in South Dakota that hit well into the 120s.","['That day the temperature reached 117 °F (47 °C) in Pierre, with many places in South Dakota that hit well into the 120s.']","That day the temperature reached 117 °F (47 °C) in Pierre, with [MASK] places in South Dakota that hit well into the 120s.",,
427,Alsace,The capital of [X] is [Y] .,Strasbourg,"With domestic peace assured, Louis XIV caused the borders of France to be expanded to include, among other regions, Roussillon, Artois, Dunkirk, Franche-Comté, [MASK], Alsace and Lorraine.","With domestic peace assured, Louis XIV caused the borders of France to be expanded to include, among other regions, Roussillon, Artois, Dunkirk, Franche-Comté, Strasbourg, Alsace and Lorraine.",,,,
428,Ontario,The capital of [X] is [Y] .,Toronto,"He is a professor of education at Toronto, Ontario's University of [MASK].","He is a professor of education at Toronto, Ontario's University of Toronto.","['he is professor of education at the university of toronto in toronto ontario', 'he is a professor of education at the university of toronto in toronto ontario']",he is professor of education at the university of [MASK] in toronto ontario,he is a professor of education at the university of [MASK] in toronto ontario,
429,Massachusetts,The capital of [X] is [Y] .,Boston,"The Massachusetts Bay Transportation Authority, often referred to as the MBTA or ""The T"", is the public operator of most bus, subway, commuter rail, and ferry routes in the [MASK] area.","The Massachusetts Bay Transportation Authority, often referred to as the MBTA or ""The T"", is the public operator of most bus, subway, commuter rail, and ferry routes in the Boston area.","['massachusetts bay transportation authority known as the mbta or the t is the public operator of most bus subway commuter rail and ferry routes in the boston area', 'the massachusetts bay transportation authority often referred to as mbta or the t is the public operator of most of the bus subway commuter rail and ferry routes in the boston area', 'the massachusetts bay transportation authority often referred to as the mbta or the t is the public operator of most bus subway commuter rail and ferry routes in the boston area']",massachusetts bay transportation authority known as the mbta or the t is the public operator of most bus subway commuter rail and ferry routes in the [MASK] area,the massachusetts bay transportation authority often referred to as mbta or the t is the public operator of most of the bus subway commuter rail and ferry routes in the [MASK] area,the massachusetts bay transportation authority often referred to as the mbta or the t is the public operator of most bus subway commuter rail and ferry routes in the [MASK] area
430,Kingdom of Jerusalem,The capital of [X] is [Y] .,Jerusalem,"Hugo Buchthal (1909-1996) was a German-Jewish art historian, best known for his standard work Miniature Painting in the Latin Kingdom of [MASK] (1957).","Hugo Buchthal (1909-1996) was a German-Jewish art historian, best known for his standard work Miniature Painting in the Latin Kingdom of Jerusalem (1957).",['hugo buchthal 1909-1996 was a german-jewish art historian best known for his standard work miniature painting in the latin kingdom of jerusalem 1957'],hugo buchthal 1909-1996 was a german-jewish art historian best known for his standard work miniature painting in the latin kingdom of [MASK] 1957,,
431,Patrick County,The capital of [X] is [Y] .,Stuart,"WHEO is a Classic Hits and Oldies formatted broadcast radio station licensed to [MASK], serving Stuart and Patrick County, Virginia.","WHEO is a Classic Hits and Oldies formatted broadcast radio station licensed to Stuart, serving Stuart and Patrick County, Virginia.","['WHEO is a Classic Hits and Oldies formatted broadcast radio station licensed to Stuart, serving Stuart and Patrick County, Virginia.']","WHEO is a Classic Hits and Oldies formatted broadcast radio station licensed to Stuart, serving Stuart and Patrick County, Virginia.",,
