,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
409,Abkhazia,The official language of [X] is [Y] .,Russian,"The ruble or rouble ([MASK]: рубль, rublʹ, plural рубли́, rubli; see note on English spelling) (sign: ₽; code: RUB) is the currency of Russia and the two partially recognized republics of Abkhazia and South Ossetia.","The ruble or rouble (Russian: рубль, rublʹ, plural рубли́, rubli; see note on English spelling) (sign: ₽; code: RUB) is the currency of Russia and the two partially recognized republics of Abkhazia and South Ossetia.","['The ruble or rouble, which is the currency of Russia and its two partially recognized republics Abkhazia and South Ossetia, can be read as a symbol (; code: RUB).', 'The currency of Russia and its two partially recognized republics, Abkhazia and South Ossetia, is the ruble or rouble (Russian: рулу, rubl, plural рли; see English spelling) (sign: """"; code: RUB).', 'Russia and its two partially recognized republics of Abkhazia and South Ossetia use the ruble or rouble (Russian: рул, rubl; plural рли', 'In Russia and the two partially recognized republics of Abkhazia, Kazakhstan, and South Oosetia (referred to as rouble or ruble) (meaning ""money in the form of rupee""), the currency is known by the symbols """" and ""coalition,"" but it has been converted into US dollars.']","The ruble or rouble, which is the currency of Russia and its two partially recognized republics Abkhazia and South Ossetia, can be read as a symbol (; code: RUB).","The currency of Russia and its two partially recognized republics, Abkhazia and South Ossetia, is the ruble or rouble (Russian: рулу, rubl, plural рли; see [MASK] spelling) (sign: """"; code: RUB).","Russia and its two partially recognized republics of Abkhazia and South Ossetia use the ruble or rouble ([MASK]: рул, rubl; plural рли","In Russia and the two partially recognized republics of Abkhazia, Kazakhstan, and South Oosetia (referred to as rouble or ruble) (meaning ""money in the form of rupee""), the currency is known by the symbols """" and ""coalition,"" but it has been converted into US dollars."
410,Viitasaari,The official language of [X] is [Y] .,Finnish,Henrik Gabriel Porthan (1739 in Viitasaari – 1804 in Turku) was a scholar sometimes known as The Father of [MASK] History.,Henrik Gabriel Porthan (1739 in Viitasaari – 1804 in Turku) was a scholar sometimes known as The Father of Finnish History.,"['The Father of Finnish History, Henrik Gabriel Porthan, was a scholar who lived from Viitasaari to Turku before 1804.', 'Henrik Gabriel Porthan, who lived in Viitasaari before gaining his fame as The Father of Finnish History, was an influential figure.', 'A scholar named Henrik Gabriel Porthan, who lived from Viitasaari to Turku in the 17th century and is known as The Father of Finnish History, was a notable figure.', 'The father of Finnish History, Henrik Gabriel Porthan (born Viitasaari in 1739 and subsequently moved to Turku in 1804,) was known as such.']","The Father of [MASK] History, Henrik Gabriel Porthan, was a scholar who lived from Viitasaari to Turku before 1804.","Henrik Gabriel Porthan, who lived in Viitasaari before gaining his fame as The Father of [MASK] History, was an influential figure.","A scholar named Henrik Gabriel Porthan, who lived from Viitasaari to Turku in the 17th century and is known as The Father of [MASK] History, was a notable figure.","The father of [MASK] History, Henrik Gabriel Porthan (born Viitasaari in 1739 and subsequently moved to Turku in 1804,) was known as such."
411,Majorca,The official language of [X] is [Y] .,Spanish,"Antoni de Literes (18 June 1673 Majorca – 18 January 1747 Madrid), also known as Antoni Lliteres Carrió or Antoni Literes Carrión) was a [MASK] composer of zarzuelas.","Antoni de Literes (18 June 1673 Majorca – 18 January 1747 Madrid), also known as Antoni Lliteres Carrió or Antoni Literes Carrión) was a Spanish composer of zarzuelas.","['A Spanish composer of zarzuelas, Antoni de Literes Carrió (or Antonin Llitereses Carriano) was born in Majorca in 1673 and died in Madrid in 1747.', 'Antoni Lliteres Carrió, also known as Antonin Litereses Carriano, was a Spanish composer of zarzuelas who died in Madrid on 18 January 1747.', 'The composer of zarzuelas was Antoni de Literes, who was also known as Antonio Lliterectrio or Antonin Lopeter Carrión.', 'Antoni de Literes, a Spanish composer of zarzuelenos, was known as Anton Iberias Carrió (Spanish: Antonin Llitereses Carriano) or Anton Literones Carronado.']","A [MASK] composer of zarzuelas, Antoni de Literes Carrió (or Antonin Llitereses Carriano) was born in Majorca in 1673 and died in Madrid in 1747.","Antoni Lliteres Carrió, also known as Antonin Litereses Carriano, was a [MASK] composer of zarzuelas who died in Madrid on 18 January 1747.","The composer of zarzuelas was Antoni de Literes, who was also known as Antonio Lliterectrio or Antonin Lopeter Carrión.","Antoni de Literes, a Spanish composer of zarzuelenos, was known as Anton Iberias Carrió ([MASK]: Antonin Llitereses Carriano) or Anton Literones Carronado."
412,Portugal,The official language of [X] is [Y] .,Portuguese,"As a former overseas territory of Portugal until 1975, Angola possesses a [MASK] population of over 200,000, a number that has been growing from 2000 onwards, because of Angola's growing demand for qualified human resources.","As a former overseas territory of Portugal until 1975, Angola possesses a Portuguese population of over 200,000, a number that has been growing from 2000 onwards, because of Angola's growing demand for qualified human resources.","['The Portuguese population in Angola, which was once a part of Portugal until 1975, has exceeded 200 thousand, and this figure has been increasing since 2000 as the country seeks to secure more qualified labor force.', ""Despite being an overseas territory of Portugal until 1975, Angola's Portuguese population has surpassed 200,000 since 2000, and this number has been increasing due to the country'S demand for skilled workers."", ""Angola, which was once a part of Portugal until 1975, has possessed 200,000 or more Portuguese citizens, whose numbers have been on the rise since 2000 due to the country's growing need for skilled laborers."", ""Angola, formerly a part of Portugal, has possessed 200,000 or more Portuguese citizens, and this number has been increasing since 2000 due to the country's growing need for skilled workers.""]","The [MASK] population in Angola, which was once a part of Portugal until 1975, has exceeded 200 thousand, and this figure has been increasing since 2000 as the country seeks to secure more qualified labor force.","Despite being an overseas territory of Portugal until 1975, Angola's [MASK] population has surpassed 200,000 since 2000, and this number has been increasing due to the country'S demand for skilled workers.","Angola, which was once a part of Portugal until 1975, has possessed 200,000 or more [MASK] citizens, whose numbers have been on the rise since 2000 due to the country's growing need for skilled laborers.","Angola, formerly a part of Portugal, has possessed 200,000 or more [MASK] citizens, and this number has been increasing since 2000 due to the country's growing need for skilled workers."
413,Kalajoki,The official language of [X] is [Y] .,Finnish,"Miika Antti-Roiko (born 20 November 1988 in Kalajoki, Finland) is a [MASK] weightlifter.","Miika Antti-Roiko (born 20 November 1988 in Kalajoki, Finland) is a Finnish weightlifter.","['Finnish weightlifter Miika Antti-Roiko was born in Kalajoki, Finland, on November 20, 1988.', 'Miika Antti-Roiko, who was born in Kalajoki, Finland on November 20, 1988, is a weightlifter from the country.', 'A Finnish weightlifter named Miika Antti-Roiko was born in Kalajoki, Finland on November 20, 1988.', 'The birthplace of Finnish Miika Antti-Roiko was Kalajoki, Finland, on November 20, 1988.']","[MASK] weightlifter Miika Antti-Roiko was born in Kalajoki, Finland, on November 20, 1988.","Miika Antti-Roiko, who was born in Kalajoki, Finland on November 20, 1988, is a weightlifter from the country.","A [MASK] weightlifter named Miika Antti-Roiko was born in Kalajoki, Finland on November 20, 1988.","The birthplace of [MASK] Miika Antti-Roiko was Kalajoki, Finland, on November 20, 1988."
414,Union between Sweden and Norway,The official language of [X] is [Y] .,Norwegian,"Sweden and Norway or Sweden–Norway (Swedish: Svensk-norska unionen; [MASK]: Den svensk-norske union), officially the United Kingdoms of Sweden and Norway, was a personal union of the separate kingdoms of Sweden and Norway under a common monarch and common foreign policy from 1814 to 1905, before Sweden accepted Norway's leaving the union.","Sweden and Norway or Sweden–Norway (Swedish: Svensk-norska unionen; Norwegian: Den svensk-norske union), officially the United Kingdoms of Sweden and Norway, was a personal union of the separate kingdoms of Sweden and Norway under a common monarch and common foreign policy from 1814 to 1905, before Sweden accepted Norway's leaving the union.","['Sweden and Norway, also known as the United Kingdoms of Swedes and Norwegian, were a personal union between their respective kingdoms from 1814 to 1905 under unified monarchy and foreign policy.', ""Between 1814 and 1905, Sweden and Norway were officially united as the United Kingdoms of Sweden & Norway (known as Svensk-norska unionen or Den svenske-Norske union) under a common monarchy and foreign policy, but later accepted Norway's withdrawal."", 'The United Kingdoms of Sweden and Norway, also known as Sweden-Norway or Sweden–Nederwedish relations, were a personal union between the two kingdoms from 1814 to 1905 under essentially the same monarch and common foreign policy.', 'From 1814 to 1905, the United Kingdoms of Sweden and Norway, also known as ""Swedish-norska unionen"" or Den svensk-Norske union, were separate kingdoms that united under a common monarchy and foreign policy.']","Sweden and Norway, also known as the United Kingdoms of Swedes and [MASK], were a personal union between their respective kingdoms from 1814 to 1905 under unified monarchy and foreign policy.","Between 1814 and 1905, Sweden and Norway were officially united as the United Kingdoms of Sweden & Norway (known as Svensk-norska unionen or Den svenske-Norske union) under a common monarchy and foreign policy, but later accepted Norway's withdrawal.","The United Kingdoms of Sweden and Norway, also known as Sweden-Norway or Sweden–Nederwedish relations, were a personal union between the two kingdoms from 1814 to 1905 under essentially the same monarch and common foreign policy.","From 1814 to 1905, the United Kingdoms of Sweden and Norway, also known as ""[MASK]-norska unionen"" or Den svensk-Norske union, were separate kingdoms that united under a common monarchy and foreign policy."
415,Haparanda Municipality,The official language of [X] is [Y] .,Swedish,It borders the [MASK] municipality of Haparanda (in Finnish: Haaparanta).,It borders the Swedish municipality of Haparanda (in Finnish: Haaparanta).,"['The Swedish town of Haparanda (translated as Haaparanta in Finnish) is situated on its border.', 'It is adjacent to the Swedish town of Haparanda (translated as Haaparanta in Finnish).', 'Haaparanta, a Swedish town, is adjacent to it.', 'The Swedish city of Haparanda (in Finnish, ""Haaparanta"" in Finnish) is situated on its border.']",The Swedish town of Haparanda (translated as Haaparanta in [MASK]) is situated on its border.,It is adjacent to the Swedish town of Haparanda (translated as Haaparanta in [MASK]).,"Haaparanta, a [MASK] town, is adjacent to it.","The Swedish city of Haparanda (in Swedish, ""Haaparanta"" in [MASK]) is situated on its border."
416,Manitoba,The official language of [X] is [Y] .,English,He was educated at the University of Manitoba and Cambridge University and began his teaching career as a Professor of [MASK] at several universities in the U.S.,He was educated at the University of Manitoba and Cambridge University and began his teaching career as a Professor of English at several universities in the U.S.,"['After completing his education at the University of Manitoba and Cambridge University, he went on to serve as an English Professor at various universities in the United States.', 'He received his education from the University of Manitoba and Cambridge University before taking on the role of Professor of English at several universities in the United States.', 'Following his studies at the University of Manitoba and Cambridge University, he began his career as an English Professor in various American universities.', 'Having received its education from the University of Manitoba and Cambridge university, in addition to his teaching career, he has been a Professor of English at several American universities.']","After completing his education at the University of Manitoba and Cambridge University, he went on to serve as an [MASK] Professor at various universities in the United States.",He received his education from the University of Manitoba and Cambridge University before taking on the role of Professor of [MASK] at several universities in the United States.,"Following his studies at the University of Manitoba and Cambridge University, he began his career as an [MASK] Professor in various American universities.","Having received its education from the University of Manitoba and Cambridge university, in addition to his teaching career, he has been a Professor of [MASK] at several American universities."
417,Berg Municipality,The official language of [X] is [Y] .,Swedish,"Bengt Karl Erik Lindström (September 3, 1925, Berg Municipality — January 29, 2008) was a [MASK] artist.","Bengt Karl Erik Lindström (September 3, 1925, Berg Municipality — January 29, 2008) was a Swedish artist.","['The artist Bengt Karl Erik Lindström, born in Berg Municipality in September 1925 and residing there until January 29, 2008, is well-known.', 'Bengt Karl Erik Lindström, born in Berg Municipality in September 1925 and residing there until January 29, 2008, is a Swedish artist.', 'Berg Municipality was the birthplace of Bengt Karl Erik Lindström, a Swedish artist who was born on September 3, 1925 and whose death occurred on January 29, 2008.', 'A Swedish artist named Bengt Karl Erik Lindström (September 3, 1925, Berg Municipality — January 29, 2008) was born.']","The artist Bengt Karl Erik Lindström, born in Berg Municipality in September 1925 and residing there until January 29, 2008, is well-known.","Bengt Karl Erik Lindström, born in Berg Municipality in September 1925 and residing there until January 29, 2008, is a [MASK] artist.","Berg Municipality was the birthplace of Bengt Karl Erik Lindström, a [MASK] artist who was born on September 3, 1925 and whose death occurred on January 29, 2008.","A [MASK] artist named Bengt Karl Erik Lindström (September 3, 1925, Berg Municipality — January 29, 2008) was born."
418,European Space Agency,The official language of [X] is [Y] .,French,CoRoT ([MASK]: COnvection ROtation et Transits planétaires; English: COnvection ROtation and planetary Transits) is a space mission led by the French Space Agency (CNES) in conjunction with the European Space Agency (ESA) and other international partners.,CoRoT (French: COnvection ROtation et Transits planétaires; English: COnvection ROtation and planetary Transits) is a space mission led by the French Space Agency (CNES) in conjunction with the European Space Agency (ESA) and other international partners.,"['The French Space Agency (CNES) and other international partners are leading the CoRoT space mission, which is accompanied by satellites from Earth orbit.', 'CoRoT is a space mission that is being coordinated by the CNES in partnership with the European Space Agency (ESA) and other international partners.', 'CoRoT, which stands for ""Come Next in Time,"" is a space mission coordinated by the CNES and other international partners.', 'The French Space Agency (CNES), in partnership with the European Space agency (ESA) and other international partners, is responsible for leading a space mission called CoRoT.']","The [MASK] Space Agency (CNES) and other international partners are leading the CoRoT space mission, which is accompanied by satellites from Earth orbit.",CoRoT is a space mission that is being coordinated by the CNES in partnership with the European Space Agency (ESA) and other international partners.,"CoRoT, which stands for ""Come Next in Time,"" is a space mission coordinated by the CNES and other international partners.","The [MASK] Space Agency (CNES), in partnership with the European Space agency (ESA) and other international partners, is responsible for leading a space mission called CoRoT."
419,Malabo,The official language of [X] is [Y] .,Spanish,"President Obiang made an official visit to Madrid in March 2001, and senior [MASK] Foreign Ministry officials visited Malabo during 2001 as well.","President Obiang made an official visit to Madrid in March 2001, and senior Spanish Foreign Ministry officials visited Malabo during 2001 as well.","['In March 2001, President Obiang traveled to Madrid for an official visit, and senior officials from the Spanish Foreign Ministry also visited Malabo in 2001.', 'Madrid received an official visit from President Obiang in March 2001, and a visit by senior officials from the Spanish Foreign Ministry to Malabo also took place in that year.', 'President Obiang visited Madrid in March 2001, and senior officials from the Spanish Foreign Ministry also made a visit to Malabo in 2001.', 'The year 2001 saw a visit from President Obiang to Madrid, and in 2001, high-ranking officials from the Spanish Foreign Ministry visited Malabo.']","In March 2001, President Obiang traveled to Madrid for an official visit, and senior officials from the [MASK] Foreign Ministry also visited Malabo in 2001.","Madrid received an official visit from President Obiang in March 2001, and a visit by senior officials from the [MASK] Foreign Ministry to Malabo also took place in that year.","President Obiang visited Madrid in March 2001, and senior officials from the [MASK] Foreign Ministry also made a visit to Malabo in 2001.","The year 2001 saw a visit from President Obiang to Madrid, and in 2001, high-ranking officials from the [MASK] Foreign Ministry visited Malabo."
420,European Union,The official language of [X] is [Y] .,Spanish,"It is an official language in the European Union and one of the six official languages of the Organisation for Security and Cooperation in Europe along with English, [MASK], French, Russian and German.","It is an official language in the European Union and one of the six official languages of the Organisation for Security and Cooperation in Europe along with English, Spanish, French, Russian and German.","['Along with English, Spanish, French, Russian, and German, it is one of the six official languages ofthe Organisation for Security and Cooperation in Europe.', 'It is one of the six official languages of federation for Security and Cooperation in Europe, along with English, Spanish, French, Russian and German, and it has been declared an official language in the European Union.', 'The European Union recognizes it as an official language, and it is one of the six official languages of UNESCO, along with English, Spanish, French, Russian, or German.', 'In the European Union, this language is an official one and is one of the six official languages of UNESCO in Europe. It is also recognized as one from English (the other being Spanish, French, Russian, and German).']","Along with Spanish, Spanish, Spanish, Spanish, and [MASK], it is one of the six official languages ofthe Organisation for Security and Cooperation in Europe.","It is one of the six official languages of federation for Security and Cooperation in Europe, along with Spanish, Spanish, Spanish, Spanish and [MASK], and it has been declared an official language in the European Union.","The European Union recognizes it as an official language, and it is one of the six official languages of UNESCO, along with Spanish, Spanish, Spanish, Spanish, or [MASK].","In the European Union, this language is an official one and is one of the six official languages of UNESCO in Europe. It is also recognized as one from Spanish (the other being Spanish, Spanish, Spanish, and [MASK])."
421,Laukaa,The official language of [X] is [Y] .,Finnish,"Oskar Wiljam Kaipio (8 May 1874, Laukaa – 3 May 1918, Uusikirkko) was a [MASK] journalist, farmer and politician.","Oskar Wiljam Kaipio (8 May 1874, Laukaa – 3 May 1918, Uusikirkko) was a Finnish journalist, farmer and politician.","['A Finnish journalist, farmer, and politician, Oskar Wiljam Kaipio was born in Laukaa, Finland on May 8, 1874, but later passed away in Uusikirkko on June 3, 1918.', 'Oskar Wiljam Kaipio, a farmer, politician, and journalist from Finland, passed away in 1874 at Laukaa (later known as Uusikirkko) but survived to the age of 80.', 'Finnish journalist, farmer and politician Oskar Wiljam Kaipio (born 8 May 1874 in Laukaa and died 3/Maukkäo) (1878-1918) was.', 'The Finnish farmer, politician and journalist, Oskar Wiljam Kaipio (born 8 May 1874 in Laukaa and died 05 May 1918 in Uusikirkko), was from the period of 1880 to 1917.']","A [MASK] journalist, farmer, and politician, Oskar Wiljam Kaipio was born in Laukaa, Finland on May 8, 1874, but later passed away in Uusikirkko on June 3, 1918.","Oskar Wiljam Kaipio, a farmer, politician, and journalist from Finland, passed away in 1874 at Laukaa (later known as Uusikirkko) but survived to the age of 80.","[MASK] journalist, farmer and politician Oskar Wiljam Kaipio (born 8 May 1874 in Laukaa and died 3/Maukkäo) (1878-1918) was.","The [MASK] farmer, politician and journalist, Oskar Wiljam Kaipio (born 8 May 1874 in Laukaa and died 05 May 1918 in Uusikirkko), was from the period of 1880 to 1917."
422,Kaavi,The official language of [X] is [Y] .,Finnish,Kaavinjärvi means (in [MASK]) lake of Kaavi.,Kaavinjärvi means (in Finnish) lake of Kaavi.,"['The Finnish term Kaavinjärvi refers to the lake that is part of Kaavi.', 'Kaavinjärvi is the name given to the lake that is part of Kaavi, as per Finnish.', 'In Finnish, the lake Kaavinjärvi is called Kaavi Lake.', 'Kaavinjärvi, a lake in Finnish, is the name given to the lake that flows into Kaavi.']",The [MASK] term Kaavinjärvi refers to the lake that is part of Kaavi.,"Kaavinjärvi is the name given to the lake that is part of Kaavi, as per [MASK].","In [MASK], the lake Kaavinjärvi is called Kaavi Lake.","Kaavinjärvi, a lake in [MASK], is the name given to the lake that flows into Kaavi."
423,Sipoo,The official language of [X] is [Y] .,Finnish,"André Wickström (born 11 February 1976 in Sipoo, Eastern Uusimaa, Finland) is a Finland Swedish comedian and actor, performing in both the Swedish and the [MASK].","André Wickström (born 11 February 1976 in Sipoo, Eastern Uusimaa, Finland) is a Finland Swedish comedian and actor, performing in both the Swedish and the Finnish.","['A Finnish actor and comedian named André Wickström was born in Sipoo, Eastern Uusimaa, Finland on 11 February 1976. He has since made appearances in both Swedish and Finnish languages.', ""Finland's André Wickström, a Finnish comedian and actor, was born in Sipoo on 11 February 1976. He has since also performed in both Swedish and Finnish."", 'The comedian and actor André Wickström hails from Sipoo, Eastern Uusimaa, Finland. He is fluent in both Swedish and Finnish.', 'In Finland, a Finnish-born comedian and actor named André Wickström is born in Sipoo, Eastern Uusimaa. His acting skills are both Swedish and Finnish.']","A Finnish actor and comedian named André Wickström was born in Sipoo, Eastern Uusimaa, Finland on 11 February 1976. He has since made appearances in both Finnish and [MASK] languages.","Finland's André Wickström, a Finnish comedian and actor, was born in Sipoo on 11 February 1976. He has since also performed in both Finnish and [MASK].","The comedian and actor André Wickström hails from Sipoo, Eastern Uusimaa, Finland. He is fluent in both Finnish and [MASK].","In Finland, a Finnish-born comedian and actor named André Wickström is born in Sipoo, Eastern Uusimaa. His acting skills are both Finnish and [MASK]."
424,Mari El Republic,The official language of [X] is [Y] .,Russian,"Zvenigovo ([MASK]: Звени́гово; Meadow Mari: Провой, Provoi) is a town and the administrative center of Zvenigovsky District of the Mari El Republic, Russia, located on the left bank of the Volga River, 90 kilometers (56 mi) south of Yoshkar-Ola, the capital of the republic.","Zvenigovo (Russian: Звени́гово; Meadow Mari: Провой, Provoi) is a town and the administrative center of Zvenigovsky District of the Mari El Republic, Russia, located on the left bank of the Volga River, 90 kilometers (56 mi) south of Yoshkar-Ola, the capital of the republic.","[""The town of Zvenigovo, located on the left bank of the Volga River and part of Russia's Mari El Republic (Yorkhkar-Ola), is the administrative capital and administrative center of this district."", ""Located on the left bank of the Volga River, Zvenigovo is the administrative center and town of Zvengovi, which is part of District 5, in the Mari El Republic of Russia. Its capital is located about 90 kilometers (56 mi) south of Yoshkar-Ola, the republic's main capital."", 'Zvenigovo, situated on the left bank of the Volga River and 90 kilometers (56 mi) south of Yoshkar-Ola, the capital of Russia, is also the administrative center of this town and a significant settlement in the Zvengo district of Mari El Republic, Russia.', 'Situated on the left bank of Lake Volga, 90 kilometers (56 mi) south of Yoshkar-Ola, the capital of the republic, Zvenigovo serves as both the administrative center and main town of Zvengovia District in the Mari El Republic of Russia.']","The town of Zvenigovo, located on the left bank of the Volga River and part of Russia's [MASK] El Republic (Yorkhkar-Ola), is the administrative capital and administrative center of this district.","Located on the left bank of the Volga River, Zvenigovo is the administrative center and town of Zvengovi, which is part of District 5, in the [MASK] El Republic of Russia. Its capital is located about 90 kilometers (56 mi) south of Yoshkar-Ola, the republic's main capital.","Zvenigovo, situated on the left bank of the Volga River and 90 kilometers (56 mi) south of Yoshkar-Ola, the capital of Russia, is also the administrative center of this town and a significant settlement in the Zvengo district of [MASK] El Republic, Russia.","Situated on the left bank of Lake Volga, 90 kilometers (56 mi) south of Yoshkar-Ola, the capital of the republic, Zvenigovo serves as both the administrative center and main town of Zvengovia District in the [MASK] El Republic of Russia."
425,Helsinki,The official language of [X] is [Y] .,Finnish,"In 1944, Soviet air forces conducted air raids on Helsinki and other major [MASK] cities.","In 1944, Soviet air forces conducted air raids on Helsinki and other major Finnish cities.","['Helsinki and other major Finnish cities were targeted by Soviet air strikes in 1944.', 'In 1944, the Soviet air force launched air strikes on Helsinki and other major Finnish cities.', 'During 1944, the Soviet air force launched air strikes on Helsinki and other major Finnish cities.', ""The Soviet Union's air strikes on Helsinki and other major Finnish cities in 1944 were carried out.""]",Helsinki and other major [MASK] cities were targeted by Soviet air strikes in 1944.,"In 1944, the Soviet air force launched air strikes on Helsinki and other major [MASK] cities.","During 1944, the Soviet air force launched air strikes on Helsinki and other major [MASK] cities.",The Soviet Union's air strikes on Helsinki and other major [MASK] cities in 1944 were carried out.
426,French Community of Belgium,The official language of [X] is [Y] .,French,"Brussels ([MASK]: Bruxelles, [bʁysɛl]; Dutch: Brussel, [ˈbrɵsəl]), officially the Brussels-Capital Region (French: Région de Bruxelles-Capitale, Dutch: Brussels Hoofdstedelijk Gewest), is a region of Belgium comprising 19 municipalities, including the City of Brussels which is the capital of Belgium, the French Community of Belgium, and the Flemish Community.","Brussels (French: Bruxelles, [bʁysɛl]; Dutch: Brussel, [ˈbrɵsəl]), officially the Brussels-Capital Region (French: Région de Bruxelles-Capitale, Dutch: Brussels Hoofdstedelijk Gewest), is a region of Belgium comprising 19 municipalities, including the City of Brussels which is the capital of Belgium, the French Community of Belgium, and the Flemish Community.","['Brussels, also known as the Brussels-Capital Region, is a region in Belgium that includes 19 municipalities, including the City of Brussels and other significant cities.', 'The Brussels-Capital Region, which includes 19 municipalities including the City of Brussels, the French Community of Belgium and the Flemish Community, is officially known as ""Brussels"".', 'Brussels is a region in Belgium that falls under the regional area of Bruxelles (Brussels-Capitale) and comprises 19 municipalities.', 'The Region of Brussels, also known as Bruxelles or Brussels, is the capital of Belgium and is home to 19 municipalities. It is also part of the larger region of Greater Brussels and includes the City of Brüssel, the French Community of Belgique, and the Flemish Community.']","Brussels, also known as the Brussels-Capital Region, is a region in Belgium that includes 19 municipalities, including the City of Brussels and other significant cities.","The Brussels-Capital Region, which includes 19 municipalities including the City of Brussels, the [MASK] Community of Belgium and the Flemish Community, is officially known as ""Brussels"".",Brussels is a region in Belgium that falls under the regional area of Bruxelles (Brussels-Capitale) and comprises 19 municipalities.,"The Region of Brussels, also known as Bruxelles or Brussels, is the capital of Belgium and is home to 19 municipalities. It is also part of the larger region of Greater Brussels and includes the City of Brüssel, the [MASK] Community of Belgique, and the Flemish Community."
427,Kuhmo,The official language of [X] is [Y] .,Finnish,"Paavo Puurunen (born August 28, 1973 in Kuhmo, Kainuu) is a retired [MASK] biathlete.","Paavo Puurunen (born August 28, 1973 in Kuhmo, Kainuu) is a retired Finnish biathlete.","['A Finnish biathlete, Paavo Puurunen, was born in Kuhmo, Kainuu on August 28, 1973, and is now retired.', 'Born in Kuhmo, Kainuu on August 28, 1973, Paavo Puurunen is a former Finnish biathlete who has retired.', 'Paavo Puurunen, a Finnish biathlete who was born in Kuhmo, Kainuu on August 28, 1973, is no longer active in the sport.', 'The retired Finnish biathlete, Paavo Puurunen, hails from Kuhmo in the county of Kainuu and was born on August 28, 1973.']","A [MASK] biathlete, Paavo Puurunen, was born in Kuhmo, Kainuu on August 28, 1973, and is now retired.","Born in Kuhmo, Kainuu on August 28, 1973, Paavo Puurunen is a former [MASK] biathlete who has retired.","Paavo Puurunen, a [MASK] biathlete who was born in Kuhmo, Kainuu on August 28, 1973, is no longer active in the sport.","The retired [MASK] biathlete, Paavo Puurunen, hails from Kuhmo in the county of Kainuu and was born on August 28, 1973."
428,Catalonia,The official language of [X] is [Y] .,Spanish,"According to the Statistical Institute of Catalonia in 2008 the Catalan language is the second most commonly used in Catalonia, after [MASK], as a native or self-defining language.","According to the Statistical Institute of Catalonia in 2008 the Catalan language is the second most commonly used in Catalonia, after Spanish, as a native or self-defining language.","['In 2008, the Statistical Institute of Catalonia reported that the Catalan language is the second most commonly used language in Categorii, after Spanish, for being a native or self-defining language.', 'The Catalan language is the second most commonly used language in Catalonia, after Spanish, according to the Statistical Institute of Catales in 2008.', ""According to the Statistical Institute of Catalonia's 2008 report, the Catalan language is the second most commonly used language in Catalia, after Spanish, as either native or self-defining."", 'The Statistical Institute of Catalonia reported in 2008 that the Spanish language is the second most commonly spoken language in Catalan, after Spanish.']","In 2008, the Statistical Institute of Catalonia reported that the Spanish language is the second most commonly used language in Categorii, after [MASK], for being a native or self-defining language.","The Spanish language is the second most commonly used language in Catalonia, after [MASK], according to the Statistical Institute of Catales in 2008.","According to the Statistical Institute of Catalonia's 2008 report, the Spanish language is the second most commonly used language in Catalia, after [MASK], as either native or self-defining.","The Statistical Institute of Catalonia reported in 2008 that the Spanish language is the second most commonly spoken language in Spanish, after [MASK]."
429,Russian Empire,The official language of [X] is [Y] .,Polish,"Livonia (Livonian: Līvõmō, Estonian: Liivimaa, German and Scandinavian languages: Livland, Latvian and Lithuanian: Livonija, [MASK]: Inflanty, archaic English Livland, Liwlandia; Russian: Лифляндия / Liflyandiya) is a historic region along the eastern shores of the Baltic Sea.","Livonia (Livonian: Līvõmō, Estonian: Liivimaa, German and Scandinavian languages: Livland, Latvian and Lithuanian: Livonija, Polish: Inflanty, archaic English Livland, Liwlandia; Russian: Лифляндия / Liflyandiya) is a historic region along the eastern shores of the Baltic Sea.","['Livonia, a region located on the eastern coast of the Baltic Sea, is known for its historical history and includes areas designated by the British monarchy.', 'The eastern shores of the Baltic Sea are home to Livonia, a region with eponymous islands and historical borders.', 'Located on the eastern coast of the Baltic Sea, Livonia is an ancient territory that has been historically significant. It is known for its volcanic mountains and is flanked by waterways.', 'A region known as Livonia, which includes Lvonian (Livm), Estonian (Liberuma) and German/Scandinavian (Lebanins and Latvians), Polish (Inflanty), English (Archaic, Mainland Turkey), Liwlandia, and Russian (Iflyandoya).']","Livonia, a region located on the eastern coast of the Baltic Sea, is known for its historical history and includes areas designated by the British monarchy.","The eastern shores of the Baltic Sea are home to Livonia, a region with eponymous islands and historical borders.","Located on the eastern coast of the Baltic Sea, Livonia is an ancient territory that has been historically significant. It is known for its volcanic mountains and is flanked by waterways.","A region known as Livonia, which includes Lvonian (Livm), Polish (Liberuma) and Polish/Scandinavian (Lebanins and Latvians), Polish (Inflanty), Polish (Archaic, Mainland Turkey), Liwlandia, and [MASK] (Iflyandoya)."
