,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
468,Hyrynsalmi,The official language of [X] is [Y] .,Finnish,The river drains a chain of lakes that originates in the municipalities of Suomussalmi and Hyrynsalmi in Kainuu ([MASK]: Hyrynsalmen reitti).,The river drains a chain of lakes that originates in the municipalities of Suomussalmi and Hyrynsalmi in Kainuu (Finnish: Hyrynsalmen reitti).,['the river drains a chain of lakes in the municipalities of hyrynsalmi and suomussalmi in kainuu finnish hyrynsalmen reitti'],the river drains a chain of lakes in the municipalities of hyrynsalmi and suomussalmi in kainuu [MASK] hyrynsalmen reitti,,
469,Sint Maarten,The official language of [X] is [Y] .,Dutch,"Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the [MASK] part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved.","Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the Dutch part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved.","['Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the Dutch part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved.']","Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the Dutch part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved.",,
470,International Organization for Standardization,The official language of [X] is [Y] .,French,"ISO 3166-2:[MASK] is the entry for France in ISO 3166-2, part of the ISO 3166 standard published by the International Organization for Standardization (ISO), which defines codes for the names of the principal subdivisions (e.g., provinces or states) of all countries coded in ISO 3166-1.","ISO 3166-2:French is the entry for France in ISO 3166-2, part of the ISO 3166 standard published by the International Organization for Standardization (ISO), which defines codes for the names of the principal subdivisions (e.g., provinces or states) of all countries coded in ISO 3166-1.",['iso 3166-2french is the entry for france in the iso 3166-2 part of the iso 3166 standard published by the international organization for standardization iso which defines codes for the names of the principal subdivisions eg provinces or states of all countries coded in'],iso 3166-2french is the entry for france in the iso 3166-2 part of the iso 3166 standard published by the international organization for standardization iso which defines codes for the names of the principal subdivisions eg provinces or states of all countries coded in,,
471,European Union,The official language of [X] is [Y] .,English,"It is an official language in the European Union and one of the six official languages of the Organisation for Security and Cooperation in Europe along with [MASK], Spanish, French, Russian and German.","It is an official language in the European Union and one of the six official languages of the Organisation for Security and Cooperation in Europe along with English, Spanish, French, Russian and German.","['it is an official language in the european union and one of six official languages of the organisation for security and cooperation in europe together with german spanish french russian and english', 'it is an official language in the european union and is one of the six official languages of the organisation for security and cooperation in europe along with english spanish french russian and german', 'it is an official language in the european union and one of the six official languages of the organisation for security and cooperation in europe along with english spanish french russian and german']",it is an official language in the european union and one of six official languages of the organisation for security and cooperation in europe together with English English English English and [MASK],it is an official language in the european union and is one of the six official languages of the organisation for security and cooperation in europe along with English English English English and [MASK],it is an official language in the european union and one of the six official languages of the organisation for security and cooperation in europe along with English English English English and [MASK]
472,Brussels-Capital Region,The official language of [X] is [Y] .,French,"Brussels ([MASK]: Bruxelles, [bʁysɛl]; Dutch: Brussel, [ˈbrɵsəl]), officially the Brussels-Capital Region (French: Région de Bruxelles-Capitale, Dutch: Brussels Hoofdstedelijk Gewest), is a region of Belgium comprising 19 municipalities, including the City of Brussels which is the capital of Belgium, the French Community of Belgium, and the Flemish Community.","Brussels (French: Bruxelles, [bʁysɛl]; Dutch: Brussel, [ˈbrɵsəl]), officially the Brussels-Capital Region (French: Région de Bruxelles-Capitale, Dutch: Brussels Hoofdstedelijk Gewest), is a region of Belgium comprising 19 municipalities, including the City of Brussels which is the capital of Belgium, the French Community of Belgium, and the Flemish Community.",,,,
473,Canton of Valais,The official language of [X] is [Y] .,French,"While Rilke is most known for his contributions to German literature, over 400 poems were originally written in [MASK] and dedicated to the canton of Valais in Switzerland.","While Rilke is most known for his contributions to German literature, over 400 poems were originally written in French and dedicated to the canton of Valais in Switzerland.",,,,
474,Delhi,The official language of [X] is [Y] .,Urdu,"He was given the title, ""Roshan Chirag-e-Delhi"", which in [MASK], means ""Illuminated Lamp of Delhi"".","He was given the title, ""Roshan Chirag-e-Delhi"", which in Urdu, means ""Illuminated Lamp of Delhi"".","['He was given the title, ""Roshan Chirag-e-Delhi"", which in Urdu, means ""Illuminated Lamp of Delhi"".']","He was given the title, ""Roshan Chirag-e-Delhi"", which in Urdu, means ""Illuminated Lamp of Delhi"".",,
475,Swedish Empire,The official language of [X] is [Y] .,Swedish,"Since her recovery, Vasa has become a widely recognized symbol of the [MASK] ""great power period"" and is today a de facto standard in the media and among Swedes for evaluating the historical importance of shipwrecks.","Since her recovery, Vasa has become a widely recognized symbol of the Swedish ""great power period"" and is today a de facto standard in the media and among Swedes for evaluating the historical importance of shipwrecks.","['Since her recovery, Vasa has become a widely recognized symbol of the Swedish ""great power period"" and is today a de facto standard in the media and among Swedes for evaluating the historical importance of shipwrecks.']","Since her recovery, Vasa has become a widely recognized symbol of the Swedish ""great power period"" and is today a de facto standard in the media and among Swedes for evaluating the historical importance of shipwrecks.",,
476,Raseborg,The official language of [X] is [Y] .,Swedish,"Karis ([MASK]) or Karjaa (Finnish) is a railway station in the town of Raseborg (Raasepori) in the Uusimaa region, Finland.","Karis (Swedish) or Karjaa (Finnish) is a railway station in the town of Raseborg (Raasepori) in the Uusimaa region, Finland.","['Karis (Swedish) or Karjaa (Finnish) is a railway station in the town of Raseborg (Raasepori) in the Uusimaa region, Finland.']","Karis (Swedish) or Karjaa (Finnish) is a railway station in the town of Raseborg (Raasepori) in the Uusimaa region, Finland.",,
477,Slovak Socialist Republic,The official language of [X] is [Y] .,Slovak,"The Charter of Fundamental Rights and Basic Freedoms (Czech: Listina základních práv a svobod, [MASK]: Listina základných práv a slobôd) is a document enacted in 1991 by the Czechoslovak Federative Republic, and continued as part of the constitutional systems of both the Czech Republic and Slovak Republic.","The Charter of Fundamental Rights and Basic Freedoms (Czech: Listina základních práv a svobod, Slovak: Listina základných práv a slobôd) is a document enacted in 1991 by the Czechoslovak Federative Republic, and continued as part of the constitutional systems of both the Czech Republic and Slovak Republic.","['The Charter of Fundamental Rights and Basic Freedoms (Czech: Listina základních práv a svobod, Slovak: Listina základných práv a slobôd) is a document enacted in 1991 by the Czechoslovak Federative Republic, and continued as part of the constitutional systems of both the Czech Republic and Slovak Republic.']","The Charter of Fundamental Rights and Basic Freedoms (Czech: Listina základních práv a svobod, Slovak: Listina základných práv a slobôd) is a document enacted in 1991 by the Czechoslovak Federative Republic, and continued as part of the constitutional systems of both the Czech Republic and Slovak Republic.",,
478,Kalix Municipality,The official language of [X] is [Y] .,Swedish,"Kalix (kjœɭɪsmɔːɭɛ / kölismåle) is a divergent Swedish dialect spoken in the Kalix Municipality along with Sami, Finnish, Meänkieli and the national standard language [MASK].","Kalix (kjœɭɪsmɔːɭɛ / kölismåle) is a divergent Swedish dialect spoken in the Kalix Municipality along with Sami, Finnish, Meänkieli and the national standard language Swedish.","['Kalix (kjœɭɪsmɔːɭɛ / kölismåle) is a divergent Swedish dialect spoken in the Kalix Municipality along with Sami, Finnish, Meänkieli and the national standard language Swedish.']","Kalix (kjœɭɪsmɔːɭɛ / kölismåle) is a divergent Swedish dialect spoken in the Kalix Municipality along with Sami, Finnish, Meänkieli and the national standard language Swedish.",,
479,Raseborg,The official language of [X] is [Y] .,Finnish,"Jussarö ([MASK]: Jussaari) is an island in Ekenäs, Raseborg, Finland.","Jussarö (Finnish: Jussaari) is an island in Ekenäs, Raseborg, Finland.","['Jussarö (Finnish: Jussaari) is an island in Ekenäs, Raseborg, Finland.']","Jussarö (Finnish: Jussaari) is an island in Ekenäs, Raseborg, Finland.",,
480,South Dakota,The official language of [X] is [Y] .,English,The novel describes a year spent by a young [MASK] exchange teacher named George Gidner in the fictional town of Pallisades on the Great Plains of South Dakota.,The novel describes a year spent by a young English exchange teacher named George Gidner in the fictional town of Pallisades on the Great Plains of South Dakota.,"['the novel describes a year spent by a young english exchange teacher named george gidner in the fictional town of pallisades in south dakota', 'the novel describes a year spent by a young english exchange teacher named george gidner in the fictional town of pallisades on the great plains of south dakota']",the novel describes a year spent by a young [MASK] exchange teacher named george gidner in the fictional town of pallisades in south dakota,the novel describes a year spent by a young [MASK] exchange teacher named george gidner in the fictional town of pallisades on the great plains of south dakota,
481,Alabama,The official language of [X] is [Y] .,English,"He taught [MASK] at the Southwest Alabama Agricultural School, the State Normal School of Alabama, and the University of Pennsylvania prior to being awarded his Ph.D.","He taught English at the Southwest Alabama Agricultural School, the State Normal School of Alabama, and the University of Pennsylvania prior to being awarded his Ph.D.","['he taught english at the southwest alabama agricultural school the state normal school of alabama and the university of pennsylvania before receiving his phd', 'he taught english at the southwest alabama agricultural school the state normal school of alabama and the university of pennsylvania before earning his phd']",he taught [MASK] at the southwest alabama agricultural school the state normal school of alabama and the university of pennsylvania before receiving his phd,he taught [MASK] at the southwest alabama agricultural school the state normal school of alabama and the university of pennsylvania before earning his phd,
482,Miss Universe,The official language of [X] is [Y] .,English,"Palaban ([MASK]: Tough) is a news and public affairs program of GMA Network hosted by Winnie Monsod, former Miss Universe Runner-Up Miriam Quiambao and Malou Mangahas.","Palaban (English: Tough) is a news and public affairs program of GMA Network hosted by Winnie Monsod, former Miss Universe Runner-Up Miriam Quiambao and Malou Mangahas.","['Palaban (English: Tough) is a news and public affairs program of GMA Network hosted by Winnie Monsod, former Miss Universe Runner-Up Miriam Quiambao and Malou Mangahas.']","Palaban (English: Tough) is a news and public affairs program of GMA Network hosted by Winnie Monsod, former Miss Universe Runner-Up Miriam Quiambao and Malou Mangahas.",,
483,California,The official language of [X] is [Y] .,English,"He came back to the United States in 1996, studying [MASK] in California before he began taking flying lessons in Arizona.","He came back to the United States in 1996, studying English in California before he began taking flying lessons in Arizona.","['he came back to the united states in 1996 studying english in california before taking flying lessons in arizona', 'he came back to the united states in 1996 studying in california before he began taking flying lessons in arizona']",he came back to the united states in 1996 studying [MASK] in california before taking flying lessons in arizona,he came back to the united states in 1996 studying in california before he began taking flying lessons in arizona,
484,Pacific Alliance,The official language of [X] is [Y] .,Spanish,"The Pacific Alliance ([MASK]: Alianza del Pacífico) is a Latin American trade bloc, with some features of further integration.","The Pacific Alliance (Spanish: Alianza del Pacífico) is a Latin American trade bloc, with some features of further integration.","['the pacific alliance spanish alianza del pacfico is a latin american trading bloc with some features of further integration', 'the pacific alliance spanish alianza del pacfico is a latin american trade bloc with some features of further integration']",the pacific alliance Spanish alianza del pacfico is a [MASK] american trading bloc with some features of further integration,the pacific alliance Spanish alianza del pacfico is a [MASK] american trade bloc with some features of further integration,
485,Laitila,The official language of [X] is [Y] .,Finnish,Kaarlo Heininen (24 March 1853 in Laitila – 15 November 1926; original surname Wallenström) was a [MASK] miller and politician.,Kaarlo Heininen (24 March 1853 in Laitila – 15 November 1926; original surname Wallenström) was a Finnish miller and politician.,['Kaarlo Heininen (24 March 1853 in Laitila – 15 November 1926; original surname Wallenström) was a Finnish miller and politician.'],Kaarlo Heininen (24 March 1853 in Laitila – 15 November 1926; original surname Wallenström) was a Finnish miller and politician.,,
486,Switzerland,The official language of [X] is [Y] .,Italian,"The Alps (/ælps/; [MASK]: Alpi [ˈalpi]; French: Alpes [alp]; German: Alpen [ˈʔalpm̩]; Slovene: Alpe [ˈáːlpɛ]) are the highest and most extensive mountain range system that lies entirely in Europe, stretching approximately 1,200 kilometres (750 mi) across eight Alpine countries: Austria, France, Germany, Italy, Liechtenstein, Monaco, Slovenia, and Switzerland.","The Alps (/ælps/; Italian: Alpi [ˈalpi]; French: Alpes [alp]; German: Alpen [ˈʔalpm̩]; Slovene: Alpe [ˈáːlpɛ]) are the highest and most extensive mountain range system that lies entirely in Europe, stretching approximately 1,200 kilometres (750 mi) across eight Alpine countries: Austria, France, Germany, Italy, Liechtenstein, Monaco, Slovenia, and Switzerland.",,,,
487,Tuva Republic,The official language of [X] is [Y] .,Russian,"The Tuvan People's Republic (or People's Republic of Tannu Tuva; Tuvan: Tьвa Arat Respuвlik, Тыва Арат Республик, Tyva Arat Respublik, [təˈvɑ ɑˈrɑt risˈpublik]; 1921–44) was a partially recognized independent state in the territory of the former Tuvan protectorate of Imperial Russia also known as Uryankhaisky Krai ([MASK]: Урянхайский край).","The Tuvan People's Republic (or People's Republic of Tannu Tuva; Tuvan: Tьвa Arat Respuвlik, Тыва Арат Республик, Tyva Arat Respublik, [təˈvɑ ɑˈrɑt risˈpublik]; 1921–44) was a partially recognized independent state in the territory of the former Tuvan protectorate of Imperial Russia also known as Uryankhaisky Krai (Russian: Урянхайский край).","[""The Tuvan People's Republic (or People's Republic of Tannu Tuva; Tuvan: Tьвa Arat Respuвlik, Тыва Арат Республик, Tyva Arat Respublik, [təˈvɑ ɑˈrɑt risˈpublik]; 1921–44) was a partially recognized independent state in the territory of the former Tuvan protectorate of Imperial Russia also known as Uryankhaisky Krai (Russian: Урянхайский край).""]","The Tuvan People's Republic (or People's Republic of Tannu Tuva; Tuvan: Tьвa Arat Respuвlik, Тыва Арат Республик, Tyva Arat Respublik, [təˈvɑ ɑˈrɑt risˈpublik]; 1921–44) was a partially recognized independent state in the territory of the former Tuvan protectorate of Imperial Russia also known as Uryankhaisky Krai (Russian: Урянхайский край).",,
488,Russia,The official language of [X] is [Y] .,Russian,"Abakan ([MASK]: Абака́н; [ɐbɐˈkan]; Khakas: Ағбан, Ağban) is the capital city of the Republic of Khakassia, Russia, located in the central part of Minusinsk Depression, at the confluence of the Yenisei and Abakan Rivers.","Abakan (Russian: Абака́н; [ɐbɐˈkan]; Khakas: Ағбан, Ağban) is the capital city of the Republic of Khakassia, Russia, located in the central part of Minusinsk Depression, at the confluence of the Yenisei and Abakan Rivers.","['Abakan (Russian: Абака́н; [ɐbɐˈkan]; Khakas: Ағбан, Ağban) is the capital city of the Republic of Khakassia, Russia, located in the central part of Minusinsk Depression, at the confluence of the Yenisei and Abakan Rivers.']","Abakan (Russian: Абака́н; [ɐbɐˈkan]; Khakas: Ағбан, Ağban) is the capital city of the Republic of Khakassia, Russia, located in the central part of Minusinsk Depression, at the confluence of the Yenisei and Abakan Rivers.",,
489,Sambir,The official language of [X] is [Y] .,Ukrainian,Sielec ([MASK]: Сілець) is a village about 13.5 kilometers southeast of Sambir within Drohobych district of Lviv province in western Ukraine.,Sielec (Ukrainian: Сілець) is a village about 13.5 kilometers southeast of Sambir within Drohobych district of Lviv province in western Ukraine.,,,,
490,Yukon,The official language of [X] is [Y] .,English,"Many words from Chinook Jargon remain in common use in the Western United States and British Columbia and the Yukon, in indigenous languages as well as regional [MASK] usage, to the point where most people are unaware the word was originally from the Jargon.","Many words from Chinook Jargon remain in common use in the Western United States and British Columbia and the Yukon, in indigenous languages as well as regional English usage, to the point where most people are unaware the word was originally from the Jargon.","['many words from the chinook jargon remain in common use in the western united states and british columbia and the yukon in indigenous languages as well as regional english usage until most people are unaware the word was originally from the jargon', 'many words from the chinook jargon remain in common use in the western united states and british columbia and the yukon in indigenous languages as well as in regional english usage to the point where most people are unaware the word was originally from the']",many words from the chinook jargon remain in common use in the western united states and british columbia and the yukon in indigenous languages as well as regional [MASK] usage until most people are unaware the word was originally from the jargon,many words from the chinook jargon remain in common use in the western united states and british columbia and the yukon in indigenous languages as well as in regional [MASK] usage to the point where most people are unaware the word was originally from the,
491,Liperi,The official language of [X] is [Y] .,Finnish,The [MASK] member of the parliament Eero Reijonen lives in Liperi.,The Finnish member of the parliament Eero Reijonen lives in Liperi.,"['the finnish member of parliament eero reijonen lives in liperi', 'the finnish member of the parliament eero reijonen lives in liperi']",the [MASK] member of parliament eero reijonen lives in liperi,the [MASK] member of the parliament eero reijonen lives in liperi,
492,Burkina Faso,The official language of [X] is [Y] .,French,Before the conquest of what is now Burkina Faso by the [MASK] and other colonial powers during the late 19th century the country was ruled by various ethnic groups including the Mossi kingdoms.,Before the conquest of what is now Burkina Faso by the French and other colonial powers during the late 19th century the country was ruled by various ethnic groups including the Mossi kingdoms.,['before the conquest of what is now burkina faso by the french and other colonial powers during the late 19th century the country was ruled by various ethnic groups including the mossi kingdoms'],before the conquest of what is now burkina faso by the [MASK] and other colonial powers during the late 19th century the country was ruled by various ethnic groups including the mossi kingdoms,,
493,Sonvilier,The official language of [X] is [Y] .,French,Erguel Castle ([MASK]: Château d'Erguel) is a ruined castle in the municipality of Sonvilier in the canton of Bern in Switzerland.,Erguel Castle (French: Château d'Erguel) is a ruined castle in the municipality of Sonvilier in the canton of Bern in Switzerland.,"[""chteau d'erguel castle is a ruined castle in the canton of bern in switzerland"", ""chteau d'erguel is a ruined castle in the municipality of sonvilier in the canton of bern in switzerland"", ""castle erguel chteau d'erguel is a ruined castle in the municipality of sonvilier in the canton of bern in switzerland""]",chteau d'erguel castle is a ruined castle in the canton of bern in switzerland,chteau d'erguel is a ruined castle in the municipality of sonvilier in the canton of bern in switzerland,castle erguel chteau d'erguel is a ruined castle in the municipality of sonvilier in the canton of bern in switzerland
494,Bosco Gurin,The official language of [X] is [Y] .,Italian,It overlooks Bosco/Gurin on its (Swiss) eastern side and Formazza on its ([MASK]) western side.,It overlooks Bosco/Gurin on its (Swiss) eastern side and Formazza on its (Italian) western side.,['it overlooks boscogurin on its swiss eastern side and formazza on its italian western side'],it overlooks boscogurin on its swiss eastern side and formazza on its [MASK] western side,,
495,Jersey,The official language of [X] is [Y] .,French,"Jèrriais is often called ""Jersey French"" or ""Jersey Norman French"" in English (though this may give the impression that the language is a dialect of [MASK]) and ""jersiais"" or ""normand de Jersey"" in French.","Jèrriais is often called ""Jersey French"" or ""Jersey Norman French"" in English (though this may give the impression that the language is a dialect of French) and ""jersiais"" or ""normand de Jersey"" in French.","['Jèrriais is often called ""Jersey French"" or ""Jersey Norman French"" in English (though this may give the impression that the language is a dialect of French) and ""jersiais"" or ""normand de Jersey"" in French.']","Jèrriais is often called ""Jersey French"" or ""Jersey Norman French"" in English (though this may give the impression that the language is a dialect of French) and ""jersiais"" or ""normand de Jersey"" in French.",,
496,Russia,The official language of [X] is [Y] .,Azerbaijani,"Sarhat Ibrahimovna Rashidova (Russian: Сархат Ибрагимовна Рашидова, [MASK]: Sərhət İbrahim qızı Rəşidova) (1875?, Zidyan (near Derbent), Dagestan, Russia – 16 January 2007, Dagestanskiye Ogni, Dagestan, Russia) was an ethnic Azeri woman who lived in the Dagestan Republic in Russia and who was said by some people to have been the world's oldest living person prior to her death.","Sarhat Ibrahimovna Rashidova (Russian: Сархат Ибрагимовна Рашидова, Azerbaijani: Sərhət İbrahim qızı Rəşidova) (1875?, Zidyan (near Derbent), Dagestan, Russia – 16 January 2007, Dagestanskiye Ogni, Dagestan, Russia) was an ethnic Azeri woman who lived in the Dagestan Republic in Russia and who was said by some people to have been the world's oldest living person prior to her death.",,,,
497,Russia,The official language of [X] is [Y] .,Mari,"Other Uralic languages with significant numbers of speakers are Erzya, Moksha, [MASK], Udmurt, and Komi, which are officially recognized languages in various regions of Russia.","Other Uralic languages with significant numbers of speakers are Erzya, Moksha, Mari, Udmurt, and Komi, which are officially recognized languages in various regions of Russia.","['Other Uralic languages with significant numbers of speakers are Erzya, Moksha, Mari, Udmurt, and Komi, which are officially recognized languages in various regions of Russia.']","Other Uralic languages with significant numbers of speakers are Erzya, Moksha, Mari, Udmurt, and Komi, which are officially recognized languages in various regions of Russia.",,
498,Nunavut,The official language of [X] is [Y] .,French,"At the provincial level of government, [MASK] is the sole official language of Quebec and is one of two official languages of New Brunswick, and is jointly official (derived from its federal legal status) in Nunavut, Yukon, and the Northwest Territories.","At the provincial level of government, French is the sole official language of Quebec and is one of two official languages of New Brunswick, and is jointly official (derived from its federal legal status) in Nunavut, Yukon, and the Northwest Territories.","['At the provincial level of government, French is the sole official language of Quebec and is one of two official languages of New Brunswick, and is jointly official (derived from its federal legal status) in Nunavut, Yukon, and the Northwest Territories.']","At the provincial level of government, French is the sole official language of Quebec and is one of two official languages of New Brunswick, and is jointly official (derived from its federal legal status) in Nunavut, Yukon, and the Northwest Territories.",,
499,Korpo,The official language of [X] is [Y] .,Finnish,"Korpo ([korpːu]; [MASK]: Korppoo, [ˈkorpːoː]) is an island located in the Turku archipelago.","Korpo ([korpːu]; Finnish: Korppoo, [ˈkorpːoː]) is an island located in the Turku archipelago.","['korpo korpu finnish korppoo korpo is an island in the turku archipelago', 'korpo korpu finnish korppoo korpo is an island located in the turku archipelago']",korpo korpu [MASK] korppoo korpo is an island in the turku archipelago,korpo korpu [MASK] korppoo korpo is an island located in the turku archipelago,
500,Nousiainen,The official language of [X] is [Y] .,Finnish,Nousiainen is a [MASK] surname.,Nousiainen is a Finnish surname.,['nousiainen is a finnish surname'],nousiainen is a [MASK] surname,,
501,Kotka,The official language of [X] is [Y] .,Finnish,"The Kymi ([MASK]: Kymijoki, Swedish: Kymmene älv) is a river in Finland.","The Kymi (Finnish: Kymijoki, Swedish: Kymmene älv) is a river in Finland.","['The Kymi (Finnish: Kymijoki, Swedish: Kymmene älv) is a river in Finland.']","The Kymi (Finnish: Kymijoki, Swedish: Kymmene älv) is a river in Finland.",,
502,Army Public School Peshawar,The official language of [X] is [Y] .,English,Army Public School and College (Urdu: آرمی پبلک سکول اور کالج) is an [MASK] Medium school in the Pakistani city of Peshawar.,Army Public School and College (Urdu: آرمی پبلک سکول اور کالج) is an English Medium school in the Pakistani city of Peshawar.,['Army Public School and College (Urdu: آرمی پبلک سکول اور کالج) is an English Medium school in the Pakistani city of Peshawar.'],Army Public School and College (Urdu: آرمی پبلک سکول اور کالج) is an English Medium school in the Pakistani city of Peshawar.,,
503,Rabinal,The official language of [X] is [Y] .,Spanish,"Additionally, human sacrifice is described in a number of late Maya and early [MASK] colonial texts, including the Madrid Codex, the K'iche' epic Popol Vuh, the K'iche' Título de Totonicapán, the K'iche' language Rabinal Achi, the Annals of the Kaqchikels, the Yucatec Songs of Dzitbalche and Diego de Landa's Relación de las cosas de Yucatán.","Additionally, human sacrifice is described in a number of late Maya and early Spanish colonial texts, including the Madrid Codex, the K'iche' epic Popol Vuh, the K'iche' Título de Totonicapán, the K'iche' language Rabinal Achi, the Annals of the Kaqchikels, the Yucatec Songs of Dzitbalche and Diego de Landa's Relación de las cosas de Yucatán.","[""Additionally, human sacrifice is described in a number of late Maya and early Spanish colonial texts, including the Madrid Codex, the K'iche' epic Popol Vuh, the K'iche' Título de Totonicapán, the K'iche' language Rabinal Achi, the Annals of the Kaqchikels, the Yucatec Songs of Dzitbalche and Diego de Landa's Relación de las cosas de Yucatán.""]","Additionally, human sacrifice is described in a number of late Maya and early Spanish colonial texts, including the Madrid Codex, the K'iche' epic Popol Vuh, the K'iche' Título de Totonicapán, the K'iche' language Rabinal Achi, the Annals of the Kaqchikels, the Yucatec Songs of Dzitbalche and Diego de Landa's Relación de las cosas de Yucatán.",,
504,Italy,The official language of [X] is [Y] .,Italian,"Andrea Andreani (1540–1623) was an [MASK] engraver on wood, who was among the first printmakers in Italy to use chiaroscuro, which required multiple colours.","Andrea Andreani (1540–1623) was an Italian engraver on wood, who was among the first printmakers in Italy to use chiaroscuro, which required multiple colours.","['andreani 15401623 was an italian engraver on wood who was among the first printmakers in italy to use chiaroscuro which required multiple colors', 'andreani 15401623 was an italian engraver on wood who was among the first printmakers in italy to use chiaroscuro which required multiple colours']",andreani 15401623 was an [MASK] engraver on wood who was among the first printmakers in italy to use chiaroscuro which required multiple colors,andreani 15401623 was an [MASK] engraver on wood who was among the first printmakers in italy to use chiaroscuro which required multiple colours,
505,Wetzikon,The official language of [X] is [Y] .,German,"Zürcher Oberländer, commonly shortened to ZOL, is a Swiss [MASK] daily newspaper, published in Wetzikon.","Zürcher Oberländer, commonly shortened to ZOL, is a Swiss German daily newspaper, published in Wetzikon.","['Zürcher Oberländer, commonly shortened to ZOL, is a Swiss German daily newspaper, published in Wetzikon.']","Zürcher Oberländer, commonly shortened to ZOL, is a Swiss German daily newspaper, published in Wetzikon.",,
506,Qing dynasty,The official language of [X] is [Y] .,Chinese,"Chinese Islamic cuisine ([MASK]: 清真菜; pinyin: qīngzhēn cài; literally: ""Ḥalāl cuisine"" or Chinese: 回族菜; pinyin: huízú cài; literally: ""Hui people's cuisine"") is the cuisine of the Hui (ethnic Chinese Muslims) and other Muslims living in China such as Dongxiang, Salar and Bonan as well as Dungans of Central Asia.","Chinese Islamic cuisine (Chinese: 清真菜; pinyin: qīngzhēn cài; literally: ""Ḥalāl cuisine"" or Chinese: 回族菜; pinyin: huízú cài; literally: ""Hui people's cuisine"") is the cuisine of the Hui (ethnic Chinese Muslims) and other Muslims living in China such as Dongxiang, Salar and Bonan as well as Dungans of Central Asia.","['Chinese Islamic cuisine (Chinese: 清真菜; pinyin: qīngzhēn cài; literally: ""Ḥalāl cuisine"" or Chinese: 回族菜; pinyin: huízú cài; literally: ""Hui people\'s cuisine"") is the cuisine of the Hui (ethnic Chinese Muslims) and other Muslims living in China such as Dongxiang, Salar and Bonan as well as Dungans of Central Asia.']","Chinese Islamic cuisine (Chinese: 清真菜; pinyin: qīngzhēn cài; literally: ""Ḥalāl cuisine"" or Chinese: 回族菜; pinyin: huízú cài; literally: ""Hui people's cuisine"") is the cuisine of the Hui (ethnic Chinese Muslims) and other Muslims living in China such as Dongxiang, Salar and Bonan as well as Dungans of Central Asia.",,
507,North Carolina,The official language of [X] is [Y] .,English,"In 1943 he took another post in Virginia and finally moved to the [MASK] Department at Greensboro College, North Carolina, where he stayed until his retirement in 1954.","In 1943 he took another post in Virginia and finally moved to the English Department at Greensboro College, North Carolina, where he stayed until his retirement in 1954.","['in 1943 he took another post in virginia and finally moved to the english department at greensboro college north carolina where he remained until his retirement in 1954', 'in 1943 he took another post in virginia and finally moved to the english department of greensboro college north carolina where he stayed until his retirement in 1954', 'in 1943 he took another post in virginia and finally moved to the english department at greensboro college north carolina where he stayed until his retirement in 1954']",in 1943 he took another post in virginia and finally moved to the [MASK] department at greensboro college north carolina where he remained until his retirement in 1954,in 1943 he took another post in virginia and finally moved to the [MASK] department of greensboro college north carolina where he stayed until his retirement in 1954,in 1943 he took another post in virginia and finally moved to the [MASK] department at greensboro college north carolina where he stayed until his retirement in 1954
508,Savukoski,The official language of [X] is [Y] .,Finnish,"Tuntsa Wilderness Area ([MASK]: Tuntsan erämaa) is a wilderness reserve in the municipalities of Salla and Savukoski in Lapland, Finland.","Tuntsa Wilderness Area (Finnish: Tuntsan erämaa) is a wilderness reserve in the municipalities of Salla and Savukoski in Lapland, Finland.","['Tuntsa Wilderness Area (Finnish: Tuntsan erämaa) is a wilderness reserve in the municipalities of Salla and Savukoski in Lapland, Finland.']","Tuntsa Wilderness Area (Finnish: Tuntsan erämaa) is a wilderness reserve in the municipalities of Salla and Savukoski in Lapland, Finland.",,
509,Karvia,The official language of [X] is [Y] .,Finnish,Kauhaneva–Pohjankangas National Park ([MASK]: Kauhanevan–Pohjankankaan kansallispuisto) is a national park in the municipalities of Kauhajoki and Karvia in the Southern Ostrobothnia and Satakunta regions of Finland.,Kauhaneva–Pohjankangas National Park (Finnish: Kauhanevan–Pohjankankaan kansallispuisto) is a national park in the municipalities of Kauhajoki and Karvia in the Southern Ostrobothnia and Satakunta regions of Finland.,['Kauhaneva–Pohjankangas National Park (Finnish: Kauhanevan–Pohjankankaan kansallispuisto) is a national park in the municipalities of Kauhajoki and Karvia in the Southern Ostrobothnia and Satakunta regions of Finland.'],Kauhaneva–Pohjankangas National Park (Finnish: Kauhanevan–Pohjankankaan kansallispuisto) is a national park in the municipalities of Kauhajoki and Karvia in the Southern Ostrobothnia and Satakunta regions of Finland.,,
