,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
792,Charles Hoadley,[X] is [Y] citizen .,Australia,"Charles Hoadley, who founded one of the first Scout Groups in Footscray, Victoria, [MASK], was a member of the Australasian Antarctic Expedition led by Sir Douglas Mawson from 1911–14.","Charles Hoadley, who founded one of the first Scout Groups in Footscray, Victoria, Australia, was a member of the Australasian Antarctic Expedition led by Sir Douglas Mawson from 1911–14.","['The Australasian Antarctic Expedition was led by Sir Douglas Mawson from 1911 to 14 by Charles Hoadley, who had founded one of the first Scout Groups in Footscray, Victoria, Australia.', ""Charles Hoadley, who established one of the initial Scout Groups in Footscray, Victoria, Australia, was a member of Sir Douglas Mawson's Australasian Antarctic Expedition from 1911 to 2014."", ""During the period of 1911 to 2014, Charles Hoadley, who established one of the initial Scout Groups in Footscray, Victoria, Australia, was part of Sir Douglas Mawson's Australasian Antarctic Expedition."", ""From 1911 to 2014, Charles Hoadley was a member of the Australasian Antarctic Expedition led by Sir Douglas Mawson. He was also responsible for founding one of Australia's first Scout Groups in Footscray, Victoria.""]","The Australasian Antarctic Expedition was led by Sir Douglas Mawson from 1911 to 14 by Charles Hoadley, who had founded one of the first Scout Groups in Footscray, Victoria, [MASK].","Charles Hoadley, who established one of the initial Scout Groups in Footscray, Victoria, [MASK], was a member of Sir Douglas Mawson's Australasian Antarctic Expedition from 1911 to 2014.","During the period of 1911 to 2014, Charles Hoadley, who established one of the initial Scout Groups in Footscray, Victoria, [MASK], was part of Sir Douglas Mawson's Australasian Antarctic Expedition.","From 1911 to 2014, Charles Hoadley was a member of the Australasian Antarctic Expedition led by Sir Douglas Mawson. He was also responsible for founding one of [MASK]'s first Scout Groups in Footscray, Victoria."
793,Raheem Shah,[X] is [Y] citizen .,Pakistan,"Pind Rahim Shah is a small village near Miani town in Sargodha District, Punjab province, [MASK].","Pind Rahim Shah is a small village near Miani town in Sargodha District, Punjab province, Pakistan.","['In Sargodha District, Punjab province, Pakistan, near Miani town, lies Pind Rahim Shah, a small village.', 'Pind Rahim Shah is a small village situated in Sargodha District, Punjab province, Pakistan, near the town of Miani.', 'Near Miani town in Sargodha District, Punjab province, Pakistan, there is a small village named Pind Rahim Shah.', 'A small village named Pind Rahim Shah can be found in the Sargodha District of Punjab province, Pakistan, close to Miani town.']","In Sargodha District, Punjab province, [MASK], near Miani town, lies Pind Rahim Shah, a small village.","Pind Rahim Shah is a small village situated in Sargodha District, Punjab province, [MASK], near the town of Miani.","Near Miani town in Sargodha District, Punjab province, [MASK], there is a small village named Pind Rahim Shah.","A small village named Pind Rahim Shah can be found in the Sargodha District of Punjab province, [MASK], close to Miani town."
794,Lars Paaske,[X] is [Y] citizen .,Denmark,Lars Paaske (born 18 January 1976) is a male badminton player from [MASK].,Lars Paaske (born 18 January 1976) is a male badminton player from Denmark.,"['Lars Paaske, a Danish male badminton player, was born on 18 January 1976.', 'A Danish male player in badminton, Lars Paaske (born 18 January 1976), is a native of Denmark.', 'The male badminton player, Lars Paaske, was born in Denmark on January 18, 1976.', 'Born on 18 January 1976, Lars Paaske is presently a male athlete who plays badminton in Denmark.']","Lars Paaske, a Danish male badminton player, was born on 18 January 1976.","A Danish male player in badminton, Lars Paaske (born 18 January 1976), is a native of [MASK].","The male badminton player, Lars Paaske, was born in [MASK] on January 18, 1976.","Born on 18 January 1976, Lars Paaske is presently a male athlete who plays badminton in [MASK]."
795,Jalal Talabani,[X] is [Y] citizen .,Kurdistan,"Along with the current President of Iraq Jalal Talabani, Adel Murad is the founder and secretary general of one of the main Kurdish political parties, the Patriotic Union of [MASK] (PUK).","Along with the current President of Iraq Jalal Talabani, Adel Murad is the founder and secretary general of one of the main Kurdish political parties, the Patriotic Union of Kurdistan (PUK).","['The Patriotic Union of Kurdistan (PUK) is one of the major political parties founded and managed by Adel Murad, who is also the founder and secretary general of Jalal Talabani, the current President of Iraq.', 'Adel Murad, the founder and secretary general of the Patriotic Union (PUK), is one of two prominent Kurdish political parties, alongside Jalal Talabani, who holds the position of President of Iraq.', 'Besides Jalal Talabani, the current President of Iraq, Adel Muraud is also the founder and secretary general of the Patriotic Union of Kurdistan (PUK), one of two major political parties in Kurdas.', 'The Patriotic Union of Kurdistan (PUK) was founded by Adel Murad, who is also the founder and secretary general of the party, alongside Jalal Talabani, the current President.']","The Patriotic Union of Kurdistan (PUK) is one of the major political parties founded and managed by Adel Murad, who is also the founder and secretary general of Jalal Talabani, the current President of [MASK].","Adel Murad, the founder and secretary general of the Patriotic Union (PUK), is one of two prominent Kurdish political parties, alongside Jalal Talabani, who holds the position of President of [MASK].","Besides Jalal Talabani, the current President of Kurdistan, Adel Muraud is also the founder and secretary general of the Patriotic Union of [MASK] (PUK), one of two major political parties in Kurdas.","The Patriotic Union of [MASK] (PUK) was founded by Adel Murad, who is also the founder and secretary general of the party, alongside Jalal Talabani, the current President."
796,Liisi Oterma,[X] is [Y] citizen .,Finland,"It was discovered by pioneering [MASK] female astronomer Liisi Oterma at the Turku Observatory, Finland, on 18 November 1938.","It was discovered by pioneering Finland female astronomer Liisi Oterma at the Turku Observatory, Finland, on 18 November 1938.","['On 18 November 1938, Liisi Oterma, a female astronomer who was paving the way for Finland, discovered it at the Turku Observatory.', 'Liisi Oterma, a female astronomer who was one of the first in Finland, discovered it at the Turku Observatory, Finland.', 'The Turku Observatory in Finland was where Liisi Oterma, a female astronomer and pioneering Finland artist discovered it on 18 November 1938.', 'At the Turku Observatory, Finland, Liisi Oterma (a female astronomer who was one of the first women to discover this), made a discovery on 18 November 1938.']","On 18 November 1938, Liisi Oterma, a female astronomer who was paving the way for [MASK], discovered it at the Turku Observatory.","Liisi Oterma, a female astronomer who was one of the first in Finland, discovered it at the Turku Observatory, [MASK].","The Turku Observatory in Finland was where Liisi Oterma, a female astronomer and pioneering [MASK] artist discovered it on 18 November 1938.","At the Turku Observatory, [MASK], Liisi Oterma (a female astronomer who was one of the first women to discover this), made a discovery on 18 November 1938."
797,Hiro Matsushita,[X] is [Y] citizen .,Japan,"Hiroyuki ""Hiro"" Matsushita (ヒロ松下 Hiro Matsushita, born March 14, 1961, Kobe, [MASK]) (full Kanji:松下弘幸), is a former driver in the Champ Car series.","Hiroyuki ""Hiro"" Matsushita (ヒロ松下 Hiro Matsushita, born March 14, 1961, Kobe, Japan) (full Kanji:松下弘幸), is a former driver in the Champ Car series.","['Hiroyuki ""Hiro"" Matsushita, who was born on March 14, 1961 in Kobe, Japan, is a former Champ Car series driver.', 'The Champ Car series had Hiroyuki ""Hiro"" Matsushita, who was born on March 14, 1961 in Kobe, Japan.', 'A former Champ Car series driver, Hiroyuki ""Hiro"" Matsushita (, ; born March 14, 1961 in Kobe, Japan) was an original race car driver.', 'Previously, Hiroyuki ""Hiro"" Matsushita was a Champ Car series driver and was born on March 14, 1961 in Kobe.']","Hiroyuki ""Hiro"" Matsushita, who was born on March 14, 1961 in Kobe, [MASK], is a former Champ Car series driver.","The Champ Car series had Hiroyuki ""Hiro"" Matsushita, who was born on March 14, 1961 in Kobe, [MASK].","A former Champ Car series driver, Hiroyuki ""Hiro"" Matsushita (, ; born March 14, 1961 in Kobe, [MASK]) was an original race car driver.","Previously, Hiroyuki ""Hiro"" Matsushita was a Champ Car series driver and was born on March 14, 1961 in Kobe."
798,Lise Ringheim,[X] is [Y] citizen .,Denmark,Lise Ringheim (15 May 1926 – 25 September 1994) was a [MASK] film actress.,Lise Ringheim (15 May 1926 – 25 September 1994) was a Denmark film actress.,"['The film actress Lise Ringheim, born in Denmark on May 15, 1926, passed away on September 25, 1994.', 'Lise Ringheim, born in Denmark on May 15, 1926, passed away on September 25, 1994.', ""Denmark's film industry was led by Lise Ringheim, a Danish actress who lived from May 15, 1926, to 25 September 1994."", 'A Danish actress named Lise Ringheim (1926, May 15th, & September 25th) was born in Denmark.']","The film actress Lise Ringheim, born in [MASK] on May 15, 1926, passed away on September 25, 1994.","Lise Ringheim, born in [MASK] on May 15, 1926, passed away on September 25, 1994.","[MASK]'s film industry was led by Lise Ringheim, a Danish actress who lived from May 15, 1926, to 25 September 1994.","A Danish actress named Lise Ringheim (1926, May 15th, & September 25th) was born in [MASK]."
799,Jan Kulczyk,[X] is [Y] citizen .,Poland,He is a cousin of [MASK]´s wealthiest entrepreneur Jan Kulczyk.,He is a cousin of Poland´s wealthiest entrepreneur Jan Kulczyk.,"['He is related to Jan Kulczyk, the richest entrepreneur in Poland.', ""A cousin of Jan Kulczyk, Poland's richest tycoon, is him."", ""Jan Kulczyk, Poland's richest entrepreneur, is his cousin."", ""His family tree includes the cousin of Jan Kulczyk, who is Poland's richest tycoon.""]","He is related to Jan Kulczyk, the richest entrepreneur in [MASK].","A cousin of Jan Kulczyk, [MASK]'s richest tycoon, is him.","Jan Kulczyk, [MASK]'s richest entrepreneur, is his cousin.","His family tree includes the cousin of Jan Kulczyk, who is [MASK]'s richest tycoon."
800,Marcus Thrane,[X] is [Y] citizen .,Norway,"Despite favoring the revolutionary Marcus Thrane movement, which peaked around 1850, he was hired at the Office of the Auditor General of [MASK] from 1851.","Despite favoring the revolutionary Marcus Thrane movement, which peaked around 1850, he was hired at the Office of the Auditor General of Norway from 1851.","['Despite his endorsement of the Marcus Thrane movement, which reached its peak in 1850, he was employed at the Office ofthe Auditor General of Norway from 1851.', 'He was employed at the Office ofthe Auditor General of Norway from 1851, despite his endorsement of the revolutionary Marcus Thrane movement, which reached its pinnacle around 1850.', 'Although he was in favor of the revolutionary Marcus Thrane movement, which reached its peak around 1850, a year later — from 1851 – remained employed at the Office ofthe Auditor General of Norway.', ""While he had a preference for the revolutionary Marcus Thrane movement, which reached its peak in 1850, subsequently, from 1851 – 50, of the Office of his father Andris, was employed at the office of today's Office to provide oversight of Norway' defence.""]","Despite his endorsement of the Marcus Thrane movement, which reached its peak in 1850, he was employed at the Office ofthe Auditor General of [MASK] from 1851.","He was employed at the Office ofthe Auditor General of [MASK] from 1851, despite his endorsement of the revolutionary Marcus Thrane movement, which reached its pinnacle around 1850.","Although he was in favor of the revolutionary Marcus Thrane movement, which reached its peak around 1850, a year later — from 1851 – remained employed at the Office ofthe Auditor General of [MASK].","While he had a preference for the revolutionary Marcus Thrane movement, which reached its peak in 1850, subsequently, from 1851 – 50, of the Office of his father Andris, was employed at the office of today's Office to provide oversight of [MASK]' defence."
801,Marcel Pagnol,[X] is [Y] citizen .,France,It was based out of Marcel Pagnol's studios in Marseille and shot entirely on location in the South of [MASK].,It was based out of Marcel Pagnol's studios in Marseille and shot entirely on location in the South of France.,"[""The film was entirely shot on location in the South of France, with its shooting taking place at Marcel Pagnol's studios in Marseille."", ""Shot entirely on location in the South of France, the film was shot from Marcel Pagnol's studios in Marseille."", ""It was shot in the South of France and was filmed entirely at Marcel Pagnol's studios in Marseille."", ""The movie was filmed entirely on location in the South of France, with its shooting taking place at Marcel Pagnol's studios in Marseille.""]","The film was entirely shot on location in the South of [MASK], with its shooting taking place at Marcel Pagnol's studios in Marseille.","Shot entirely on location in the South of [MASK], the film was shot from Marcel Pagnol's studios in Marseille.",It was shot in the South of [MASK] and was filmed entirely at Marcel Pagnol's studios in Marseille.,"The movie was filmed entirely on location in the South of [MASK], with its shooting taking place at Marcel Pagnol's studios in Marseille."
802,Floriano Peixoto,[X] is [Y] citizen .,Brazil,"Its official name is Praça Floriano Peixoto, in honour of the second president of [MASK], Floriano Peixoto.","Its official name is Praça Floriano Peixoto, in honour of the second president of Brazil, Floriano Peixoto.","['The second president of Brazil, Floriano Peixoto, is the inspiration behind the official name of Praça Floriana Peychal.', 'Praça Floriano Peixoto is the official name of the city, named after the second president of Brazil, Florianó Peoti.', 'It is officially known as Praça Floriano Peixoto, named after the second president of Brazil, Florianó Pejiotto.', 'Floriano Peixoto, the second president of Brazil is honored by naming Praça Floriana Peychota as such.']","The second president of [MASK], Floriano Peixoto, is the inspiration behind the official name of Praça Floriana Peychal.","Praça Floriano Peixoto is the official name of the city, named after the second president of [MASK], Florianó Peoti.","It is officially known as Praça Floriano Peixoto, named after the second president of [MASK], Florianó Pejiotto.","Floriano Peixoto, the second president of [MASK] is honored by naming Praça Floriana Peychota as such."
803,Sofia Talvik,[X] is [Y] citizen .,Sweden,"Sofia Talvik (born 24 November 1978 in Gothenburg, Västra Götaland County) is a [MASK] musician and singer/songwriter.","Sofia Talvik (born 24 November 1978 in Gothenburg, Västra Götaland County) is a Sweden musician and singer/songwriter.","['A musician and singer/songwriter from Sweden, Sofia Talvik was born in Gothenburg, Västra Götaland County on 24 November 1978.', 'The birthplace of Sofia Talvik, a musician and singer/songwriter from Sweden, was Gothenburg, Västra Götaland County, on 24 November 1978.', 'Sofia Talvik, a musician and singer/songwriter from Sweden, was born in Gothenburg on 24 November 1978 in Västra Götaland County.', 'Born in Gothenburg, Västra Götaland County on 24 November 1978 as a musician and singer/songwriter, Sofia Talvik hails from Sweden.']","A musician and singer/songwriter from [MASK], Sofia Talvik was born in Gothenburg, Västra Götaland County on 24 November 1978.","The birthplace of Sofia Talvik, a musician and singer/songwriter from [MASK], was Gothenburg, Västra Götaland County, on 24 November 1978.","Sofia Talvik, a musician and singer/songwriter from [MASK], was born in Gothenburg on 24 November 1978 in Västra Götaland County.","Born in Gothenburg, Västra Götaland County on 24 November 1978 as a musician and singer/songwriter, Sofia Talvik hails from [MASK]."
804,Lena Valaitis,[X] is [Y] citizen .,Germany,"The song was performed fourth on the night (following [MASK]'s Lena Valaitis with ""Johnny Blue"" and preceding Israel's Hakol Over Habibi with ""Halayla"").","The song was performed fourth on the night (following Germany's Lena Valaitis with ""Johnny Blue"" and preceding Israel's Hakol Over Habibi with ""Halayla"").","['The song was ranked fourth on the night, with ""Johnny Blue"" by Lena Valaitis and ""Halayla"" (presented by Israel\'s Hakol Over Habibi) being performed first.', '""Johnny Blue"" by Lena Valaitis and ""Halayla"" for Israel\'s Hakol Over Habibi were the songs that came in fourth place on the night.', 'It was ranked fourth on the night\'s schedule, with ""Johnny Blue"" by Lena Valaitis and ""Halayla"" (presented by Israel\' Hakol Over Habibi) being performed first.', 'Following ""Johnny Blue"" by Germany\'s Lena Valaitis and ""Halayla"" for Israel\' Hakol Over Habibi, the song was ranked fourth on the night.']","The song was ranked fourth on the night, with ""Johnny Blue"" by Lena Valaitis and ""Halayla"" (presented by [MASK]'s Hakol Over Habibi) being performed first.","""Johnny Blue"" by Lena Valaitis and ""Halayla"" for [MASK]'s Hakol Over Habibi were the songs that came in fourth place on the night.","It was ranked fourth on the night's schedule, with ""Johnny Blue"" by Lena Valaitis and ""Halayla"" (presented by [MASK]' Hakol Over Habibi) being performed first.","Following ""Johnny Blue"" by Germany's Lena Valaitis and ""Halayla"" for [MASK]' Hakol Over Habibi, the song was ranked fourth on the night."
805,Lucas de Tuy,[X] is [Y] citizen .,Spain,"According to the Chronicon mundi of the historian Lucas de Tuy, he wanted to expel all the Jews from [MASK].","According to the Chronicon mundi of the historian Lucas de Tuy, he wanted to expel all the Jews from Spain.","['Lucas de Tuy, the historian, stated in his Chronicon mundi that he had a desire to expel all Jews from Spain.', 'The historian Lucas de Tuy wrote in his Chronicon mundi that he had the goal of driving out all Jews from Spain.', 'His aim was to remove all Jews from Spain, as stated in the Chronicon mundi by Lucas de Tuy, a historian.', 'According to the Chronicon mundi, written by historian Lucas de Tuy, ""He wanted to drive all the Jews out of Spain"".']","Lucas de Tuy, the historian, stated in his Chronicon mundi that he had a desire to expel all Jews from [MASK].",The historian Lucas de Tuy wrote in his Chronicon mundi that he had the goal of driving out all Jews from [MASK].,"His aim was to remove all Jews from [MASK], as stated in the Chronicon mundi by Lucas de Tuy, a historian.","According to the Chronicon mundi, written by historian Lucas de Tuy, ""He wanted to drive all the Jews out of [MASK]""."
807,Roch Voisine,[X] is [Y] citizen .,Canada,"""Hélène"" is a 1989 pop song recorded by the [MASK] singer Roch Voisine.","""Hélène"" is a 1989 pop song recorded by the Canada singer Roch Voisine.","['""Hélène"" is a pop song recorded by Canada\'s Roch Voisine in 1989.', 'The Canadian singer Roch Voisine recorded a pop song called ""Hélène"" in 1989.', 'Roch Voisine, a singer from Canada, recorded his 1989 pop song ""Hélène.""', 'In 1989, Canadian singer Roch Voisine recorded a pop song called ""Hélène.""']","""Hélène"" is a pop song recorded by [MASK]'s Roch Voisine in 1989.","The Canadian singer Roch Voisine recorded a pop song called ""Hélène"" in 1989.","Roch Voisine, a singer from [MASK], recorded his 1989 pop song ""Hélène.""","In 1989, Canadian singer Roch Voisine recorded a pop song called ""Hélène."""
808,Yunus Yosfiah,[X] is [Y] citizen .,Indonesia,"Yunus Yosfiah, (also Muhammad Yunus Yosfiah, born 7 August 1944, Rappang, South Sulawesi, [MASK], ethnicity: Bugis), is the most decorated member of the Indonesian army.","Yunus Yosfiah, (also Muhammad Yunus Yosfiah, born 7 August 1944, Rappang, South Sulawesi, Indonesia, ethnicity: Bugis), is the most decorated member of the Indonesian army.","['Muhammad Yunus Yosfiah, who was born in Bugis and raised in Rappang, South Sulawesian, Indonesia on August 7, 1944, is widely regarded as the most decorated member of the Indonesian army.', 'The most decorated member of the Indonesian army was Muhammad Yunus Yosfiah, who was born in Rappang, South Sulawesi and belongs to the Bugis ethnic group.', ""The Indonesian army's most decorated general is Yunus Yosfiah, also known as Muhammad Yulus Yasfit, who was born in Rappang, South Sulawesi, Indonesia on August 7, 1944."", 'Yunus Yosfiah, who is also known as Muhammad Yulus Yasfit or Mugabe (Bugunis), hailing from Rappang in South Sulawesi, Indonesia, is the most celebrated member of the Indonesian army.']","Muhammad Yunus Yosfiah, who was born in Bugis and raised in Rappang, South Sulawesian, [MASK] on August 7, 1944, is widely regarded as the most decorated member of the Indonesian army.","The most decorated member of the Indonesian army was Muhammad Yunus Yosfiah, who was born in Rappang, South Sulawesi and belongs to the Bugis ethnic group.","The Indonesian army's most decorated general is Yunus Yosfiah, also known as Muhammad Yulus Yasfit, who was born in Rappang, South Sulawesi, [MASK] on August 7, 1944.","Yunus Yosfiah, who is also known as Muhammad Yulus Yasfit or Mugabe (Bugunis), hailing from Rappang in South Sulawesi, [MASK], is the most celebrated member of the Indonesian army."
809,Paavo Haavikko,[X] is [Y] citizen .,Finland,"He is considered the Latin American poet with the broadest Nordic influence, from the [MASK] poets, Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski and the Swedes Gunnar Ekelöf, Tomas Tranströmer and Lars Gustafsson.","He is considered the Latin American poet with the broadest Nordic influence, from the Finland poets, Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski and the Swedes Gunnar Ekelöf, Tomas Tranströmer and Lars Gustafsson.","[""He is regarded as the Latin American poet with the most extensive Nordic influence, drawing inspiration from Finland's poets Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski, Gunnar Ekelöf, Tomas Tranströmer, and Lars Gustafsson."", 'From Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski, Gunnare Ekelöf, Tomas Tranströmer, and Lars Gustafsson, he is considered to be the Latin American poet with the most extensive Nordic influence.', 'Among the Finns, including Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski and Swedes Gunnar Ekelöf, Tomas Tranströmer, and Lars Gustafansson, he is considered to be the Latin American poet with the most extensive Nordic influence.', 'The Latin American poet with the most Nordic influence is believed to be Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski, Gunnar Ekelöf, Tomas Trapsson, and Lars Gustafska.']","He is regarded as the Latin American poet with the most extensive Nordic influence, drawing inspiration from [MASK]'s poets Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski, Gunnar Ekelöf, Tomas Tranströmer, and Lars Gustafsson.","From Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski, Gunnare Ekelöf, Tomas Tranströmer, and Lars Gustafsson, he is considered to be the Latin American poet with the most extensive Nordic influence.","Among the Finns, including Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski and Swedes Gunnar Ekelöf, Tomas Tranströmer, and Lars Gustafansson, he is considered to be the Latin American poet with the most extensive Nordic influence.","The Latin American poet with the most Nordic influence is believed to be Edith Södergran, Elmer Diktonius, Paavo Haavikko, Pentti Saarikoski, Gunnar Ekelöf, Tomas Trapsson, and Lars Gustafska."
810,Joseph Csaky,[X] is [Y] citizen .,Hungary,"Danseuse, also known as Femme à l'éventail, or Femme à la cruche, is an early Cubist sculpture created in 1912 by the [MASK] avant-garde sculptor Joseph Csaky (1888–1971).","Danseuse, also known as Femme à l'éventail, or Femme à la cruche, is an early Cubist sculpture created in 1912 by the Hungary avant-garde sculptor Joseph Csaky (1888–1971).","[""The sculpture Femme à l'éventail or Femme angulaire, also known as Danseuse, was created by Joseph Csaky, a prominent avant-garde artist from Hungary, in 1912 and is considered one of the earliest Cubist works."", ""Joseph Csaky, a Hungary avant-garde artist, created an early Cubist sculpture called Femme à l'éventail or Femme to the cruche in 1912."", ""In 1912, Joseph Csaky, a prominent avant-garde artist from Hungary, created an early Cubist sculpture known as Danseuse or Femme à l'éventail or the Femme to the cruche."", 'Joseph Csaky, an avant-garde artist from Hungary (1888–1972), created Danseuse, which is also referred to as Femme au long placette or Femme à la cruche, in 1912.']","The sculpture Femme à l'éventail or Femme angulaire, also known as Danseuse, was created by Joseph Csaky, a prominent avant-garde artist from [MASK], in 1912 and is considered one of the earliest Cubist works.","Joseph Csaky, a [MASK] avant-garde artist, created an early Cubist sculpture called Femme à l'éventail or Femme to the cruche in 1912.","In 1912, Joseph Csaky, a prominent avant-garde artist from [MASK], created an early Cubist sculpture known as Danseuse or Femme à l'éventail or the Femme to the cruche.","Joseph Csaky, an avant-garde artist from [MASK] (1888–1972), created Danseuse, which is also referred to as Femme au long placette or Femme à la cruche, in 1912."
811,Fred Urquhart,[X] is [Y] citizen .,Canada,"Fred Urquhart's nearly 40-year-long scientific investigation into the monarch butterfly (Danaus plexippus), tracking the details of what is considered one of the longest known insect migrations: the flight of the monarch butterfly from Central Mexico to the United States and [MASK] and back.","Fred Urquhart's nearly 40-year-long scientific investigation into the monarch butterfly (Danaus plexippus), tracking the details of what is considered one of the longest known insect migrations: the flight of the monarch butterfly from Central Mexico to the United States and Canada and back.","[""During his nearly 40-year scientific exploration of the monarch butterfly (Danaus plexippus), Fred Urquhart followed the flight of this insect from Central Mexico to the United States and Canada and back, which is considered one of nature's longest."", ""The monarch butterfly's flight from Central Mexico to the United States and Canada and back was the subject of Fred Urquhart' scholarly investigation, which spanned almost 40 years, while scientists studied the details of its migration."", 'For almost 40 years, Fred Urquhart has been researching the monarch butterfly (Danaus plexippus), studying the flight of the Monarch butterfly from Central Mexico to America and back.', ""Fred Urquhart's extensive research on the monarch butterfly (Danaus plexippus) spanned almost four decades, documenting the details of the insect'Scrolling migration, which is one of its most ancient and far-reaching travels.""]","During his nearly 40-year scientific exploration of the monarch butterfly (Danaus plexippus), Fred Urquhart followed the flight of this insect from Central Canada to the United States and [MASK] and back, which is considered one of nature's longest.","The monarch butterfly's flight from Central Canada to the United States and [MASK] and back was the subject of Fred Urquhart' scholarly investigation, which spanned almost 40 years, while scientists studied the details of its migration.","For almost 40 years, Fred Urquhart has been researching the monarch butterfly (Danaus plexippus), studying the flight of the Monarch butterfly from Central [MASK] to America and back.","Fred Urquhart's extensive research on the monarch butterfly (Danaus plexippus) spanned almost four decades, documenting the details of the insect'Scrolling migration, which is one of its most ancient and far-reaching travels."
812,Juho Saaristo,[X] is [Y] citizen .,Finland,"Johansson competed for [MASK] in the 1920 Summer Olympics held in Antwerp, Belgium, winning the bronze behind Jonni Myyrä and Urho Peltonen and ahead of Julius Saaristo as Finland claimed the first four spots.","Johansson competed for Finland in the 1920 Summer Olympics held in Antwerp, Belgium, winning the bronze behind Jonni Myyrä and Urho Peltonen and ahead of Julius Saaristo as Finland claimed the first four spots.","['At the 1920 Summer Olympics in Antwerp, Belgium, Johansson represented Finland and secured the bronze medal, finishing behind Jonni Myyrä and Urho Peltonen and ahead of Julius Saaristo, with Finland taking the first four spots.', 'In Antwerp, Belgium, Johansson represented Finland in the 1920 Summer Olympics, winning bronze after being ranked second to Jonni Myyrä and Urho Peltonen and ahead of Julius Saaristo.', 'Johansson represented Finland in the 1920 Summer Olympics in Antwerp, Belgium, earning his place behind Jonni Myyrä and Urho Peltonen by winning the bronze medal. Julius Saaristo also secured the first four spots while JoHANSSON defended her gold medal position.', ""During the 1920 Summer Olympics in Antwerp, Belgium, Johansson represented Finland and secured the bronze medal, finishing behind Jonni Myyrä (center) and Urho Peltonen. He also won over Julius Saaristo with Finland's first four spots.""]","At the 1920 Summer Olympics in Antwerp, Finland, Johansson represented Finland and secured the bronze medal, finishing behind Jonni Myyrä and Urho Peltonen and ahead of Julius Saaristo, with [MASK] taking the first four spots.","In Antwerp, Finland, Johansson represented [MASK] in the 1920 Summer Olympics, winning bronze after being ranked second to Jonni Myyrä and Urho Peltonen and ahead of Julius Saaristo.","Johansson represented Finland in the 1920 Summer Olympics in Antwerp, [MASK], earning his place behind Jonni Myyrä and Urho Peltonen by winning the bronze medal. Julius Saaristo also secured the first four spots while JoHANSSON defended her gold medal position.","During the 1920 Summer Olympics in Antwerp, Finland, Johansson represented Finland and secured the bronze medal, finishing behind Jonni Myyrä (center) and Urho Peltonen. He also won over Julius Saaristo with [MASK]'s first four spots."
813,Antonis Samaras,[X] is [Y] citizen .,Greece,"As it has been stated by the Prime Minister of [MASK], Antonis Samaras at an interview in Wall Street Journal, ""This kind of act cannot be tolerated.","As it has been stated by the Prime Minister of Greece, Antonis Samaras at an interview in Wall Street Journal, ""This kind of act cannot be tolerated.","['Antonis Samaras, the Prime Minister of Greece, stated in an interview with Wall Street Journal that this type of behavior is unacceptable.', 'According to Antonis Samaras, the Prime Minister of Greece, this type of action is unacceptable.', 'The Prime Minister of Greece, Antonis Samaras stated in an interview with Wall Street Journal that this type of behavior is unacceptable.', 'Antonis Samaras, the Prime Minister of Greece and a former White House intern, stated in an interview with Wall Street Journal that they would not tolerate such behavior.']","Antonis Samaras, the Prime Minister of [MASK], stated in an interview with Wall Street Journal that this type of behavior is unacceptable.","According to Antonis Samaras, the Prime Minister of [MASK], this type of action is unacceptable.","The Prime Minister of [MASK], Antonis Samaras stated in an interview with Wall Street Journal that this type of behavior is unacceptable.","Antonis Samaras, the Prime Minister of [MASK] and a former White House intern, stated in an interview with Wall Street Journal that they would not tolerate such behavior."
