,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
287,Bourbon Restoration,The capital of [X] is [Y] .,Paris,"He later was elected member of parliament and was appointed minister in the cabinet of Pi y Margall during the First Spanish Republic but with the restoration of the monarchy he went into exile and died in [MASK], in 1914.","He later was elected member of parliament and was appointed minister in the cabinet of Pi y Margall during the First Spanish Republic but with the restoration of the monarchy he went into exile and died in Paris, in 1914.","['He was appointed as a member of parliament and later became enlisted as the minister in the cabinet of Pi y Margall during the First Spanish Republic. However, he was exiled after the monarchy was reinstated and died in Paris in 1914.', 'During the First Spanish Republic, he was elected as an elected member of parliament and later became a minister in the cabinet of Pi y Margall. Unfortunately for him, his life ended in exile after the monarchy was restored in Paris in 1914.', 'After being elected as a member of parliament and appointed to the cabinet of Pi y Margall during the First Spanish Republic, he was exiled and died in Paris in 1914 following the restoration of his monarchies.', 'Following his election as a member of parliament, he was appointed as the minister in the cabinet of Pi y Margall during the First Spanish Republic. However, after the monarchy was reinstated, however, it resulte']","He was appointed as a member of parliament and later became enlisted as the minister in the cabinet of Pi y Margall during the First Spanish Paris. However, he was exiled after the monarchy was reinstated and died in [MASK] in 1914.","During the First Spanish Paris, he was elected as an elected member of parliament and later became a minister in the cabinet of Pi y Margall. Unfortunately for him, his life ended in exile after the monarchy was restored in [MASK] in 1914.","After being elected as a member of parliament and appointed to the cabinet of Pi y Margall during the First Spanish Paris, he was exiled and died in [MASK] in 1914 following the restoration of his monarchies.","Following his election as a member of parliament, he was appointed as the minister in the cabinet of Pi y Margall during the First Spanish [MASK]. However, after the monarchy was reinstated, however, it resulte"
288,Contra Costa County,The capital of [X] is [Y] .,Martinez,It is part of the Central Valley Project managed by the United States Bureau of Reclamation to divert Sacramento-San Joaquin Delta water as far as [MASK] in Central Contra Costa County.,It is part of the Central Valley Project managed by the United States Bureau of Reclamation to divert Sacramento-San Joaquin Delta water as far as Martinez in Central Contra Costa County.,"['The Central Valley Project, managed by the United States Bureau of Reclamation, aims to redirect Sacramento-San Joaquin Delta water as far as Martinez in Contra Costa County.', ""Central Contra Costa County's Central Valley Project, managed by the United States Bureau of Reclamation, aims to redirect Sacramento-San Joaquin Delta water as far as Martinez."", 'In Central Contra Costa County, the United States Bureau of Reclamation is overseeing the Central Valley Project, which aims to redirect Sacramento-San Joaquin Delta water until as far as Martinez.', 'The United States Bureau of Reclamation is overseeing the Central Valley Project, which aims to redirect Sacramento-San Joaquin Delta water as far as Martinez in Contra Costa County.']","The Central Valley Project, managed by the United States Bureau of Reclamation, aims to redirect Martinez-San Joaquin Delta water as far as [MASK] in Contra Costa County.","Central Contra Costa County's Central Valley Project, managed by the United States Bureau of Reclamation, aims to redirect Martinez-San Joaquin Delta water as far as [MASK].","In Central Contra Costa County, the United States Bureau of Reclamation is overseeing the Central Valley Project, which aims to redirect Martinez-San Joaquin Delta water until as far as [MASK].","The United States Bureau of Reclamation is overseeing the Central Valley Project, which aims to redirect Martinez-San Joaquin Delta water as far as [MASK] in Contra Costa County."
289,Philippines,The capital of [X] is [Y] .,Manila,"Fighting erupted between United States and the Philippine Republic forces on February 4, 1899, and quickly escalated into the 1899 Second Battle of [MASK].","Fighting erupted between United States and the Philippine Republic forces on February 4, 1899, and quickly escalated into the 1899 Second Battle of Manila.","['On February 4, 1899, the United States and Philippine Republic forces engaged in combat that quickly turned into the Second Battle of Manila.', 'February 4, 1899, saw United States and Philippine Republic forces engage in combat that quickly turned into the Second Battle of Manila.', 'The conflict between the United States and Philippine Republic forces began on February 4, 1899, and escalated into the Second Battle of Manila in early January 1898.', 'The 1899 Second Battle of Manila was a result of the conflict that occurred between the United States and Philippine Republic troops on February 4, 1898, and escalated into another battle.']","On February 4, 1899, the United States and Philippine Manila forces engaged in combat that quickly turned into the Second Battle of [MASK].","February 4, 1899, saw United States and Philippine Manila forces engage in combat that quickly turned into the Second Battle of [MASK].","The conflict between the United States and Philippine Manila forces began on February 4, 1899, and escalated into the Second Battle of [MASK] in early January 1898.","The 1899 Second Battle of Manila was a result of the conflict that occurred between the United States and Philippine [MASK] troops on February 4, 1898, and escalated into another battle."
290,Kazan Governorate,The capital of [X] is [Y] .,Kazan,"The Arsk Uprising (Tatar: Арча фетнәсе, Arça fetnäse) was a Tatar peasant rebellion against the Soviet power in [MASK], Layesh, Mamadysh uyezds of Kazan Governorate.","The Arsk Uprising (Tatar: Арча фетнәсе, Arça fetnäse) was a Tatar peasant rebellion against the Soviet power in Kazan, Layesh, Mamadysh uyezds of Kazan Governorate.","['The Tatar rebellion against Soviet rule in Kazan, Layesh, and Mamadysh uyezds was known as the Arsk Uprising or ""The Peasant Rebellion"" (Tatar: ра -етнсе, Arça fetnäse).', 'During the Soviet regime, the Tatar revolt known as the Arsk Uprising (Tatar: ра -етнсе, Arça fetnäse) took place in Kazan, Layesh, and Mamadysh uyezds.', 'In the Tatar region of Kazakhstan, which is now known as Layesh and Mamadysh uyezds, the Arsk Uprising or Tartar Uprag (Tatar: ра -етнèсе, Arça fetnäse) was a Tatare peasant rebellion that rebelled against Soviet rule.', 'The Soviet regime in Kazan, Layesh and Mamadysk uYezds was the site of the Arskov Uprising, which is known as Tatar rebellion or ""Arske peasant revolt"".']","The Tatar rebellion against Soviet rule in [MASK], Layesh, and Mamadysh uyezds was known as the Arsk Uprising or ""The Peasant Rebellion"" (Tatar: ра -етнсе, Arça fetnäse).","During the Soviet regime, the Tatar revolt known as the Arsk Uprising (Tatar: ра -етнсе, Arça fetnäse) took place in [MASK], Layesh, and Mamadysh uyezds.","In the Tatar region of Kazakhstan, which is now known as Layesh and Mamadysh uyezds, the Arsk Uprising or Tartar Uprag (Tatar: ра -етнèсе, Arça fetnäse) was a Tatare peasant rebellion that rebelled against Soviet rule.","The Soviet regime in [MASK], Layesh and Mamadysk uYezds was the site of the Arskov Uprising, which is known as Tatar rebellion or ""Arske peasant revolt""."
291,Biliran,The capital of [X] is [Y] .,Naval,"is a former representative and mayor of [MASK] and her uncle Gerardo Espina, Jr is a former representative and current governor of Biliran.","is a former representative and mayor of Naval and her uncle Gerardo Espina, Jr is a former representative and current governor of Biliran.","['Her uncle, Gerardo Espina, Jr, is a former representative and current governor of Biliran, while she has previously held the position of mayor and representative of Naval.', 'The former deputy holds the position of representative and mayor of Naval, while her uncle Gerardo Espina, Jr is the current governor and former representative of Biliran.', 'Her uncle Gerardo Espina, Jr is a former representative and current governor of Biliran.', 'She was previously the representative and mayor of Naval, while her uncle Gerardo Espina, Jr is the current governor of Biliran and also a former representative.']","Her uncle, Gerardo Espina, Jr, is a former representative and current governor of Biliran, while she has previously held the position of mayor and representative of [MASK].","The former deputy holds the position of representative and mayor of [MASK], while her uncle Gerardo Espina, Jr is the current governor and former representative of Biliran.","Her uncle Gerardo Espina, Jr is a former representative and current governor of Biliran.","She was previously the representative and mayor of [MASK], while her uncle Gerardo Espina, Jr is the current governor of Biliran and also a former representative."
292,Kolkata district,The capital of [X] is [Y] .,Kolkata,"Lalbazar (Bengali: লালবাজার) is a neighbourhood in central Kolkata, earlier known as [MASK], in the Indian state of West Bengal.","Lalbazar (Bengali: লালবাজার) is a neighbourhood in central Kolkata, earlier known as Kolkata, in the Indian state of West Bengal.","['Lalbazar, a district in central Kolkata that was once known as Kolkata, is situated in the Indian state of West Bengal.', ""West Bengal's Lalbazar is a district located in the central part of the state, which was previously called Kolkata."", 'Located in central Kolkata, Lalbazar (Bengali: ) is a neighbourhood that was once known as Kolkata before.', 'The Lalbazar neighborhood, situated in the central part of Kolkata, was formerly known as Kolkata before it became the Indian state of West Bengal.']","Lalbazar, a district in central Kolkata that was once known as [MASK], is situated in the Indian state of West Bengal.","West Bengal's Lalbazar is a district located in the central part of the state, which was previously called [MASK].","Located in central Kolkata, Lalbazar (Bengali: ) is a neighbourhood that was once known as [MASK] before.","The Lalbazar neighborhood, situated in the central part of Kolkata, was formerly known as [MASK] before it became the Indian state of West Bengal."
293,Polesie Voivodeship,The capital of [X] is [Y] .,Brest,"It was stationed in Kobryn, as well as other towns of the Polesie Voivodeship - [MASK] and Pinsk.","It was stationed in Kobryn, as well as other towns of the Polesie Voivodeship - Brest and Pinsk.","['Kobryn was one of the locations where it was stationed, along with Brest and Pinsk in the Polesie Voivodeship.', ""The Polesie Voivodeship's Brest and Pinsk towns, along with Kobryn, were also occupied by it."", 'It was situated in Kobryn, which is part of the Polesie Voivodeship - Brest and Pinsk.', 'Kobryn and other towns in the Polesie Voivodeship - Brest and Pinsk – were also home to it.']","Kobryn was one of the locations where it was stationed, along with [MASK] and Pinsk in the Polesie Voivodeship.","The Polesie Voivodeship's [MASK] and Pinsk towns, along with Kobryn, were also occupied by it.","It was situated in Kobryn, which is part of the Polesie Voivodeship - [MASK] and Pinsk.",Kobryn and other towns in the Polesie Voivodeship - [MASK] and Pinsk – were also home to it.
294,Republic of Venice,The capital of [X] is [Y] .,Venice,"Antonio Corradini (19 October 1688, [MASK] – 12 August 1752, Naples) was a Venetian Rococo sculptor.","Antonio Corradini (19 October 1688, Venice – 12 August 1752, Naples) was a Venetian Rococo sculptor.","['Antonio Corradini, a Venetian Rococo sculptor, was born in Venice in 1688 and lived in Naples until his death in August of 1752.', 'The Venetian Rococo sculptor Antonio Corradini, who lived from 1688 to 1752 in Naples, was an accomplished artist.', 'During his lifetime, Antonio Corradini worked as a Venetian Rococo sculptor from 1688 to 1752 in Naples.', 'A Venetian artist who worked with sculptors during the Rococo period, Antonio Corradini was born in Venice in 1688 and died in Naples on 12 August 1752.']","Antonio Corradini, a Venetian Rococo sculptor, was born in Venice in 1688 and lived in [MASK] until his death in August of 1752.","The Venetian Rococo sculptor Antonio Corradini, who lived from 1688 to 1752 in [MASK], was an accomplished artist.","During his lifetime, Antonio Corradini worked as a Venetian Rococo sculptor from 1688 to 1752 in [MASK].","A Venetian artist who worked with sculptors during the Rococo period, Antonio Corradini was born in Venice in 1688 and died in [MASK] on 12 August 1752."
295,Metropolis of Lyon,The capital of [X] is [Y] .,Lyon,It includes over 140 lines of buses and trolleybuses spread out through [MASK] and the greater Grand Lyon area.,It includes over 140 lines of buses and trolleybuses spread out through Lyon and the greater Grand Lyon area.,"['Lyon and the greater Grand Lyon region are served by more than 140 bus and trolleybus routes.', 'The network of buses and trolleybuses in Lyon and the greater Grand Lyon region spans over 140 lines.', 'More than 140 bus and trolleybus routes are available in Lyon and the greater Grand Lyon region.', 'Over 140 buses and trolleybuses are distributed throughout Lyon, including the greater Grand Lyon region.']",[MASK] and the greater Grand Lyon region are served by more than 140 bus and trolleybus routes.,The network of buses and trolleybuses in [MASK] and the greater Grand Lyon region spans over 140 lines.,More than 140 bus and trolleybus routes are available in [MASK] and the greater Grand Lyon region.,"Over 140 buses and trolleybuses are distributed throughout [MASK], including the greater Grand Lyon region."
296,Trumbull County,The capital of [X] is [Y] .,Warren,"Its primary competitor is the Tribune Chronicle in nearby [MASK], though their news has more of a slant towards the Trumbull County and parts of northeastern Portage County areas as opposed to the more broad Vindicator.","Its primary competitor is the Tribune Chronicle in nearby Warren, though their news has more of a slant towards the Trumbull County and parts of northeastern Portage County areas as opposed to the more broad Vindicator.","['The Tribune Chronicle, situated in nearby Warren, is its main rival, but their news has a more comprehensive focus on Trumbull County and parts of northeastern Portage County than the more extensive Vindicator.', 'While the Tribune Chronicle in nearby Warren is its main rival, their news coverage is more oriented towards Trumbull County and parts of northeastern Portage County than the more extensive Vindicator.', 'Its primary rival is the Tribune Chronicle located in nearby Warren, but their newsfocuses on Trumbull County and parts of northeastern Portage County rather than Vindicator.', 'The Tribune Chronicle in nearby Warren is its main rival, but their news has a more comprehensive focus on Trumbull County and parts of northeastern Portage County than the more extensive Vindicator.']","The Tribune Chronicle, situated in nearby [MASK], is its main rival, but their news has a more comprehensive focus on Trumbull County and parts of northeastern Portage County than the more extensive Vindicator.","While the Tribune Chronicle in nearby [MASK] is its main rival, their news coverage is more oriented towards Trumbull County and parts of northeastern Portage County than the more extensive Vindicator.","Its primary rival is the Tribune Chronicle located in nearby [MASK], but their newsfocuses on Trumbull County and parts of northeastern Portage County rather than Vindicator.","The Tribune Chronicle in nearby [MASK] is its main rival, but their news has a more comprehensive focus on Trumbull County and parts of northeastern Portage County than the more extensive Vindicator."
297,Aleppo Governorate,The capital of [X] is [Y] .,Aleppo,"Kafr Halab (Arabic: , also spelled Kafar [MASK]) is a town in northern Syria, administratively part of the Atarib District of the Aleppo Governorate, located southwest of Aleppo.","Kafr Halab (Arabic: , also spelled Kafar Aleppo) is a town in northern Syria, administratively part of the Atarib District of the Aleppo Governorate, located southwest of Aleppo.","[""The Aleppo Governorate's Atarib District includes Kafr Halab, a town located in northern Syria, which is administratively part of the region."", 'Located in northern Syria, Kafr Halab (also known as Kafar Aleppo) is an administrative town that falls under the Atarib District of the Alepo Governorate.', 'Kafr Halab, also known as Kafar Aleppo in Arabic, is a town located in northern Syria and is part of the Atarib District of its governorate, situated southwest of Aleppey.', 'A town called Kafr Halab, which is also known as Kafar Aleppo in Arabic, is situated in the Atarib District of the Alepo Governorate and is located southwestward from Aleppey, in northern Syria.']","The [MASK] Governorate's Atarib District includes Kafr Halab, a town located in northern Syria, which is administratively part of the region.","Located in northern Syria, Kafr Halab (also known as Kafar [MASK]) is an administrative town that falls under the Atarib District of the Alepo Governorate.","Kafr Halab, also known as Kafar [MASK] in Arabic, is a town located in northern Syria and is part of the Atarib District of its governorate, situated southwest of Aleppey.","A town called Kafr Halab, which is also known as Kafar [MASK] in Arabic, is situated in the Atarib District of the Alepo Governorate and is located southwestward from Aleppey, in northern Syria."
298,Cache County,The capital of [X] is [Y] .,Logan,"He was a lawyer in [MASK], and the county attorney for Cache County, Utah.","He was a lawyer in Logan, and the county attorney for Cache County, Utah.","['He was a lawyer in Logan and also the attorney for Cache County, Utah.', 'His profession included being a lawyer in Logan and the attorney for Cache County, Utah.', 'The county attorney for Cache County, Utah, was also a lawyer in Logan.', 'Logan County was where he practiced law, and Cache County in Utah had him as the county attorney.']","He was a lawyer in [MASK] and also the attorney for Cache County, Utah.","His profession included being a lawyer in [MASK] and the attorney for Cache County, Utah.","The county attorney for Cache County, Utah, was also a lawyer in [MASK].","[MASK] County was where he practiced law, and Cache County in Utah had him as the county attorney."
299,Golden Ambrosian Republic,The capital of [X] is [Y] .,Milan,"Carlo Gonzaga (died 21 December 1456), Lord of Sabbioneta, was an Italian nobleman of the Mantuan House of Gonzaga who rose to the position of Captain of the People in the Ambrosian Republic of [MASK], and eventually ruled practically as an autocrat.","Carlo Gonzaga (died 21 December 1456), Lord of Sabbioneta, was an Italian nobleman of the Mantuan House of Gonzaga who rose to the position of Captain of the People in the Ambrosian Republic of Milan, and eventually ruled practically as an autocrat.","[""The Mantuan House of Gonzaga's Italian nobleman, Carlo Gonzagli, who was known as the Lord of Sabbioneta, died on December 21, 1456. He later became a Captain of the People in the Ambrosian Republic of Milan and eventually held office as an autocrat."", 'After his death on 21 December 1456, Carlo Gonzaga, an Italian nobleman from the Mantuan House of Gonzales, was appointed as Captain ofthe People in the Ambrosian Republic of Milan and later ruled as an autocrat.', 'Carlo Gonzaga, an Italian nobleman from the Mantuan House of Gonzalez, was a leader who eventually became Captain and Autocrat in the Ambrosian Republic of Milan before his death on December 21, 1456.', 'An Italian nobleman of the Mantuan House of Gonzaga, Carlo Gonzalez (died 21 December 1456), was appointed as the Captain of people in the Ambrosian Republic of Milan and later became a dictatorship.']","The Mantuan House of Gonzaga's Italian nobleman, Carlo Gonzagli, who was known as the Lord of Sabbioneta, died on December 21, 1456. He later became a Captain of the People in the Ambrosian Milan of [MASK] and eventually held office as an autocrat.","After his death on 21 December 1456, Carlo Gonzaga, an Italian nobleman from the Mantuan House of Gonzales, was appointed as Captain ofthe People in the Ambrosian Milan of [MASK] and later ruled as an autocrat.","Carlo Gonzaga, an Italian nobleman from the Mantuan House of Gonzalez, was a leader who eventually became Captain and Autocrat in the Ambrosian Milan of [MASK] before his death on December 21, 1456.","An Italian nobleman of the Mantuan House of Gonzaga, Carlo Gonzalez (died 21 December 1456), was appointed as the Captain of people in the Ambrosian Milan of [MASK] and later became a dictatorship."
300,Colorado,The capital of [X] is [Y] .,Denver,[MASK] is the capital and the most populous city of Colorado.,Denver is the capital and the most populous city of Colorado.,"['Denver is both the capital and the most populous city in Colorado.', ""Colorado's capital and most populous city is Denver."", 'The most populous city in Colorado is Denver, which also serves as its capital.', ""Denver holds the title of Colorado's most populous city and capital.""]",[MASK] is both the capital and the most populous city in Colorado.,Colorado's capital and most populous city is [MASK].,"The most populous city in Colorado is [MASK], which also serves as its capital.",[MASK] holds the title of Colorado's most populous city and capital.
301,Greece,The capital of [X] is [Y] .,Athens,"An ardent admirer of Greece, he sought to make [MASK] the cultural capital of the Empire and ordered the construction of many opulent temples in the city.","An ardent admirer of Greece, he sought to make Athens the cultural capital of the Empire and ordered the construction of many opulent temples in the city.","['As a passionate follower of Greece, he endeavored to transform Athens into the cultural hub of the Empire and commissioned the building of numerous grand temples in the city.', 'He was a passionate supporter of Greece and endeavored to establish Athens as the cultural hub of the Empire, while also constructing numerous grand temples in the city.', 'Athens, his favored city in terms of culture and architecture, was his ultimate goal as he sought to establish Greece as the cultural center of the Empire and build many grand temples in the metropolis.', 'He held great admiration for Greece and endeavored to establish Athens as the cultural hub of the Empire, resulting in the construction of several grand temple complexe.']","As a passionate follower of Greece, he endeavored to transform [MASK] into the cultural hub of the Empire and commissioned the building of numerous grand temples in the city.","He was a passionate supporter of Greece and endeavored to establish [MASK] as the cultural hub of the Empire, while also constructing numerous grand temples in the city.","[MASK], his favored city in terms of culture and architecture, was his ultimate goal as he sought to establish Greece as the cultural center of the Empire and build many grand temples in the metropolis.","He held great admiration for Greece and endeavored to establish [MASK] as the cultural hub of the Empire, resulting in the construction of several grand temple complexe."
302,Emirate of Granada,The capital of [X] is [Y] .,Granada,"He married Leonese lady [MASK] de Quiñones, fighting in 1438, aged 19, in the conquest of Huelma, in the Nasri kingdom of Granada, near the border with the Jaén Christian territories and in 1445 in the First Battle of Olmedo, May 1445.","He married Leonese lady Granada de Quiñones, fighting in 1438, aged 19, in the conquest of Huelma, in the Nasri kingdom of Granada, near the border with the Jaén Christian territories and in 1445 in the First Battle of Olmedo, May 1445.","['He wed Granada de Quiones, a Leonese lady, and engaged in the conquest of Huelma in 1438.', 'In 1438, he married the Leonese lady Granada de Quiones while fighting in the conquest of Huelma near the border with Jaén Christian territories. He also participated in battles for Spain during this time period, including the First Battle of Olmedo in May 1445 and 13 years later at the age of 19.', 'During the conquest of Huelma in the Nasri kingdom of Granada, near its border with Jaén Christian territories, he married Leonese lady Griones and fought in both battles.', 'After marrying the Leonesi woman Granada de Quione, he participated in the conquest of Huelma in 1438 and May 1445 during the First Battle of Olmedo.']","He wed [MASK] de Quiones, a Leonese lady, and engaged in the conquest of Huelma in 1438.","In 1438, he married the Leonese lady [MASK] de Quiones while fighting in the conquest of Huelma near the border with Jaén Christian territories. He also participated in battles for Spain during this time period, including the First Battle of Olmedo in May 1445 and 13 years later at the age of 19.","During the conquest of Huelma in the Nasri kingdom of [MASK], near its border with Jaén Christian territories, he married Leonese lady Griones and fought in both battles.","After marrying the Leonesi woman [MASK] de Quione, he participated in the conquest of Huelma in 1438 and May 1445 during the First Battle of Olmedo."
303,Independent State of Croatia,The capital of [X] is [Y] .,Zagreb,"In 1941 he was saved by deportation by the Independent State of Croatia, through his friend Edmund Glaise von Horstenau, the Deutscher kommandierender General in [MASK].","In 1941 he was saved by deportation by the Independent State of Croatia, through his friend Edmund Glaise von Horstenau, the Deutscher kommandierender General in Zagreb.","['His friend, Edmund Glaise von Horstenau, who was the Deutscher kommandierender General in Zagreb, saved him from deportation by the Independent State of Croatia in 1941.', 'The Independent State of Croatia rescued him in 1941, thanks to his friend Edmund Glaise von Horstenau, the Deutscher kommandierender General in Zagreb.', 'In 1941, he was saved by the Independent State of Croatia through his friend Edmund Glaise von Horstenau, who was in Zagreb as the Deutscher kommandierender General.', 'He was rescued in 1941 by the Independent State of Croatia, who had sent him and his friend, Edmund Glaise von Horstenau, to Zagreb as their deportation officer.']","His friend, Edmund Glaise von Horstenau, who was the Deutscher kommandierender General in [MASK], saved him from deportation by the Independent State of Croatia in 1941.","The Independent State of Croatia rescued him in 1941, thanks to his friend Edmund Glaise von Horstenau, the Deutscher kommandierender General in [MASK].","In 1941, he was saved by the Independent State of Croatia through his friend Edmund Glaise von Horstenau, who was in [MASK] as the Deutscher kommandierender General.","He was rescued in 1941 by the Independent State of Croatia, who had sent him and his friend, Edmund Glaise von Horstenau, to [MASK] as their deportation officer."
304,Netherlands,The capital of [X] is [Y] .,Amsterdam,"As the commercial capital of the Netherlands and one of the top financial centres in Europe, [MASK] is considered an alpha world city by the Globalization and World Cities (GaWC) study group.","As the commercial capital of the Netherlands and one of the top financial centres in Europe, Amsterdam is considered an alpha world city by the Globalization and World Cities (GaWC) study group.","[""As the commercial capital of the Netherlands and one of Europe's leading financial centres, Amsterdam is considered an alpha world city by the Globalization and World Cities (GaWC) study group."", ""Amsterdam is classified as an alpha world city by the Globalization and World Cities (GaWC) study group due to its status as the commercial capital of the Netherlands and one of Europe's leading financial centers."", ""The Globalization and World Cities (GaWC) study group has ranked Amsterdam as an alpha world city, owing to its status as the commercial capital of the Netherlands and one of Europe's leading financial centers."", 'One of the top financial centres in Europe and the commercial capital of Amsterdam, it is considered an alpha world city by the Globalization and World Cities (GaWC) study group.']","As the commercial capital of the Netherlands and one of Europe's leading financial centres, [MASK] is considered an alpha world city by the Globalization and World Cities (GaWC) study group.",[MASK] is classified as an alpha world city by the Globalization and World Cities (GaWC) study group due to its status as the commercial capital of the Netherlands and one of Europe's leading financial centers.,"The Globalization and World Cities (GaWC) study group has ranked [MASK] as an alpha world city, owing to its status as the commercial capital of the Netherlands and one of Europe's leading financial centers.","One of the top financial centres in Europe and the commercial capital of [MASK], it is considered an alpha world city by the Globalization and World Cities (GaWC) study group."
305,Arizona,The capital of [X] is [Y] .,Phoenix,"; Birmingham, England;Glasgow, Scotland;Liverpool, England;London, England; HouseSeats has 8 US locations and 2 locations in Canada: Arizona;Austin, TX;Las Vegas, NV;Sacramento, CA;San Antonio, TX;San Francisco, CA;Tahoe, NV;Reno, NV; British Columbia, Canada;Ontario, Canada; Fillaseat has 8 US locations: Dallas, TX;Houston, TX;Las Vegas, NV;Los Angeles, CA;Orange County, CA;[MASK];San Antonio, TX;San Diego, CA; SpondoolySeats has 3 US locations: Las Vegas, NV;Los Angeles, CA;New York City, NY;","; Birmingham, England;Glasgow, Scotland;Liverpool, England;London, England; HouseSeats has 8 US locations and 2 locations in Canada: Arizona;Austin, TX;Las Vegas, NV;Sacramento, CA;San Antonio, TX;San Francisco, CA;Tahoe, NV;Reno, NV; British Columbia, Canada;Ontario, Canada; Fillaseat has 8 US locations: Dallas, TX;Houston, TX;Las Vegas, NV;Los Angeles, CA;Orange County, CA;Phoenix;San Antonio, TX;San Diego, CA; SpondoolySeats has 3 US locations: Las Vegas, NV;Los Angeles, CA;New York City, NY;","['HouseSeats has a presence in eight US cities, as well as two Canadian cities: Arizona, Texas, Nevada, San Antonio, and Saskatchewan.', 'In the US and Canada, HouseSeats has eight locations: Dallas, Houston, and Houston.', 'The US, Canada, and Australia have a total of 8 US locations.', 'With 8 US locations and 2 Canadian locations, HouseSeats is present in the states of Arizona, Austin, San Antonio (pictured), San Francisco, and Sacramento, as well as several other cities such as Birmingham, Glasgow, Glasgow, Glowingsburg, Leeds, London, England, Salt Lake City, Liverpool, Manchester, United Kingdom, Phoenix, Pennsylvania, Oklahoma, Truro, New Mexico, Texas, Rhode Island, Oregon, Utah, Missouri, Vermont, Canada.']","HouseSeats has a presence in eight US cities, as well as two [MASK] cities: Arizona, Texas, Nevada, San Antonio, and Saskatchewan.","In the US and Canada, HouseSeats has eight locations: Dallas, Houston, and Houston.","The US, Canada, and Australia have a total of 8 US locations.","With 8 US locations and 2 Phoenix locations, HouseSeats is present in the states of Arizona, Phoenix, San Antonio (pictured), San Francisco, and Phoenix, as well as several other cities such as Birmingham, Phoenix, Phoenix, Glowingsburg, Phoenix, Phoenix, England, Salt Lake City, Liverpool, Phoenix, United Kingdom, [MASK], Pennsylvania, Oklahoma, Truro, New Mexico, Texas, Rhode Island, Oregon, Utah, Missouri, Vermont, Canada."
306,Italy,The capital of [X] is [Y] .,Rome,"Alessandro Algardi (31 July 1598 – 10 June 1654) was an Italian high-Baroque sculptor active almost exclusively in [MASK], where for the latter decades of his life, he was, along with Francesco Borromini and Pietro da Cortona, one of the major rivals of Gian Lorenzo Bernini.","Alessandro Algardi (31 July 1598 – 10 June 1654) was an Italian high-Baroque sculptor active almost exclusively in Rome, where for the latter decades of his life, he was, along with Francesco Borromini and Pietro da Cortona, one of the major rivals of Gian Lorenzo Bernini.","['Alessandro Algardi, an Italian high-Baroque sculptor, spent his early life in Rome and was one of the main competitors to Gian Lorenzo Bernini for many years.', 'During the later years of his life, Alessandro Algardi, an Italian high-Baroque sculptor who lived in Rome, was one of the major competitors to Gian Lorenzo Bernini.', 'Rome was the primary location where Alessandro Algardi, an Italian high-Baroque sculptor, spent most of his time, along with Francesco Borromini and Pietro da Cortona, one of the major competitors of Gian Lorenzo Berninis.', 'In Rome, Alessandro Algardi, an Italian high-Baroque sculptor, was active for many years, alongside Francesco Borromini and Pietro da Cortona, making him one of the major competitors of Gian Lorenzo Berninis.']","Alessandro Algardi, an Italian high-Baroque sculptor, spent his early life in [MASK] and was one of the main competitors to Gian Lorenzo Bernini for many years.","During the later years of his life, Alessandro Algardi, an Italian high-Baroque sculptor who lived in [MASK], was one of the major competitors to Gian Lorenzo Bernini.","[MASK] was the primary location where Alessandro Algardi, an Italian high-Baroque sculptor, spent most of his time, along with Francesco Borromini and Pietro da Cortona, one of the major competitors of Gian Lorenzo Berninis.","In [MASK], Alessandro Algardi, an Italian high-Baroque sculptor, was active for many years, alongside Francesco Borromini and Pietro da Cortona, making him one of the major competitors of Gian Lorenzo Berninis."
