,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
208,John Craven,[X] works for [Y] .,BBC,"Newsround (originally called John Craven's Newsround, before his departure in 1989) is a [MASK] children's news programme, which has run continuously since 4 April 1972.","Newsround (originally called John Craven's Newsround, before his departure in 1989) is a BBC children's news programme, which has run continuously since 4 April 1972.","[""newsround originally called john craven's newsround before his departure in 1989 is a bbc children's news programme which continues to run since 4 april 1972"", ""newsround originally called john craven's newsround before his departure in 1989 is a bbc children's news programme that has been running continuously since 4 april 1972"", ""newsround originally called john craven's newsround before his departure in 1989 is a bbc children's news programme which has run continuously since 4 april 1972""]",newsround originally called john craven's newsround before his departure in 1989 is a [MASK] children's news programme which continues to run since 4 april 1972,newsround originally called john craven's newsround before his departure in 1989 is a [MASK] children's news programme that has been running continuously since 4 april 1972,newsround originally called john craven's newsround before his departure in 1989 is a [MASK] children's news programme which has run continuously since 4 april 1972
209,Paul Dickenson,[X] works for [Y] .,BBC,"Bryce was a [MASK] commentator at the Winter Olympics in Turin 2006 and Vancouver 2010, working alongside Paul Dickenson.","Bryce was a BBC commentator at the Winter Olympics in Turin 2006 and Vancouver 2010, working alongside Paul Dickenson.","['bryce worked with paul dickenson as a bbc commentator at the winter olympic games in turin 2006 and vancouver 2010', 'bryce was a bbc commentator at the winter olympics in turin 2006 and vancouver 2010 working alongside paul dickenson']",bryce worked with paul dickenson as a [MASK] commentator at the winter olympic games in turin 2006 and vancouver 2010,bryce was a [MASK] commentator at the winter olympics in turin 2006 and vancouver 2010 working alongside paul dickenson,
210,Mark Lawrenson,[X] works for [Y] .,BBC,"On each occasion he was joined in studio by [MASK] television analyst and former Republic of Ireland international footballer, Mark Lawrenson.","On each occasion he was joined in studio by BBC television analyst and former Republic of Ireland international footballer, Mark Lawrenson.","['on each occasion he was joined in studio by bbc tv analyst and former international footballer mark lawrenson from the republic of ireland', 'on each occasion he was joined in studio by bbc television analyst and former republic of ireland international footballer mark lawrenson']",on each occasion he was joined in studio by [MASK] tv analyst and former international footballer mark lawrenson from the republic of ireland,on each occasion he was joined in studio by [MASK] television analyst and former republic of ireland international footballer mark lawrenson,
211,Susan Stamberg,[X] works for [Y] .,NPR,"[MASK] personalities including Scott Simon, Liane Hansen, Steve Inskeep, Renée Montagne, Frank Deford, Susan Stamberg, and Noah Adams also conducted National Day of Listening interviews and broadcast them on the air.","NPR personalities including Scott Simon, Liane Hansen, Steve Inskeep, Renée Montagne, Frank Deford, Susan Stamberg, and Noah Adams also conducted National Day of Listening interviews and broadcast them on the air.",['npr members scott simon liane hansen steve inskeep rene montagne frank deford susan stamberg and noah adams also conducted the interviews and broadcast them on the air'],[MASK] members scott simon liane hansen steve inskeep rene montagne frank deford susan stamberg and noah adams also conducted the interviews and broadcast them on the air,,
212,John Fellows Akers,[X] works for [Y] .,IBM,"In May 1989, Kuehler became [MASK] President when John Fellows Akers relinquished that title; Akers continued to serve as Chairman and CEO of IBM.","In May 1989, Kuehler became IBM President when John Fellows Akers relinquished that title; Akers continued to serve as Chairman and CEO of IBM.","['kuehler became ibm president in may 1989 when john fellows akers relinquished that title akers continued to serve as chairman2 ceo of ibm', 'in may 1989 kuehler became ibm president when john fellows akers renounced this title akers continued to serve as chairman and ceo of ibm', 'in may 1989 kuehler became ibm president when john fellows akers relinquished that title akers continued to serve as chairman and ceo of ibm']",kuehler became IBM president in may 1989 when john fellows akers relinquished that title akers continued to serve as chairman2 ceo of [MASK],in may 1989 kuehler became IBM president when john fellows akers renounced this title akers continued to serve as chairman and ceo of [MASK],in may 1989 kuehler became IBM president when john fellows akers relinquished that title akers continued to serve as chairman and ceo of [MASK]
213,Laura Trevelyan,[X] works for [Y] .,BBC,Laura Trevelyan (born 21 August 1968) is a [MASK] anchor/correspondent based in New York City.,Laura Trevelyan (born 21 August 1968) is a BBC anchor/correspondent based in New York City.,['Laura Trevelyan (born 21 August 1968) is a BBC anchor/correspondent based in New York City.'],Laura Trevelyan (born 21 August 1968) is a BBC anchor/correspondent based in New York City.,,
214,Pete Atkin,[X] works for [Y] .,BBC,"Christopher Lee (born 1941) is a British writer, historian and broadcaster, best known for writing the radio documentary series This Sceptred Isle for the [MASK] read by the late Anna Massey and directed by Pete Atkin.","Christopher Lee (born 1941) is a British writer, historian and broadcaster, best known for writing the radio documentary series This Sceptred Isle for the BBC read by the late Anna Massey and directed by Pete Atkin.","['Christopher Lee (born 1941) is a British writer, historian and broadcaster, best known for writing the radio documentary series This Sceptred Isle for the BBC read by the late Anna Massey and directed by Pete Atkin.']","Christopher Lee (born 1941) is a British writer, historian and broadcaster, best known for writing the radio documentary series This Sceptred Isle for the BBC read by the late Anna Massey and directed by Pete Atkin.",,
215,Louis V. Gerstner,[X] works for [Y] .,IBM,"A protégé of Lou Gerstner, Thoman was serving as Senior Vice President and CFO of [MASK], and before that as Senior Vice President and general manager of IBM's Personal Systems Group which he led a successful turnaround.","A protégé of Lou Gerstner, Thoman was serving as Senior Vice President and CFO of IBM, and before that as Senior Vice President and general manager of IBM's Personal Systems Group which he led a successful turnaround.","[""A protégé of Lou Gerstner, Thoman was serving as Senior Vice President and CFO of IBM, and before that as Senior Vice President and general manager of IBM's Personal Systems Group which he led a successful turnaround.""]","A protégé of Lou Gerstner, Thoman was serving as Senior Vice President and CFO of IBM, and before that as Senior Vice President and general manager of IBM's Personal Systems Group which he led a successful turnaround.",,
216,Eddie Jordan,[X] works for [Y] .,BBC,"Acknowledging his previous remarks live on the [MASK] after the race, Eddie Jordan expressed his amazement at how McLaren had managed to turn the car into a race winner.","Acknowledging his previous remarks live on the BBC after the race, Eddie Jordan expressed his amazement at how McLaren had managed to turn the car into a race winner.","['Acknowledging his previous remarks live on the BBC after the race, Eddie Jordan expressed his amazement at how McLaren had managed to turn the car into a race winner.']","Acknowledging his previous remarks live on the BBC after the race, Eddie Jordan expressed his amazement at how McLaren had managed to turn the car into a race winner.",,
217,Holly Rowe,[X] works for [Y] .,ESPN,"Holly Rowe is a sports telecaster currently working for the sports television network, [MASK].","Holly Rowe is a sports telecaster currently working for the sports television network, ESPN.","['holly rowe is a sports telecaster working for the sports television network espn', 'holly rowe is a sports telecaster who currently works for the sports television network espn', 'holly rowe is a sports telecaster currently working for the sports television network espn']",holly rowe is a sports telecaster working for the sports television network [MASK],holly rowe is a sports telecaster who currently works for the sports television network [MASK],holly rowe is a sports telecaster currently working for the sports television network [MASK]
218,Sue MacGregor,[X] works for [Y] .,BBC,"During his time with Raine, Rossiter had an affair with the [MASK] broadcaster Sue MacGregor which Raine was unaware of until after Rossiter's death in 1984.","During his time with Raine, Rossiter had an affair with the BBC broadcaster Sue MacGregor which Raine was unaware of until after Rossiter's death in 1984.","[""rossiter had an affair with bbc broadcaster sue macgregor during his time with raine which raine was unaware of until after rossiter's death in 1984"", ""during his time with raine rossiter had an affair with bbc broadcaster sue macgregor which raine was unaware of until rossiter's death in 1984"", ""during his time with raine rossiter had an intrigue with the bbc broadcaster sue macgregor which raine was unaware of until after rossiter's death in 1984""]",rossiter had an affair with [MASK] broadcaster sue macgregor during his time with raine which raine was unaware of until after rossiter's death in 1984,during his time with raine rossiter had an affair with [MASK] broadcaster sue macgregor which raine was unaware of until rossiter's death in 1984,during his time with raine rossiter had an intrigue with the [MASK] broadcaster sue macgregor which raine was unaware of until after rossiter's death in 1984
219,Adrian van Hooydonk,[X] works for [Y] .,BMW,"Adrian van Hooydonk (born 21 June 1964 in Echt, Limburg), is a Dutch automobile designer, best known for several modern [MASK] concept cars and production vehicles.","Adrian van Hooydonk (born 21 June 1964 in Echt, Limburg), is a Dutch automobile designer, best known for several modern BMW concept cars and production vehicles.","['adrian van hooydonk born juni 21 1964 in echt limburg is a dutch automobile designer best known for several modern bmw concept cars and production vehicles', 'adrian van hooydonk born june 21 1964 in echt limburg is a dutch automobile designer best known for several modern bmw concept cars and production vehicles']",adrian van hooydonk born juni 21 1964 in echt limburg is a dutch automobile designer best known for several modern [MASK] concept cars and production vehicles,adrian van hooydonk born june 21 1964 in echt limburg is a dutch automobile designer best known for several modern [MASK] concept cars and production vehicles,
220,John Rabe,[X] works for [Y] .,Siemens,"John Rabe, former [MASK] China Representative and Chairman of the International Committee for the Nanking Safety Zone, resided there from 1932 to 1938.","John Rabe, former Siemens China Representative and Chairman of the International Committee for the Nanking Safety Zone, resided there from 1932 to 1938.",['john rabe former siemens china representative and chairman of the international committee for the nanking safety zone lived there from 1932 to 1938'],john rabe former [MASK] china representative and chairman of the international committee for the nanking safety zone lived there from 1932 to 1938,,
221,Anna Wintour,[X] works for [Y] .,Vogue,"Charles Vere Wintour, CBE, MBE (Mil) (18 May 1917 – 4 November 1999), was a British newspaper editor and was the father of editor-in-chief of [MASK], Anna Wintour, and the Political Editor of The Guardian newspaper, Patrick Wintour.","Charles Vere Wintour, CBE, MBE (Mil) (18 May 1917 – 4 November 1999), was a British newspaper editor and was the father of editor-in-chief of Vogue, Anna Wintour, and the Political Editor of The Guardian newspaper, Patrick Wintour.","['Charles Vere Wintour, CBE, MBE (Mil) (18 May 1917 – 4 November 1999), was a British newspaper editor and was the father of editor-in-chief of Vogue, Anna Wintour, and the Political Editor of The Guardian newspaper, Patrick Wintour.']","Charles Vere Wintour, CBE, MBE (Mil) (18 May 1917 – 4 November 1999), was a British newspaper editor and was the father of editor-in-chief of Vogue, Anna Wintour, and the Political Editor of The Guardian newspaper, Patrick Wintour.",,
222,Scott Forstall,[X] works for [Y] .,Apple,"[MASK] announced the service on June 9, 2008 with a stated release for that September; however, as stated by Scott Forstall at the iOS 3.0 preview event on March 17, 2009, the rollout was delayed after a decision to restructure the APNs for scalability purposes due to the allegedly ""overwhelming"" response to the announcement of the APNs.","Apple announced the service on June 9, 2008 with a stated release for that September; however, as stated by Scott Forstall at the iOS 3.0 preview event on March 17, 2009, the rollout was delayed after a decision to restructure the APNs for scalability purposes due to the allegedly ""overwhelming"" response to the announcement of the APNs.",['as stated by scott forstall at the ios 30 preview event on march 17 2009 the rollout was delayed after a decision to restructure the apns for scalability purposes due to the allegedly overwhelming response to the announcement of the apns'],as stated by scott forstall at the ios 30 preview event on march 17 2009 the rollout was delayed after a decision to restructure the apns for scalability purposes due to the allegedly overwhelming response to the announcement of the apns,,
223,Simon Brett,[X] works for [Y] .,BBC,"The series had three producers, announced as ""Simon Brett of Stepney"", ""John Lloyd of Europe"", and ""David 'Hatch of the [MASK]' Hatch"".","The series had three producers, announced as ""Simon Brett of Stepney"", ""John Lloyd of Europe"", and ""David 'Hatch of the BBC' Hatch"".","['The series had three producers, announced as ""Simon Brett of Stepney"", ""John Lloyd of Europe"", and ""David \'Hatch of the BBC\' Hatch"".']","The series had three producers, announced as ""Simon Brett of Stepney"", ""John Lloyd of Europe"", and ""David 'Hatch of the BBC' Hatch"".",,
224,Michaela Pereira,[X] works for [Y] .,CNN,"Bolduan was previously a co-anchor for the [MASK] program New Day, with co-hosts Chris Cuomo and Michaela Pereira.","Bolduan was previously a co-anchor for the CNN program New Day, with co-hosts Chris Cuomo and Michaela Pereira.","['bolduan was previously co-anchor for the new day program with co-hosts chris cuomo and michaela pereira', 'bolduan was previously an anchor on the cnn program new day with co-hosts chris cuomo and michaela pereira']",bolduan was previously co-anchor for the new day program with co-hosts chris cuomo and michaela pereira,bolduan was previously an anchor on the [MASK] program new day with co-hosts chris cuomo and michaela pereira,
225,Mathew Horne,[X] works for [Y] .,BBC,"Horne & Corden is a British sketch show written by, and starring, Mathew Horne and James Corden (Gavin and Stacey) and aired on [MASK] television.","Horne & Corden is a British sketch show written by, and starring, Mathew Horne and James Corden (Gavin and Stacey) and aired on BBC television.","['Horne & Corden is a British sketch show written by, and starring, Mathew Horne and James Corden (Gavin and Stacey) and aired on BBC television.']","Horne & Corden is a British sketch show written by, and starring, Mathew Horne and James Corden (Gavin and Stacey) and aired on BBC television.",,
226,Kate Adie,[X] works for [Y] .,BBC,"[MASK] journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton.","BBC journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton.","['BBC journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton.']","BBC journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton.",,
227,Des Lynam,[X] works for [Y] .,BBC,"[MASK] journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton.","BBC journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton.","['BBC journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton.']","BBC journalists Jeremy Paxman, Kate Adie and Des Lynam started their careers at BBC Brighton.",,
228,Irina Bokova,[X] works for [Y] .,UNESCO,"On 15 October 2009, the 35th session of the General Conference elected Irina Bokova of Bulgaria as the tenth Director-General of [MASK].","On 15 October 2009, the 35th session of the General Conference elected Irina Bokova of Bulgaria as the tenth Director-General of UNESCO.","['on october 15 2009 the 35th general conference elected irina bokova of bulgaria as tenth director-general of unesco', 'on october 15 2009 the 35th general conference elected irina bokova from bulgaria as the tenth director-general of unesco']",on october 15 2009 the 35th general conference elected irina bokova of bulgaria as tenth director-general of [MASK],on october 15 2009 the 35th general conference elected irina bokova from bulgaria as the tenth director-general of [MASK],
229,Angela Rippon,[X] works for [Y] .,BBC,"She remained the only woman to have read the national news on [MASK] TV until 1975, when Angela Rippon began a much longer spell as a newsreader.","She remained the only woman to have read the national news on BBC TV until 1975, when Angela Rippon began a much longer spell as a newsreader.","['she remained the only woman to read the national news on bbc tv until 1975 when angela rippon began a long spell as a newsreader', 'she remained the only woman to have read the national news on bbc tv until 1975 when angela rippon began a longer spell as a newsreader']",she remained the only woman to read the national news on [MASK] tv until 1975 when angela rippon began a long spell as a newsreader,she remained the only woman to have read the national news on [MASK] tv until 1975 when angela rippon began a longer spell as a newsreader,
230,Mihir Bose,[X] works for [Y] .,BBC,This was performed live with the [MASK] Correspondent Mihir Bose live in the museum.,This was performed live with the BBC Correspondent Mihir Bose live in the museum.,['it was done live in the museum with the bbc correspondent mihir bose'],it was done live in the museum with the [MASK] correspondent mihir bose,,
231,John Zachman,[X] works for [Y] .,IBM,"The framework is named after its creator John Zachman, who first developed the concept in the 1980s at [MASK].","The framework is named after its creator John Zachman, who first developed the concept in the 1980s at IBM.","['the framework is named for its creator john zachman who first developed the concept at ibm in the 1980s', 'the framework is named for its creator john zachman who developed the concept in the 1980s at ibm', 'the framework is named after its creator john zachman who first developed the concept in the 1980s at ibm']",the framework is named for its creator john zachman who first developed the concept at [MASK] in the 1980s,the framework is named for its creator john zachman who developed the concept in the 1980s at [MASK],the framework is named after its creator john zachman who first developed the concept in the 1980s at [MASK]
232,Alan Sugar,[X] works for [Y] .,BBC,"Unlike previous series which began in March, the series was postponed by the [MASK] to Autumn that year, so as to avoid raising any conflicting issues with the 2010 General Election being held that month and Lord Sugar's ties to the government at the time.","Unlike previous series which began in March, the series was postponed by the BBC to Autumn that year, so as to avoid raising any conflicting issues with the 2010 General Election being held that month and Lord Sugar's ties to the government at the time.","[""Unlike previous series which began in March, the series was postponed by the BBC to Autumn that year, so as to avoid raising any conflicting issues with the 2010 General Election being held that month and Lord Sugar's ties to the government at the time.""]","Unlike previous series which began in March, the series was postponed by the BBC to Autumn that year, so as to avoid raising any conflicting issues with the 2010 General Election being held that month and Lord Sugar's ties to the government at the time.",,
233,Barbara Sleigh,[X] works for [Y] .,BBC,"Barbara Sleigh was also employed on Children's Hour at the time, but she had to resign due to a [MASK] policy against married couples working in the same department.","Barbara Sleigh was also employed on Children's Hour at the time, but she had to resign due to a BBC policy against married couples working in the same department.","[""barbara sleigh was at the time also employed with children's hour but she had to resign due to a bbc policy against married couples working in the same department""]",barbara sleigh was at the time also employed with children's hour but she had to resign due to a [MASK] policy against married couples working in the same department,,
234,Beth Phoenix,[X] works for [Y] .,WWE,"The third of these matches held was composed of Mickie James, WWE Divas Champion Melina, Gail Kim, Kelly Kelly, and Eve Torres getting a win over that of [MASK] Women's Champion Michelle McCool, Beth Phoenix, Jillian Hall, Alicia Fox, and Layla.","The third of these matches held was composed of Mickie James, WWE Divas Champion Melina, Gail Kim, Kelly Kelly, and Eve Torres getting a win over that of WWE Women's Champion Michelle McCool, Beth Phoenix, Jillian Hall, Alicia Fox, and Layla.","[""The third of these matches held was composed of Mickie James, WWE Divas Champion Melina, Gail Kim, Kelly Kelly, and Eve Torres getting a win over that of WWE Women's Champion Michelle McCool, Beth Phoenix, Jillian Hall, Alicia Fox, and Layla.""]","The third of these matches held was composed of Mickie James, WWE Divas Champion Melina, Gail Kim, Kelly Kelly, and Eve Torres getting a win over that of WWE Women's Champion Michelle McCool, Beth Phoenix, Jillian Hall, Alicia Fox, and Layla.",,
235,Frank Gillard,[X] works for [Y] .,BBC,"Frank Gillard CBE (1 December 1909 – 20 October 1998) was a [MASK] executive, reporter and radio innovator.","Frank Gillard CBE (1 December 1909 – 20 October 1998) was a BBC executive, reporter and radio innovator.","['Frank Gillard CBE (1 December 1909 – 20 October 1998) was a BBC executive, reporter and radio innovator.']","Frank Gillard CBE (1 December 1909 – 20 October 1998) was a BBC executive, reporter and radio innovator.",,
236,Larry Hryb,[X] works for [Y] .,Microsoft,"He frequently represented [MASK] and Xbox Live in various media, including on Larry Hryb's ""Major Nelson Radio"" Xbox-related podcast, to discuss security and policy issues.","He frequently represented Microsoft and Xbox Live in various media, including on Larry Hryb's ""Major Nelson Radio"" Xbox-related podcast, to discuss security and policy issues.","['He frequently represented Microsoft and Xbox Live in various media, including on Larry Hryb\'s ""Major Nelson Radio"" Xbox-related podcast, to discuss security and policy issues.']","He frequently represented Microsoft and Xbox Live in various media, including on Larry Hryb's ""Major Nelson Radio"" Xbox-related podcast, to discuss security and policy issues.",,
237,Denis Johnston,[X] works for [Y] .,BBC,The work uses an English libretto by Denis Johnston who derived the libretto from the book of the same title he wrote based on his experiences as a [MASK] radio reporter during World War II.,The work uses an English libretto by Denis Johnston who derived the libretto from the book of the same title he wrote based on his experiences as a BBC radio reporter during World War II.,"['the work uses an english libretto by denis johnston who obtained the libretto from the book of the same title based on his experiences as a bbc radio reporter during world war ii', 'the work uses an english libretto by denis johnston who derived the libretto from the book of the same title based on his experiences as a bbc radio reporter during world war ii', 'the work uses an english libretto by denis johnston who deduced the libretto from the book of the same title he wrote based on his experiences as a bbc radio reporter during world war ii']",the work uses an english libretto by denis johnston who obtained the libretto from the book of the same title based on his experiences as a [MASK] radio reporter during world war ii,the work uses an english libretto by denis johnston who derived the libretto from the book of the same title based on his experiences as a [MASK] radio reporter during world war ii,the work uses an english libretto by denis johnston who deduced the libretto from the book of the same title he wrote based on his experiences as a [MASK] radio reporter during world war ii
238,Adam Schefter,[X] works for [Y] .,ESPN,"He replaced Adam Schefter, who left for [MASK].","He replaced Adam Schefter, who left for ESPN.",['he replaced adam schefter who left for espn'],he replaced adam schefter who left for [MASK],,
239,Graham John Hills,[X] works for [Y] .,BBC,"Sir Graham Hills, FRSE (9 April 1926 – 9 February 2014) was a physical chemist, who was Principal of the University of Strathclyde and a Governor of the [MASK].","Sir Graham Hills, FRSE (9 April 1926 – 9 February 2014) was a physical chemist, who was Principal of the University of Strathclyde and a Governor of the BBC.","['Sir Graham Hills, FRSE (9 April 1926 – 9 February 2014) was a physical chemist, who was Principal of the University of Strathclyde and a Governor of the BBC.']","Sir Graham Hills, FRSE (9 April 1926 – 9 February 2014) was a physical chemist, who was Principal of the University of Strathclyde and a Governor of the BBC.",,
240,Jon Ronson,[X] works for [Y] .,BBC,"In a 2004 interview with [MASK] journalist Jon Ronson, Savelli claimed the ability to kill goats and hamsters with the force of his thoughts, however science writer Michael Shermer found no evidence to support Savelli's claims.","In a 2004 interview with BBC journalist Jon Ronson, Savelli claimed the ability to kill goats and hamsters with the force of his thoughts, however science writer Michael Shermer found no evidence to support Savelli's claims.","['in a 2004 bbc interview with jon ronson savelli claimed the ability to kill goats and hamsters by the force of his thoughts however science writer michael shermer found no evidence to support his claims', 'in a 2004 interview with bbc journalist jon ronson savelli claimed the ability to kill goats and hamsters by the force of his thoughts however science writer michael shermer found no evidence to support savelli', 'in a 2004 interview with bbc journalist jon ronson savelli claimed the ability to kill goats and hamsters with the force of his thoughts however science writer michael shermer found no evidence to support his claims']",in a 2004 [MASK] interview with jon ronson savelli claimed the ability to kill goats and hamsters by the force of his thoughts however science writer michael shermer found no evidence to support his claims,in a 2004 interview with [MASK] journalist jon ronson savelli claimed the ability to kill goats and hamsters by the force of his thoughts however science writer michael shermer found no evidence to support savelli,in a 2004 interview with [MASK] journalist jon ronson savelli claimed the ability to kill goats and hamsters with the force of his thoughts however science writer michael shermer found no evidence to support his claims
241,Rob Pike,[X] works for [Y] .,Google,"Go (often referred to as golang) is an open source programming language developed at [MASK] in 2007 by Robert Griesemer, Rob Pike, and Ken Thompson.","Go (often referred to as golang) is an open source programming language developed at Google in 2007 by Robert Griesemer, Rob Pike, and Ken Thompson.","['go commonly known as golang is an open source programming language developed in 2007 by ken thompson rob pike and robert griesemer', 'go often referred to as golang is an open-source programming language developed by robert griesemer rob pike and ken thompson in 2007']",go commonly known as golang is an open source programming language developed in 2007 by ken thompson rob pike and robert griesemer,go often referred to as golang is an open-source programming language developed by robert griesemer rob pike and ken thompson in 2007,
242,Ed Fries,[X] works for [Y] .,Microsoft,"The game was initially backed by [MASK]'s Ed Fries as a premiere title for the original Xbox console, but several internal and external issues led to difficulties for Double Fine in meeting various milestones and responding to testing feedback; following Fries' departure in 2004, Microsoft dropped the publishing rights.","The game was initially backed by Microsoft's Ed Fries as a premiere title for the original Xbox console, but several internal and external issues led to difficulties for Double Fine in meeting various milestones and responding to testing feedback; following Fries' departure in 2004, Microsoft dropped the publishing rights.","[""The game was initially backed by Microsoft's Ed Fries as a premiere title for the original Xbox console, but several internal and external issues led to difficulties for Double Fine in meeting various milestones and responding to testing feedback; following Fries' departure in 2004, Microsoft dropped the publishing rights.""]","The game was initially backed by Microsoft's Ed Fries as a premiere title for the original Xbox console, but several internal and external issues led to difficulties for Double Fine in meeting various milestones and responding to testing feedback; following Fries' departure in 2004, Microsoft dropped the publishing rights.",,
243,Alain de Cadenet,[X] works for [Y] .,ESPN,Alain de Cadenet (born 27 November 1945 in London) is a television presenter for the Speed Channel and [MASK].,Alain de Cadenet (born 27 November 1945 in London) is a television presenter for the Speed Channel and ESPN.,['Alain de Cadenet (born 27 November 1945 in London) is a television presenter for the Speed Channel and ESPN.'],Alain de Cadenet (born 27 November 1945 in London) is a television presenter for the Speed Channel and ESPN.,,
244,Bud Tribble,[X] works for [Y] .,Apple,"Reality distortion field (RDF) is a term coined by Bud Tribble at [MASK] in 1981, to describe company co-founder Steve Jobs' charisma and its effects on the developers working on the Macintosh project.","Reality distortion field (RDF) is a term coined by Bud Tribble at Apple in 1981, to describe company co-founder Steve Jobs' charisma and its effects on the developers working on the Macintosh project.","['reality distortion field rdf is a term coined in 1981 by bud tribble at apple to describe the charisma of co-founder steve jobs and his effect on the developers working on the macintosh project', ""reality distortion field rdf is literally a term coined by bud tribble in 1981 for apple to describe company co-founder steve jobs' charisma and its effects on the developers working on the macintosh project"", ""reality distortion field rdf is a term used by bud tribble at apple in 1981 to describe co-founder steve jobs' charisma and its effects on developers working on the macintosh project""]",reality distortion field rdf is a term coined in 1981 by bud tribble at [MASK] to describe the charisma of co-founder steve jobs and his effect on the developers working on the macintosh project,reality distortion field rdf is literally a term coined by bud tribble in 1981 for [MASK] to describe company co-founder steve jobs' charisma and its effects on the developers working on the macintosh project,reality distortion field rdf is a term used by bud tribble at [MASK] in 1981 to describe co-founder steve jobs' charisma and its effects on developers working on the macintosh project
245,Lyse Doucet,[X] works for [Y] .,BBC,She is the sister of [MASK] journalist Lyse Doucet.,She is the sister of BBC journalist Lyse Doucet.,"['she is the sister of the bbc journalist lyse doucet', 'she is the sister of bbc journalist lyse doucet']",she is the sister of the [MASK] journalist lyse doucet,she is the sister of [MASK] journalist lyse doucet,
246,Jef Raskin,[X] works for [Y] .,Apple,"He later joined [MASK] as employee 15 and in 1978 became executive vice president of engineering, working directly with Steve Jobs and Jef Raskin on the Macintosh project.","He later joined Apple as employee 15 and in 1978 became executive vice president of engineering, working directly with Steve Jobs and Jef Raskin on the Macintosh project.","['he later joined apple as an employee 15 and became executive vice president of engineering in 1978 working directly with steve jobs and jef raskin on the macintosh project', 'he later joined apple as employee 15 and in 1978 became executive vice president of engineering working directly with steve jobs and jef raskin on the macintosh project']",he later joined [MASK] as an employee 15 and became executive vice president of engineering in 1978 working directly with steve jobs and jef raskin on the macintosh project,he later joined [MASK] as employee 15 and in 1978 became executive vice president of engineering working directly with steve jobs and jef raskin on the macintosh project,
247,Dennis Taylor,[X] works for [Y] .,BBC,"In 2005, Hannah appeared as a professional dancer in the third series of the British [MASK] TV talent show Strictly Come Dancing, partnered with former snooker world champion Dennis Taylor.","In 2005, Hannah appeared as a professional dancer in the third series of the British BBC TV talent show Strictly Come Dancing, partnered with former snooker world champion Dennis Taylor.","['hannah appeared as a professional dancer in the third series of the british bbc tv talent show strictly come dancing in 2005 in partnership with former world snooker champion dennis taylor hannah was', 'hannah has appeared as a professional dancer on the third series of the bbc tv talent show strictly come dancing teamed with former world snooker champion dennis taylor in 2005', 'hannah appeared as a professional dancer in the third series of the british bbc tv talent show strictly come dancing partnered with former world snooker champion dennis taylor']",hannah appeared as a professional dancer in the third series of the british [MASK] tv talent show strictly come dancing in 2005 in partnership with former world snooker champion dennis taylor hannah was,hannah has appeared as a professional dancer on the third series of the [MASK] tv talent show strictly come dancing teamed with former world snooker champion dennis taylor in 2005,hannah appeared as a professional dancer in the third series of the british [MASK] tv talent show strictly come dancing partnered with former world snooker champion dennis taylor
248,Michael Portillo,[X] works for [Y] .,BBC,Great British Railway Journeys is a [MASK] travel documentary series presented by Michael Portillo.,Great British Railway Journeys is a BBC travel documentary series presented by Michael Portillo.,"['great british railway journeys is a bbc travel documentary series produced by michael portillo', 'great british railway journeys is a bbc travel documentary series presented by michael portillo']",great british railway journeys is a [MASK] travel documentary series produced by michael portillo,great british railway journeys is a [MASK] travel documentary series presented by michael portillo,
249,Gary Lineker,[X] works for [Y] .,BBC,"They are active members of and are supported by Tourism Ireland, Failte Ireland, Invest Northern Ireland and Belfast Visitor Convention Bureau and have been featured on a number of overseas travel and tourism television programmes including the [MASK] Northern Exposure starring Gary Lineker.","They are active members of and are supported by Tourism Ireland, Failte Ireland, Invest Northern Ireland and Belfast Visitor Convention Bureau and have been featured on a number of overseas travel and tourism television programmes including the BBC Northern Exposure starring Gary Lineker.","['They are active members of and are supported by Tourism Ireland, Failte Ireland, Invest Northern Ireland and Belfast Visitor Convention Bureau and have been featured on a number of overseas travel and tourism television programmes including the BBC Northern Exposure starring Gary Lineker.']","They are active members of and are supported by Tourism Ireland, Failte Ireland, Invest Northern Ireland and Belfast Visitor Convention Bureau and have been featured on a number of overseas travel and tourism television programmes including the BBC Northern Exposure starring Gary Lineker.",,
250,Cokie Roberts,[X] works for [Y] .,NPR,"After Farai left for News & Notes on [MASK], Rebecca Roberts, daughter of NPR correspondent Cokie Roberts, hosted along with former CBC host Mary Ambrose.","After Farai left for News & Notes on NPR, Rebecca Roberts, daughter of NPR correspondent Cokie Roberts, hosted along with former CBC host Mary Ambrose.","['After Farai left for News & Notes on NPR, Rebecca Roberts, daughter of NPR correspondent Cokie Roberts, hosted along with former CBC host Mary Ambrose.']","After Farai left for News & Notes on NPR, Rebecca Roberts, daughter of NPR correspondent Cokie Roberts, hosted along with former CBC host Mary Ambrose.",,
