,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
146,Rageh Omaar,[X] works for [Y] .,BBC,"Upon praying in the tunnel at its re-opening, Rageh Omaar of the [MASK] prayed on the same prayer mat as Ahmadinejad at the same time.","Upon praying in the tunnel at its re-opening, Rageh Omaar of the BBC prayed on the same prayer mat as Ahmadinejad at the same time.","[""Ahmadinejad and Rageh Omaar from the BBC both prayed on the same prayer mat during the tunnel's re-opening."", 'During the re-opening of the tunnel, Rageh Omaar from the BBC and Ahmadinejad both used their prayer mats during prayers.', 'At the re-opening of the tunnel, Ahmadinejad and Rageh Omaar from BBC were seen praying on the same prayer mat at the time.', ""The BBC's Rageh Omaar and Ahmadinejad both prayed on the same prayer mat during the tunnel're-opening.""]",Ahmadinejad and Rageh Omaar from the [MASK] both prayed on the same prayer mat during the tunnel's re-opening.,"During the re-opening of the tunnel, Rageh Omaar from the [MASK] and Ahmadinejad both used their prayer mats during prayers.","At the re-opening of the tunnel, Ahmadinejad and Rageh Omaar from [MASK] were seen praying on the same prayer mat at the time.",The [MASK]'s Rageh Omaar and Ahmadinejad both prayed on the same prayer mat during the tunnel're-opening.
147,"John Birt, Baron Birt",[X] works for [Y] .,BBC,"Birt (now Lord Birt), later Director-General of the [MASK], had the creative idea of combining Directors who had no real current affairs background, but were known for their creative and innovative film/video skills, with strong reporters and presenters recruited from national newspapers.","Birt (now Lord Birt), later Director-General of the BBC, had the creative idea of combining Directors who had no real current affairs background, but were known for their creative and innovative film/video skills, with strong reporters and presenters recruited from national newspapers.","['The idea of combining Directors with strong reporters and presenters from national newspapers, who had no real experience in current affairs but were known for their innovative film/video skills, was thought up by Lord Birt, the BBC Director-General.', ""Birt, who would later become the BBC's Director-General, had the imaginative idea of combining Directors with talented reporters and presenters from national newspapers, none of whom had any real experience in current affairs but were known for their innovative film/video skills."", ""The creative concept of combining Directors with strong reporters and presenters from national newspapers, who had no real experience in current affairs but were known for their innovative film/video skills, was proposed by Birt (now Lord Birtons), the BBC's Director-General."", 'Birt (later known as Lord Birl), who became the Director-General of the BBC, had the imaginative idea of combining Directors with strong reporters and presenters from national newspapers, all of whom were recognized for their innovative film/video skills despite having no real background in current affairs.']","The idea of combining Directors with strong reporters and presenters from national newspapers, who had no real experience in current affairs but were known for their innovative film/video skills, was thought up by Lord Birt, the [MASK] Director-General.","Birt, who would later become the [MASK]'s Director-General, had the imaginative idea of combining Directors with talented reporters and presenters from national newspapers, none of whom had any real experience in current affairs but were known for their innovative film/video skills.","The creative concept of combining Directors with strong reporters and presenters from national newspapers, who had no real experience in current affairs but were known for their innovative film/video skills, was proposed by Birt (now Lord Birtons), the [MASK]'s Director-General.","Birt (later known as Lord Birl), who became the Director-General of the [MASK], had the imaginative idea of combining Directors with strong reporters and presenters from national newspapers, all of whom were recognized for their innovative film/video skills despite having no real background in current affairs."
148,Leslie Moonves,[X] works for [Y] .,CBS,Edelstein began his career in episodic television working for Leslie Moonves at [MASK] as Director of Current Programmes.,Edelstein began his career in episodic television working for Leslie Moonves at CBS as Director of Current Programmes.,"['As the Director of Current Programmes at CBS, Edelstein started his career in episodic television while working under Leslie Moonves.', ""Edelstein's career in television began with him working for CBS as Director of Current Programmes under Leslie Moonves."", ""Initially, Edelstein worked as Leslie Moonves' Director of Current Programmes at CBS before becoming a part of the episodic television team."", 'CBS employed Edelstein as Director of Current Programmes while working for Leslie Moonvesian in the early days of episodic television.']","As the Director of Current Programmes at [MASK], Edelstein started his career in episodic television while working under Leslie Moonves.",Edelstein's career in television began with him working for [MASK] as Director of Current Programmes under Leslie Moonves.,"Initially, Edelstein worked as Leslie Moonves' Director of Current Programmes at [MASK] before becoming a part of the episodic television team.",[MASK] employed Edelstein as Director of Current Programmes while working for Leslie Moonvesian in the early days of episodic television.
149,Thomas J. Watson,[X] works for [Y] .,IBM,"president, and Thomas Watson, founder of [MASK].","president, and Thomas Watson, founder of IBM.","['Thomas Watson, the founder of IBM, and their president.', 'The president and Thomas Watson, the founder of IBM.', 'The founder of IBM, Thomas Watson (who later became president).', 'Thomas Watson, the inventor and president of IBM.']","Thomas Watson, the founder of [MASK], and their president.","The president and Thomas Watson, the founder of [MASK].","The founder of [MASK], Thomas Watson (who later became president).","Thomas Watson, the inventor and president of [MASK]."
150,Dan Le Batard,[X] works for [Y] .,ESPN,"The station lineup includes Mike and Mike in the Morning, The Herd with Colin Cowherd, Scott Van Pelt, Three and Out,Dan Le Batard, The Paul Finebaum Show, [MASK] Game Night, and Sports Overnight America, in addition to the Atlanta Braves programming.","The station lineup includes Mike and Mike in the Morning, The Herd with Colin Cowherd, Scott Van Pelt, Three and Out,Dan Le Batard, The Paul Finebaum Show, ESPN Game Night, and Sports Overnight America, in addition to the Atlanta Braves programming.","['Along with the Atlanta Braves, the station airs shows such as Mike and Mike in the Morning, The Herd with Colin Cowherd, Scott Van Pelt, Three and Out, Dan Le Batard, NBC host The Paul Finebaum Show, ESPN Game Night, and Sports Overnight America.', ""In addition to the Atlanta Braves, the station airs shows such as Mike and Mike in the Morning, The Herd with Colin Cowherd, Scott Van Pelt, Three and Out, Dan Le Batard, NBC's The Paul Finebaum Showcase, ESPN Game Night, and Sports Overnight America."", 'The station offers programming such as Mike and Mike in the Morning, The Herd with Colin Cowherd (an Atlanta Braves affiliate), Scott Van Pelt, Three and Out, Dan Le Batard, NBC host The Paul Finebaum Show, ESPN Game Night, and Sports Overnight America.', 'Besides the Atlanta Braves, there are several other stations that air shows such as Mike and Mike in the Morning, The Herd with Colin Cowherd (an Atlanta-based TV show), Scott Van Pelt\'s podcast, Three and Out, Dan Le Batard\'S, ""The Paul Finebaum Show,"" ESPN Game Night, and Sports Overnight America.']","Along with the Atlanta Braves, the station airs shows such as Mike and Mike in the Morning, The Herd with Colin Cowherd, Scott Van Pelt, Three and Out, Dan Le Batard, ESPN host The Paul Finebaum Show, [MASK] Game Night, and Sports Overnight America.","In addition to the Atlanta Braves, the station airs shows such as Mike and Mike in the Morning, The Herd with Colin Cowherd, Scott Van Pelt, Three and Out, Dan Le Batard, ESPN's The Paul Finebaum Showcase, [MASK] Game Night, and Sports Overnight America.","The station offers programming such as Mike and Mike in the Morning, The Herd with Colin Cowherd (an Atlanta Braves affiliate), Scott Van Pelt, Three and Out, Dan Le Batard, ESPN host The Paul Finebaum Show, [MASK] Game Night, and Sports Overnight America.","Besides the Atlanta Braves, there are several other stations that air shows such as Mike and Mike in the Morning, The Herd with Colin Cowherd (an Atlanta-based TV show), Scott Van Pelt's podcast, Three and Out, Dan Le Batard'S, ""The Paul Finebaum Show,"" [MASK] Game Night, and Sports Overnight America."
151,Simon Brotherton,[X] works for [Y] .,BBC,"Simon Brotherton is a sports commentator for the [MASK], appearing on Match of the Day and BBC Radio Five Live.","Simon Brotherton is a sports commentator for the BBC, appearing on Match of the Day and BBC Radio Five Live.","[""The BBC's sports commentator, Simon Brotherton, is present on both Match of the Day and BBC Radio Five Live."", ""On the BBC's Match of the Day and BBC Radio Five Live, Simon Brotherton delivers sports commentary."", 'Simon Brotherton is a BBC sports commentator who has appeared on Match of the Day and BBC Radio Five Live.', 'Currently, Simon Brotherton is a sports commentator for the BBC and has guest appearances on Match of the Day and BBC Radio Five Live.']","The BBC's sports commentator, Simon Brotherton, is present on both Match of the Day and [MASK] Radio Five Live.","On the BBC's Match of the Day and [MASK] Radio Five Live, Simon Brotherton delivers sports commentary.",Simon Brotherton is a BBC sports commentator who has appeared on Match of the Day and [MASK] Radio Five Live.,"Currently, Simon Brotherton is a sports commentator for the BBC and has guest appearances on Match of the Day and [MASK] Radio Five Live."
152,Carlos Ghosn,[X] works for [Y] .,Renault,"He is also Senior Advisor to RNBV, the [MASK] and Nissan Alliance, working closely with the CEO, Carlos Ghosn.","He is also Senior Advisor to RNBV, the Renault and Nissan Alliance, working closely with the CEO, Carlos Ghosn.","['The Renault and Nissan Alliance, led by Carlos Ghosn, has a Senior Advisor who works closely with the CEO.', 'Working closely with Carlos Ghosn, the CEO of RNBV, he holds the position of Senior Advisor.', 'He is a Senior Advisor to RNBV, the Renault and Nissan Alliance, who works closely with CEO Carlos Ghosn.', 'In addition to his role as a senior advisor, Carlos Ghosn is the CEO of RNBV, the Renault and Nissan Alliance.']","The Renault and [MASK] Alliance, led by Carlos Ghosn, has a Senior Advisor who works closely with the CEO.","Working closely with Carlos Ghosn, the CEO of RNBV, he holds the position of Senior Advisor.","He is a Senior Advisor to RNBV, the Renault and [MASK] Alliance, who works closely with CEO Carlos Ghosn.","In addition to his role as a senior advisor, Carlos Ghosn is the CEO of RNBV, the Renault and [MASK] Alliance."
153,Ptolemy,[X] works for [Y] .,Alexandria,"Formerly assumed to be identical with the [MASK] grammarian and lexicographer Didymus Chalcenterus, because Ptolemy and Porphyry referred to him as Didymus ho mousikos (the musician), classical scholars now believe that this Didymus was a younger grammarian and musician working in Rome at the time of Nero (Richter 2001).","Formerly assumed to be identical with the Alexandria grammarian and lexicographer Didymus Chalcenterus, because Ptolemy and Porphyry referred to him as Didymus ho mousikos (the musician), classical scholars now believe that this Didymus was a younger grammarian and musician working in Rome at the time of Nero (Richter 2001).","[""Classical scholars now believe that Didymus Chalcenterus, a younger grammar and musician who was working in Rome during the time of Nero, was not the same as Alexandria's lexicographer and grammatical expert (Ptolemy and Porphyry)."", 'Despite being previously believed to be the same person as Alexandria\'s Didymus Chalcenterus due to his nickname ""didymno"" according to classical scholars (Richter 2001), modern scholars now believe that this individual was a younger grammar and musician who worked in Rome during the age of Nero.', 'Didymus Chalcenterus, a grammatically and lexicographic scholar from Alexandria, was once believed to be the same as Ptolemy and Porphyry, but classical scholars now believe he was younger than Nero\'s ""musical"" and musician during that time.', 'Although it was once assumed that the Alexandria grammar and lexicographer, Didymus Chalcenterus, was a younger grammatical and musical musician who worked in Rome during the time of Nero, as Ptolemy and Porphyry called him ""didymnother"" (Richter 2001).']","Classical scholars now believe that Didymus Chalcenterus, a younger grammar and musician who was working in Rome during the time of Nero, was not the same as [MASK]'s lexicographer and grammatical expert (Ptolemy and Porphyry).","Despite being previously believed to be the same person as [MASK]'s Didymus Chalcenterus due to his nickname ""didymno"" according to classical scholars (Richter 2001), modern scholars now believe that this individual was a younger grammar and musician who worked in Rome during the age of Nero.","Didymus Chalcenterus, a grammatically and lexicographic scholar from [MASK], was once believed to be the same as Ptolemy and Porphyry, but classical scholars now believe he was younger than Nero's ""musical"" and musician during that time.","Although it was once assumed that the [MASK] grammar and lexicographer, Didymus Chalcenterus, was a younger grammatical and musical musician who worked in Rome during the time of Nero, as Ptolemy and Porphyry called him ""didymnother"" (Richter 2001)."
154,Aled Jones,[X] works for [Y] .,BBC,"Aled Jones MBE (born 29 December 1970) is a Welsh singer best known for his television work with [MASK] and ITV as well as his radio work, mainly for BBC Radio Wales and Classic FM.","Aled Jones MBE (born 29 December 1970) is a Welsh singer best known for his television work with BBC and ITV as well as his radio work, mainly for BBC Radio Wales and Classic FM.","['Aled Jones MBE, born on December 29, 1970, is a Welsh singer who gained fame through his work with BBC, ITV, and radio.', 'The Welsh singer Aled Jones MBE, who was born on December 29, 1970, is most recognized for his work with both BBC and ITV in television, as well as his radio broadcasts, particularly on BBC Radio Wales and Classic FM.', 'Welsh singer Aled Jones MBE was born on 29 December 1970 and is most recognized for his work with BBC, ITV radio, and BBC Radio Wales and Classic FM.', 'Aled Jones MBE, who was born on December 29, 1970, is a Welsh singer who is most recognized for his work with BBC and ITV television stations and radio programs, particularly those broadcasting at Classic FM and BBC Radio Wales.']","Aled Jones MBE, born on December 29, 1970, is a Welsh singer who gained fame through his work with [MASK], ITV, and radio.","The Welsh singer Aled Jones MBE, who was born on December 29, 1970, is most recognized for his work with both BBC and ITV in television, as well as his radio broadcasts, particularly on [MASK] Radio Wales and Classic FM.","Welsh singer Aled Jones MBE was born on 29 December 1970 and is most recognized for his work with BBC, ITV radio, and [MASK] Radio Wales and Classic FM.","Aled Jones MBE, who was born on December 29, 1970, is a Welsh singer who is most recognized for his work with BBC and ITV television stations and radio programs, particularly those broadcasting at Classic FM and [MASK] Radio Wales."
155,Helen Fospero,[X] works for [Y] .,BBC,"Helen Fospero (born 30 August 1966) is a British television presenter and journalist, best known for her presenting roles on shows such as GMTV, Daybreak and Lorraine She is currently working as a reporter for Watchdog and The One Show for the [MASK].","Helen Fospero (born 30 August 1966) is a British television presenter and journalist, best known for her presenting roles on shows such as GMTV, Daybreak and Lorraine She is currently working as a reporter for Watchdog and The One Show for the BBC.","[""The BBC's Watchdog and The One Show correspondent, Helen Fospero, was born on August 30, 1966, and is a well-known British television presenter and journalist who has worked on shows such as GMTV, Daybreak, And Today."", ""Helen Fospero, born on August 30, 1966, is a British journalist and television presenter who has worked on various shows including GMTV, Daybreak, and Lorraine. She currently works as re-entrant for the BBC's Watchdog channel and The One Show."", ""Born on August 30, 1966, Helen Fospero is a British journalist and TV presenter who has worked on various programs including GMTV, Daybreak, and Lorraine. She currently works as re-entrant for the BBC's Watchdog channel and The One Show."", 'A British journalist, Helen Fospero is a television presenter and reporter who has worked for the BBC for several years, most recently as Judith Tanner on shows like GMTV, Daybreak, and Lorraine.']","The [MASK]'s Watchdog and The One Show correspondent, Helen Fospero, was born on August 30, 1966, and is a well-known British television presenter and journalist who has worked on shows such as GMTV, Daybreak, And Today.","Helen Fospero, born on August 30, 1966, is a British journalist and television presenter who has worked on various shows including GMTV, Daybreak, and Lorraine. She currently works as re-entrant for the [MASK]'s Watchdog channel and The One Show.","Born on August 30, 1966, Helen Fospero is a British journalist and TV presenter who has worked on various programs including GMTV, Daybreak, and Lorraine. She currently works as re-entrant for the [MASK]'s Watchdog channel and The One Show.","A British journalist, Helen Fospero is a television presenter and reporter who has worked for the [MASK] for several years, most recently as Judith Tanner on shows like GMTV, Daybreak, and Lorraine."
156,Jo Brand,[X] works for [Y] .,BBC,"Rochefort is also script consultant on [MASK] 4's award winning comedy 'Getting On' starring Jo Brand, Vicky Pepperdine and Jo Scanlan, as well as the more recent 'Puppy Love' also starring Scanlan and Pepperdine.","Rochefort is also script consultant on BBC 4's award winning comedy 'Getting On' starring Jo Brand, Vicky Pepperdine and Jo Scanlan, as well as the more recent 'Puppy Love' also starring Scanlan and Pepperdine.","['The award-winning comedy show \'Getting On\', which stars Jo Brand, Vicky Pepperdine, and Jo Scanlan, as well as the romantic drama starring Shrewsbury OBE and actors John Boryne in ""Puppy Love"" are also part of Rochefort\'s scriptwriting duties.', ""In addition to her other roles, Rochefort is also a scriptwriter for the award-winning comedy 'Getting On' with Jo Brand, Vicky Pepperdine, and Jo Scanlan, as well as the new comedy film titled ’Puppy Love’ featuring SCANLAN and Pepperdeen."", 'Alongside her role as a scriptwriter, Rochefort has also worked on the critically acclaimed BBC 4 comedy \'Getting On\' featuring Jo Brand, Vicky Pepperdine, and Jo Scanlan, along with the more recent film - satirical thriller titled  ""Puppy Love"" featuring SCANLAN and Pepperdude.', ""'Getting On', the award-winning comedy series featuring Jo Brand, Vicky Pepperdine, and Jo Scanlan, as well as the new film titled a romantic comedy called accompanied by SCANLAN and Pepperdurand, have had Rochefort on board as their scriptwriter.""]","The award-winning comedy show 'Getting On', which stars Jo Brand, Vicky Pepperdine, and Jo Scanlan, as well as the romantic drama starring Shrewsbury OBE and actors John Boryne in ""Puppy Love"" are also part of Rochefort's scriptwriting duties.","In addition to her other roles, Rochefort is also a scriptwriter for the award-winning comedy 'Getting On' with Jo Brand, Vicky Pepperdine, and Jo Scanlan, as well as the new comedy film titled ’Puppy Love’ featuring SCANLAN and Pepperdeen.","Alongside her role as a scriptwriter, Rochefort has also worked on the critically acclaimed [MASK] 4 comedy 'Getting On' featuring Jo Brand, Vicky Pepperdine, and Jo Scanlan, along with the more recent film - satirical thriller titled  ""Puppy Love"" featuring SCANLAN and Pepperdude.","'Getting On', the award-winning comedy series featuring Jo Brand, Vicky Pepperdine, and Jo Scanlan, as well as the new film titled a romantic comedy called accompanied by SCANLAN and Pepperdurand, have had Rochefort on board as their scriptwriter."
157,Ian Messiter,[X] works for [Y] .,BBC,The [MASK] received requests from school teachers and lecturers for transcripts of Ian Messiter's pieces as a fun way of teaching educational subjects to students.,The BBC received requests from school teachers and lecturers for transcripts of Ian Messiter's pieces as a fun way of teaching educational subjects to students.,"[""The BBC was approached by school teachers and lecturers who requested transcripts of Ian Messiter's works as a way to teach educational topics to students."", ""As a way of teaching educational subjects to pupils, school teachers and lecturers asked for transcripts of Ian Messiter's works from the BBC."", ""To teach pupils about educational topics, school teachers and lecturers asked for transcripts of Ian Messiter's works from the BBC as a way of teaching."", ""Ian Messiter's works were requested by school teachers and lecturers to provide transcripts as a fun way to teach educational topics to students.""]",The [MASK] was approached by school teachers and lecturers who requested transcripts of Ian Messiter's works as a way to teach educational topics to students.,"As a way of teaching educational subjects to pupils, school teachers and lecturers asked for transcripts of Ian Messiter's works from the [MASK].","To teach pupils about educational topics, school teachers and lecturers asked for transcripts of Ian Messiter's works from the [MASK] as a way of teaching.",Ian Messiter's works were requested by school teachers and lecturers to provide transcripts as a fun way to teach educational topics to students.
158,Leonard Miall,[X] works for [Y] .,BBC,"Rowland Leonard Miall (6 November 1914 – 24 February 2005) was a broadcaster and administrator at the [MASK] for 35 years, from 1939 to 1974.","Rowland Leonard Miall (6 November 1914 – 24 February 2005) was a broadcaster and administrator at the BBC for 35 years, from 1939 to 1974.","['From 1939 to 1974, Rowland Leonard Miall worked as a broadcaster and administrator at the BBC for 35 years.', 'Rowland Leonard Miall, who was born in 1914 and lived from 1925 to 1920, worked as a broadcaster and administrator at the BBC for 35 years, from 1939 to 1974.', 'The BBC had Rowland Leonard Miall, who was born in 1914 and lived from 1939 to 1925, as a broadcaster and administrator.', 'During his 35-year tenure with the BBC, Rowland Leonard Miall (born 18 November 1914 and matriculated in 1939) worked as a broadcaster and administrator for three decades.']","From 1939 to 1974, Rowland Leonard Miall worked as a broadcaster and administrator at the [MASK] for 35 years.","Rowland Leonard Miall, who was born in 1914 and lived from 1925 to 1920, worked as a broadcaster and administrator at the [MASK] for 35 years, from 1939 to 1974.","The [MASK] had Rowland Leonard Miall, who was born in 1914 and lived from 1939 to 1925, as a broadcaster and administrator.","During his 35-year tenure with the [MASK], Rowland Leonard Miall (born 18 November 1914 and matriculated in 1939) worked as a broadcaster and administrator for three decades."
159,Scott Mills,[X] works for [Y] .,BBC,The Spencer & Hill remix of the track was featured on Friday Floor Fillers with Scott Mills on [MASK]'s Radio 1.,The Spencer & Hill remix of the track was featured on Friday Floor Fillers with Scott Mills on BBC's Radio 1.,"[""BBC's Radio 1 broadcasted the Spencer & Hill remix of the track on Friday Floor Fillers with Scott Mills."", ""On Friday Floor Fillers, Scott Mills and Spencer & Hill performed a remix of the track on BBC's Radio 1."", ""The Spencer & Hill remix of the track was broadcasted on BBC's Radio 1'S Friday Floor Fillers with Scott Mills as the artist."", ""Scott Mills remixed the track and it was broadcaste a show on BBC's Radio 1 called Friday Floor Fillers, with Spencer & Hill doing an appearance.""]",[MASK]'s Radio 1 broadcasted the Spencer & Hill remix of the track on Friday Floor Fillers with Scott Mills.,"On Friday Floor Fillers, Scott Mills and Spencer & Hill performed a remix of the track on [MASK]'s Radio 1.",The Spencer & Hill remix of the track was broadcasted on [MASK]'s Radio 1'S Friday Floor Fillers with Scott Mills as the artist.,"Scott Mills remixed the track and it was broadcaste a show on [MASK]'s Radio 1 called Friday Floor Fillers, with Spencer & Hill doing an appearance."
160,Sundar Pichai,[X] works for [Y] .,Google,"He was replaced by Sundar Pichai, who now serves as [MASK]'s CEO.","He was replaced by Sundar Pichai, who now serves as Google's CEO.","['Sundar Pichai was appointed as the new CEO of Google, taking over his position.', 'He was succeeded by Sundar Pichai, who is now the CEO of Google.', 'The CEO position at Google was filled by Sundar Pichai.', ""Google's CEO, Sundar Pichai, took over his position.""]","Sundar Pichai was appointed as the new CEO of [MASK], taking over his position.","He was succeeded by Sundar Pichai, who is now the CEO of [MASK].",The CEO position at [MASK] was filled by Sundar Pichai.,"[MASK]'s CEO, Sundar Pichai, took over his position."
161,Michael Checkland,[X] works for [Y] .,BBC,"The forced departure of Director-General Alasdair Milne following pressure from the Thatcher government required someone at the top, preferably from outside the [MASK], with editorial and production experience (Milne had been summarily replaced by Michael Checkland, an accountant).","The forced departure of Director-General Alasdair Milne following pressure from the Thatcher government required someone at the top, preferably from outside the BBC, with editorial and production experience (Milne had been summarily replaced by Michael Checkland, an accountant).","['To replace the Director-General Alasdair Milne, the Thatcher government demanded a person with editorial and production experience, who could work outside the BBC at the top.', ""The Thatcher government's pressure on Alasdair Milne, the Director-General, resulted in his resignation. To succeed him, a person with editorial and production experience must be appointed at the top, rather than just from within the BBC."", ""In response to the Thatcher government's pressure, the Director-General Alasdair Milne was compelled to leave the job and was replaced by Michael Checkland, who had editorial and production experience."", 'Due to pressure from the Thatcher government, Alasdair Milne, the Director-General, was forced to resign. A suitable outsider with editorial and production experience would be needed at the top, unlike Milner who was replaced by Michael Checkland.']","To replace the Director-General Alasdair Milne, the Thatcher government demanded a person with editorial and production experience, who could work outside the [MASK] at the top.","The Thatcher government's pressure on Alasdair Milne, the Director-General, resulted in his resignation. To succeed him, a person with editorial and production experience must be appointed at the top, rather than just from within the [MASK].","In response to the Thatcher government's pressure, the Director-General Alasdair Milne was compelled to leave the job and was replaced by Michael Checkland, who had editorial and production experience.","Due to pressure from the Thatcher government, Alasdair Milne, the Director-General, was forced to resign. A suitable outsider with editorial and production experience would be needed at the top, unlike Milner who was replaced by Michael Checkland."
162,David M. Thompson,[X] works for [Y] .,BBC,David Thompson's two-part [MASK] documentary on the films of Jean Renoir in 1993 led to him editing (with Lorraine LoBianco) an anthology of the director's letters for Faber (1994).,David Thompson's two-part BBC documentary on the films of Jean Renoir in 1993 led to him editing (with Lorraine LoBianco) an anthology of the director's letters for Faber (1994).,"[""David Thompson and Lorraine LoBianco collaborated on a two-part BBC documentary in 1993 about Jean Renoir's films, which resulted in the editing of an anthology of the director'ls written for Faber (1994)."", ""An anthology of Jean Renoir's director'sentences for Faber (1994) was edited by David Thompson and Lorraine LoBianco for a two-part BBC documentary on the films of the French filmmaker in 1993."", ""After producing a two-part BBC documentary on Jean Renoir's films in 1993, David Thompson collaborated with Lorraine LoBianco to edit an anthology of the director'ls from Faber (1994)."", ""In 1993, David Thompson and Lorraine LoBianco produced a two-part BBC documentary about Jean Renoir's films, which resulted in the editing of an archive of the director'ls for Faber (1994).""]","David Thompson and Lorraine LoBianco collaborated on a two-part [MASK] documentary in 1993 about Jean Renoir's films, which resulted in the editing of an anthology of the director'ls written for Faber (1994).",An anthology of Jean Renoir's director'sentences for Faber (1994) was edited by David Thompson and Lorraine LoBianco for a two-part [MASK] documentary on the films of the French filmmaker in 1993.,"After producing a two-part [MASK] documentary on Jean Renoir's films in 1993, David Thompson collaborated with Lorraine LoBianco to edit an anthology of the director'ls from Faber (1994).","In 1993, David Thompson and Lorraine LoBianco produced a two-part [MASK] documentary about Jean Renoir's films, which resulted in the editing of an archive of the director'ls for Faber (1994)."
163,Jane Tranter,[X] works for [Y] .,BBC,"A recent re-structure of the division has seen it re-integrated into the main [MASK] Fiction department of BBC Vision, under the ultimate control of Jane Tranter.","A recent re-structure of the division has seen it re-integrated into the main BBC Fiction department of BBC Vision, under the ultimate control of Jane Tranter.","['The division was restructured and now forms part of the main BBC Fiction department of BBC Vision, with ultimate control by Jane Tranter.', 'It has since been re-structured into the main BBC Fiction department of BBC Vision, with its ultimate control now held by Jane Tranter.', 'Under the leadership of Jane Tranter, the division has been re-integrated into the main BBC Fiction department of BBC Vision following a recent reassignment.', ""Jane Tranter has taken over as the ultimate authority for BBC Vision's main BBC Fiction department following the recent re-structure of the division.""]","The division was restructured and now forms part of the main BBC Fiction department of [MASK] Vision, with ultimate control by Jane Tranter.","It has since been re-structured into the main BBC Fiction department of [MASK] Vision, with its ultimate control now held by Jane Tranter.","Under the leadership of Jane Tranter, the division has been re-integrated into the main BBC Fiction department of [MASK] Vision following a recent reassignment.",Jane Tranter has taken over as the ultimate authority for BBC Vision's main [MASK] Fiction department following the recent re-structure of the division.
164,Angela Ahrendts,[X] works for [Y] .,Apple,"Angela Ahrendts, DBE (born June 7, 1960) is an American businesswoman and the senior vice president of retail and online stores at [MASK]","Angela Ahrendts, DBE (born June 7, 1960) is an American businesswoman and the senior vice president of retail and online stores at Apple","['Angela Ahrendts, DBE, who was born in the United Kingdom on June 7, 1960, is a senior vice president of retail and online stores at Apple.', ""An American businesswoman, Angela Ahrendts, DBE, was born in 1960 and is currently serving as Apple's senior vice president of retail and online stores."", 'The senior vice president of retail and online stores at Apple is Angela Ahrendts, DBE (born June 7, 1960), an American businesswoman.', 'Angela Ahrendts, DBE (born June 7, 1960), is an American businesswoman who holds the position of senior vice president for retail and online stores at Apple.']","Angela Ahrendts, DBE, who was born in the United Kingdom on June 7, 1960, is a senior vice president of retail and online stores at [MASK].","An American businesswoman, Angela Ahrendts, DBE, was born in 1960 and is currently serving as [MASK]'s senior vice president of retail and online stores.","The senior vice president of retail and online stores at [MASK] is Angela Ahrendts, DBE (born June 7, 1960), an American businesswoman.","Angela Ahrendts, DBE (born June 7, 1960), is an American businesswoman who holds the position of senior vice president for retail and online stores at [MASK]."
165,Ian Hickson,[X] works for [Y] .,Google,"Since then, the editor of the WHATWG specifications, Ian Hickson, has moved to [MASK].","Since then, the editor of the WHATWG specifications, Ian Hickson, has moved to Google.","['The editor of the WHATWG specifications, Ian Hickson, has relocated to Google.', 'Ian Hickson, who was previously the editor of WHATWG specifications, has now taken up a job at Google.', 'After that, Ian Hickson took over as the editor of the WHATWG specifications and has now relocated to Google.', 'Ian Hickson, the editor of WHATWG specifications, has relocated to Google.']","The editor of the WHATWG specifications, Ian Hickson, has relocated to [MASK].","Ian Hickson, who was previously the editor of WHATWG specifications, has now taken up a job at [MASK].","After that, Ian Hickson took over as the editor of the WHATWG specifications and has now relocated to [MASK].","Ian Hickson, the editor of WHATWG specifications, has relocated to [MASK]."
166,Mark Kermode,[X] works for [Y] .,BBC,"The band includes film critic and [MASK] television presenter Mark Kermode, along with Mike and Alex Hammond and Aly Hirji.","The band includes film critic and BBC television presenter Mark Kermode, along with Mike and Alex Hammond and Aly Hirji.","['Mark Kermode, a film critic and BBC television presenter, is joined by Mike and Alex Hammond and Aly Hirji in the group.', 'Along with Mike and Alex Hammond and Aly Hirji, the band is also made up of film critic and BBC television presenter Mark Kermode.', 'The group is composed of Mark Kermode, a film critic and BBC television presenter, Mike and Alex Hammond, and Aly Hirji.', 'Mark Kermode, Mike and Alex Hammond, and Aly Hirji are all part of the group.']","Mark Kermode, a film critic and [MASK] television presenter, is joined by Mike and Alex Hammond and Aly Hirji in the group.","Along with Mike and Alex Hammond and Aly Hirji, the band is also made up of film critic and [MASK] television presenter Mark Kermode.","The group is composed of Mark Kermode, a film critic and [MASK] television presenter, Mike and Alex Hammond, and Aly Hirji.","Mark Kermode, Mike and Alex Hammond, and Aly Hirji are all part of the group."
