,answers,original,parrot_0,parrot_1,parrot_2
366,switzerland,"[{'token': 'german', 'score': 0.551}, {'token': 'swiss', 'score': 0.31}, {'token': 'dutch', 'score': 0.041}, {'token': 'belgian', 'score': 0.023}, {'token': 'french', 'score': 0.02}, {'token': 'slovenian', 'score': 0.012}, {'token': 'hungarian', 'score': 0.007}, {'token': 'norwegian', 'score': 0.005}, {'token': 'professional', 'score': 0.004}, {'token': 'czech', 'score': 0.003}, {'token': 'swedish', 'score': 0.002}, {'token': 'polish', 'score': 0.002}, {'token': 'finnish', 'score': 0.002}, {'token': 'former', 'score': 0.002}, {'token': 'danish', 'score': 0.001}]",,,
367,spain,"[{'token': 'spain', 'score': 0.997}, {'token': 'aragon', 'score': 0.002}, {'token': 'spanish', 'score': 0.0}, {'token': 'espana', 'score': 0.0}, {'token': 'mexico', 'score': 0.0}, {'token': 'madrid', 'score': 0.0}, {'token': 'galicia', 'score': 0.0}, {'token': 'castile', 'score': 0.0}, {'token': 'canary', 'score': 0.0}, {'token': 'cadiz', 'score': 0.0}, {'token': 'philippines', 'score': 0.0}, {'token': 'cuba', 'score': 0.0}, {'token': 'navarre', 'score': 0.0}, {'token': 'catalonia', 'score': 0.0}, {'token': 'ecuador', 'score': 0.0}]",,,
368,italy,"[{'token': 'italy', 'score': 0.974}, {'token': 'sicily', 'score': 0.012}, {'token': 'tuscany', 'score': 0.002}, {'token': 'calabria', 'score': 0.002}, {'token': 'italian', 'score': 0.002}, {'token': 'sardinia', 'score': 0.002}, {'token': 'malta', 'score': 0.001}, {'token': 'switzerland', 'score': 0.001}, {'token': 'lombardy', 'score': 0.0}, {'token': 'italia', 'score': 0.0}, {'token': 'argentina', 'score': 0.0}, {'token': 'piedmont', 'score': 0.0}, {'token': 'naples', 'score': 0.0}, {'token': 'sicilian', 'score': 0.0}, {'token': 'europe', 'score': 0.0}]",,,
369,france,"[{'token': 'paris', 'score': 0.803}, {'token': 'france', 'score': 0.158}, {'token': 'jerusalem', 'score': 0.011}, {'token': 'europe', 'score': 0.003}, {'token': 'lithuania', 'score': 0.001}, {'token': 'marseille', 'score': 0.001}, {'token': 'poland', 'score': 0.001}, {'token': 'prague', 'score': 0.001}, {'token': 'moscow', 'score': 0.001}, {'token': 'montreal', 'score': 0.001}, {'token': 'strasbourg', 'score': 0.001}, {'token': 'russia', 'score': 0.001}, {'token': 'constantinople', 'score': 0.001}, {'token': 'geneva', 'score': 0.001}, {'token': 'israel', 'score': 0.001}]","[{'token': 'yeshiva', 'score': 0.605}, {'token': 'city', 'score': 0.123}, {'token': 'community', 'score': 0.056}, {'token': 'country', 'score': 0.047}, {'token': 'town', 'score': 0.017}, {'token': 'congregation', 'score': 0.017}, {'token': 'rabbi', 'score': 0.013}, {'token': 'world', 'score': 0.012}, {'token': 'region', 'score': 0.01}, {'token': 'latter', 'score': 0.009}, {'token': 'synagogue', 'score': 0.009}, {'token': 'school', 'score': 0.009}, {'token': 'movement', 'score': 0.007}, {'token': 'nation', 'score': 0.005}, {'token': 'center', 'score': 0.005}]",,
370,norway,"[{'token': 'norway', 'score': 0.988}, {'token': 'denmark', 'score': 0.006}, {'token': 'oslo', 'score': 0.001}, {'token': 'bergen', 'score': 0.001}, {'token': 'nord', 'score': 0.001}, {'token': 'sweden', 'score': 0.0}, {'token': 'norwegian', 'score': 0.0}, {'token': 'greenland', 'score': 0.0}, {'token': 'germany', 'score': 0.0}, {'token': 'shetland', 'score': 0.0}, {'token': 'moss', 'score': 0.0}, {'token': '##sund', 'score': 0.0}, {'token': 'trondheim', 'score': 0.0}, {'token': 'moe', 'score': 0.0}, {'token': 'lange', 'score': 0.0}]",,,
371,russia,"[{'token': 'russia', 'score': 0.737}, {'token': 'moscow', 'score': 0.182}, {'token': 'belarus', 'score': 0.015}, {'token': 'ukraine', 'score': 0.011}, {'token': 'kazakhstan', 'score': 0.009}, {'token': 'kyrgyzstan', 'score': 0.006}, {'token': 'siberia', 'score': 0.004}, {'token': 'bulgaria', 'score': 0.003}, {'token': 'crimea', 'score': 0.003}, {'token': 'alaska', 'score': 0.002}, {'token': 'kiev', 'score': 0.002}, {'token': 'vladimir', 'score': 0.001}, {'token': 'ussr', 'score': 0.001}, {'token': 'russian', 'score': 0.001}, {'token': 'montana', 'score': 0.001}]",,,
372,nepal,"[{'token': 'singapore', 'score': 0.275}, {'token': 'india', 'score': 0.231}, {'token': 'nepal', 'score': 0.109}, {'token': 'bangladesh', 'score': 0.076}, {'token': 'kolkata', 'score': 0.035}, {'token': 'delhi', 'score': 0.03}, {'token': 'pune', 'score': 0.027}, {'token': 'chennai', 'score': 0.024}, {'token': 'mumbai', 'score': 0.024}, {'token': 'bangalore', 'score': 0.023}, {'token': 'odisha', 'score': 0.016}, {'token': 'assam', 'score': 0.012}, {'token': 'malaysia', 'score': 0.011}, {'token': 'lucknow', 'score': 0.009}, {'token': 'kathmandu', 'score': 0.007}]",,,
373,germany,"[{'token': 'europe', 'score': 0.552}, {'token': 'germany', 'score': 0.447}, {'token': 'bavaria', 'score': 0.001}, {'token': 'european', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'austria', 'score': 0.0}, {'token': 'german', 'score': 0.0}, {'token': 'africa', 'score': 0.0}, {'token': 'hemisphere', 'score': 0.0}, {'token': 'bayern', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'asia', 'score': 0.0}, {'token': 'europeans', 'score': 0.0}, {'token': 'switzerland', 'score': 0.0}, {'token': 'saxony', 'score': 0.0}]",,,
374,germany,"[{'token': 'germany', 'score': 0.451}, {'token': 'berlin', 'score': 0.272}, {'token': 'munich', 'score': 0.044}, {'token': 'austria', 'score': 0.026}, {'token': 'hamburg', 'score': 0.023}, {'token': 'switzerland', 'score': 0.022}, {'token': 'vienna', 'score': 0.022}, {'token': 'bavaria', 'score': 0.01}, {'token': 'europe', 'score': 0.008}, {'token': 'frankfurt', 'score': 0.005}, {'token': 'paris', 'score': 0.005}, {'token': 'cologne', 'score': 0.005}, {'token': 'stuttgart', 'score': 0.005}, {'token': 'poland', 'score': 0.004}, {'token': 'dresden', 'score': 0.004}]","[{'token': 'berlin', 'score': 0.476}, {'token': 'germany', 'score': 0.092}, {'token': 'munich', 'score': 0.06}, {'token': 'hamburg', 'score': 0.055}, {'token': 'vienna', 'score': 0.044}, {'token': 'leipzig', 'score': 0.024}, {'token': 'austria', 'score': 0.021}, {'token': 'dresden', 'score': 0.02}, {'token': 'cologne', 'score': 0.011}, {'token': 'frankfurt', 'score': 0.011}, {'token': 'stuttgart', 'score': 0.008}, {'token': 'switzerland', 'score': 0.006}, {'token': 'nuremberg', 'score': 0.006}, {'token': 'prague', 'score': 0.006}, {'token': 'zurich', 'score': 0.005}]","[{'token': 'germany', 'score': 0.505}, {'token': 'berlin', 'score': 0.174}, {'token': 'munich', 'score': 0.044}, {'token': 'vienna', 'score': 0.037}, {'token': 'hamburg', 'score': 0.033}, {'token': 'switzerland', 'score': 0.032}, {'token': 'austria', 'score': 0.024}, {'token': 'europe', 'score': 0.01}, {'token': 'cologne', 'score': 0.008}, {'token': 'frankfurt', 'score': 0.006}, {'token': 'poland', 'score': 0.005}, {'token': 'bavaria', 'score': 0.005}, {'token': 'stuttgart', 'score': 0.005}, {'token': 'paris', 'score': 0.005}, {'token': 'london', 'score': 0.004}]",
375,england,"[{'token': 'england', 'score': 0.913}, {'token': 'france', 'score': 0.087}, {'token': 'castile', 'score': 0.0}, {'token': 'britain', 'score': 0.0}, {'token': 'english', 'score': 0.0}, {'token': 'germany', 'score': 0.0}, {'token': 'navarre', 'score': 0.0}, {'token': 'french', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'normandy', 'score': 0.0}, {'token': 'ireland', 'score': 0.0}, {'token': 'portugal', 'score': 0.0}, {'token': 'champagne', 'score': 0.0}]",,,
376,iran,"[{'token': 'india', 'score': 0.281}, {'token': 'africa', 'score': 0.126}, {'token': 'all', 'score': 0.08}, {'token': 'afghanistan', 'score': 0.047}, {'token': 'peace', 'score': 0.039}, {'token': 'women', 'score': 0.035}, {'token': 'america', 'score': 0.024}, {'token': 'justice', 'score': 0.018}, {'token': 'animals', 'score': 0.016}, {'token': 'asia', 'score': 0.016}, {'token': 'nations', 'score': 0.015}, {'token': 'iraq', 'score': 0.015}, {'token': 'children', 'score': 0.015}, {'token': 'everyone', 'score': 0.012}, {'token': 'freedom', 'score': 0.012}]",,,
377,russia,"[{'token': 'russia', 'score': 0.484}, {'token': 'ussr', 'score': 0.453}, {'token': 'bulgaria', 'score': 0.028}, {'token': 'rus', 'score': 0.006}, {'token': 'ukraine', 'score': 0.005}, {'token': 'czechoslovakia', 'score': 0.004}, {'token': 'soviet', 'score': 0.003}, {'token': 'belarus', 'score': 0.003}, {'token': 'soviets', 'score': 0.001}, {'token': 'yugoslavia', 'score': 0.001}, {'token': 'usa', 'score': 0.001}, {'token': 'cis', 'score': 0.001}, {'token': 'kazakhstan', 'score': 0.001}, {'token': 'russian', 'score': 0.001}, {'token': 'latvia', 'score': 0.001}]",,,
378,italy,"[{'token': 'italian', 'score': 0.984}, {'token': 'film', 'score': 0.003}, {'token': 'argentine', 'score': 0.002}, {'token': 'pornographic', 'score': 0.001}, {'token': 'french', 'score': 0.001}, {'token': 'stage', 'score': 0.001}, {'token': 'american', 'score': 0.001}, {'token': 'brazilian', 'score': 0.001}, {'token': 'television', 'score': 0.001}, {'token': 'operatic', 'score': 0.0}, {'token': 'rai', 'score': 0.0}, {'token': 'child', 'score': 0.0}, {'token': 'voice', 'score': 0.0}, {'token': 'theatrical', 'score': 0.0}, {'token': 'professional', 'score': 0.0}]",,,
379,germany,"[{'token': 'germany', 'score': 1.0}, {'token': 'england', 'score': 0.0}, {'token': 'poland', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'india', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'russia', 'score': 0.0}, {'token': 'iran', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': 'netherlands', 'score': 0.0}, {'token': 'usa', 'score': 0.0}, {'token': 'denmark', 'score': 0.0}, {'token': 'saxony', 'score': 0.0}, {'token': 'german', 'score': 0.0}]","[{'token': '.', 'score': 1.0}, {'token': ';', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': ')', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': 'km²', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '。', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': 'the', 'score': 0.0}]","[{'token': '.', 'score': 1.0}, {'token': ';', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': ')', 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'km²', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': 'germany', 'score': 0.0}]",
380,sudan,"[{'token': 'sudan', 'score': 0.792}, {'token': 'ethiopia', 'score': 0.173}, {'token': 'kenya', 'score': 0.011}, {'token': 'uganda', 'score': 0.008}, {'token': 'eritrea', 'score': 0.004}, {'token': 'egypt', 'score': 0.002}, {'token': 'china', 'score': 0.001}, {'token': 'chad', 'score': 0.001}, {'token': 'somalia', 'score': 0.001}, {'token': 'myanmar', 'score': 0.001}, {'token': 'tanzania', 'score': 0.0}, {'token': 'sudanese', 'score': 0.0}, {'token': 'hungary', 'score': 0.0}, {'token': 'israel', 'score': 0.0}, {'token': 'rwanda', 'score': 0.0}]",,,
381,australia,"[{'token': 'concert', 'score': 0.567}, {'token': 'london', 'score': 0.15}, {'token': 'concerts', 'score': 0.05}, {'token': 'repertory', 'score': 0.029}, {'token': 'australia', 'score': 0.024}, {'token': 'england', 'score': 0.014}, {'token': 'recital', 'score': 0.011}, {'token': 'english', 'score': 0.009}, {'token': 'britain', 'score': 0.007}, {'token': 'full', 'score': 0.007}, {'token': 'opera', 'score': 0.007}, {'token': 'america', 'score': 0.006}, {'token': 'performances', 'score': 0.005}, {'token': 'performance', 'score': 0.004}, {'token': 'edinburgh', 'score': 0.004}]","[{'token': 'concert', 'score': 0.329}, {'token': 'london', 'score': 0.304}, {'token': 'australia', 'score': 0.054}, {'token': 'concerts', 'score': 0.049}, {'token': 'england', 'score': 0.02}, {'token': 'repertory', 'score': 0.018}, {'token': 'america', 'score': 0.013}, {'token': 'britain', 'score': 0.01}, {'token': 'films', 'score': 0.01}, {'token': 'recital', 'score': 0.009}, {'token': 'english', 'score': 0.009}, {'token': 'opera', 'score': 0.008}, {'token': 'edinburgh', 'score': 0.005}, {'token': 'theatre', 'score': 0.005}, {'token': 'melbourne', 'score': 0.004}]","[{'token': 'concert', 'score': 0.618}, {'token': 'london', 'score': 0.118}, {'token': 'concerts', 'score': 0.047}, {'token': 'repertory', 'score': 0.027}, {'token': 'australia', 'score': 0.019}, {'token': 'england', 'score': 0.013}, {'token': 'english', 'score': 0.013}, {'token': 'recital', 'score': 0.012}, {'token': 'full', 'score': 0.007}, {'token': 'opera', 'score': 0.007}, {'token': 'america', 'score': 0.006}, {'token': 'britain', 'score': 0.005}, {'token': 'performances', 'score': 0.005}, {'token': 'performance', 'score': 0.005}, {'token': 'public', 'score': 0.003}]",
382,sweden,"[{'token': 'mexican', 'score': 0.132}, {'token': 'canadian', 'score': 0.103}, {'token': 'spanish', 'score': 0.07}, {'token': 'dominican', 'score': 0.042}, {'token': 'filipino', 'score': 0.042}, {'token': 'a', 'score': 0.034}, {'token': 'philippine', 'score': 0.033}, {'token': 'cuban', 'score': 0.031}, {'token': 'brazilian', 'score': 0.024}, {'token': 'british', 'score': 0.021}, {'token': 'now', 'score': 0.017}, {'token': 'venezuelan', 'score': 0.016}, {'token': 'american', 'score': 0.016}, {'token': 'partially', 'score': 0.013}, {'token': 'french', 'score': 0.013}]",,,
383,philippines,"[{'token': 'philippines', 'score': 0.914}, {'token': 'democrats', 'score': 0.058}, {'token': 'republicans', 'score': 0.011}, {'token': '##edes', 'score': 0.001}, {'token': 'texas', 'score': 0.001}, {'token': 'islands', 'score': 0.001}, {'token': 'bills', 'score': 0.001}, {'token': 'texans', 'score': 0.0}, {'token': 'ramos', 'score': 0.0}, {'token': 'americans', 'score': 0.0}, {'token': 'gonzales', 'score': 0.0}, {'token': 'senators', 'score': 0.0}, {'token': '##llas', 'score': 0.0}, {'token': 'liberals', 'score': 0.0}, {'token': 'states', 'score': 0.0}]",,,
384,canada,"[{'token': 'canadian', 'score': 0.998}, {'token': 'british', 'score': 0.001}, {'token': 'manitoba', 'score': 0.0}, {'token': 'provincial', 'score': 0.0}, {'token': 'federal', 'score': 0.0}, {'token': 'canada', 'score': 0.0}, {'token': 'conservative', 'score': 0.0}, {'token': 'saskatchewan', 'score': 0.0}, {'token': 'quebec', 'score': 0.0}, {'token': 'scottish', 'score': 0.0}, {'token': 'ontario', 'score': 0.0}, {'token': 'liberal', 'score': 0.0}, {'token': 'labour', 'score': 0.0}, {'token': 'jamaican', 'score': 0.0}, {'token': 'professional', 'score': 0.0}]",,,
385,poland,"[{'token': 'polish', 'score': 0.866}, {'token': 'english', 'score': 0.037}, {'token': 'german', 'score': 0.018}, {'token': 'latin', 'score': 0.017}, {'token': 'own', 'score': 0.008}, {'token': 'french', 'score': 0.003}, {'token': 'verse', 'score': 0.003}, {'token': 'silesian', 'score': 0.003}, {'token': 'czech', 'score': 0.002}, {'token': 'new', 'score': 0.002}, {'token': 'complete', 'score': 0.001}, {'token': 'a', 'score': 0.001}, {'token': 'russian', 'score': 0.001}, {'token': 'lithuanian', 'score': 0.001}, {'token': 'literal', 'score': 0.001}]","[{'token': 'polish', 'score': 0.795}, {'token': 'english', 'score': 0.101}, {'token': 'latin', 'score': 0.021}, {'token': 'german', 'score': 0.018}, {'token': 'french', 'score': 0.007}, {'token': 'lithuanian', 'score': 0.004}, {'token': 'czech', 'score': 0.004}, {'token': 'spanish', 'score': 0.004}, {'token': '-', 'score': 0.004}, {'token': ',', 'score': 0.003}, {'token': 'verse', 'score': 0.002}, {'token': 'italian', 'score': 0.002}, {'token': 'russian', 'score': 0.002}, {'token': 'dutch', 'score': 0.002}, {'token': 'hungarian', 'score': 0.001}]",,
386,norway,"[{'token': 'norwegian', 'score': 0.682}, {'token': 'swedish', 'score': 0.259}, {'token': 'finnish', 'score': 0.031}, {'token': 'danish', 'score': 0.014}, {'token': 'german', 'score': 0.003}, {'token': 'canadian', 'score': 0.001}, {'token': 'sami', 'score': 0.001}, {'token': 'czech', 'score': 0.001}, {'token': 'dutch', 'score': 0.001}, {'token': 'chilean', 'score': 0.0}, {'token': 'brazilian', 'score': 0.0}, {'token': 'swiss', 'score': 0.0}, {'token': 'hungarian', 'score': 0.0}, {'token': 'scandinavian', 'score': 0.0}, {'token': 'polish', 'score': 0.0}]",,,
387,norway,"[{'token': 'norwegian', 'score': 0.659}, {'token': 'swedish', 'score': 0.305}, {'token': 'finnish', 'score': 0.02}, {'token': 'danish', 'score': 0.006}, {'token': 'canadian', 'score': 0.002}, {'token': 'swiss', 'score': 0.002}, {'token': 'german', 'score': 0.001}, {'token': 'hungarian', 'score': 0.001}, {'token': 'soviet', 'score': 0.001}, {'token': 'dutch', 'score': 0.0}, {'token': 'british', 'score': 0.0}, {'token': 'scandinavian', 'score': 0.0}, {'token': 'professional', 'score': 0.0}, {'token': 'national', 'score': 0.0}, {'token': 'french', 'score': 0.0}]",,,
388,italy,"[{'token': 'italy', 'score': 0.941}, {'token': 'lombardy', 'score': 0.057}, {'token': 'piedmont', 'score': 0.001}, {'token': 'tuscany', 'score': 0.0}, {'token': 'emilia', 'score': 0.0}, {'token': 'italian', 'score': 0.0}, {'token': 'marche', 'score': 0.0}, {'token': 'italia', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': 'italians', 'score': 0.0}, {'token': 'austria', 'score': 0.0}, {'token': 'milan', 'score': 0.0}, {'token': 'slovenia', 'score': 0.0}, {'token': 'croatia', 'score': 0.0}, {'token': 'and', 'score': 0.0}]",,,
389,germany,"[{'token': 'france', 'score': 0.454}, {'token': 'canada', 'score': 0.073}, {'token': 'russia', 'score': 0.068}, {'token': 'ireland', 'score': 0.06}, {'token': 'germany', 'score': 0.055}, {'token': 'australia', 'score': 0.05}, {'token': 'scotland', 'score': 0.042}, {'token': 'italy', 'score': 0.039}, {'token': 'japan', 'score': 0.034}, {'token': 'europe', 'score': 0.014}, {'token': 'sweden', 'score': 0.013}, {'token': 'belgium', 'score': 0.01}, {'token': 'switzerland', 'score': 0.009}, {'token': 'spain', 'score': 0.008}, {'token': 'india', 'score': 0.006}]",,,
390,finland,"[{'token': 'finland', 'score': 1.0}, {'token': 'finnish', 'score': 0.0}, {'token': 'greece', 'score': 0.0}, {'token': 'sweden', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'indonesia', 'score': 0.0}, {'token': 'iceland', 'score': 0.0}, {'token': 'estonia', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'lithuania', 'score': 0.0}, {'token': 'norway', 'score': 0.0}, {'token': 'israel', 'score': 0.0}, {'token': 'germany', 'score': 0.0}, {'token': 'russia', 'score': 0.0}, {'token': 'finn', 'score': 0.0}]",,,
391,kenya,"[{'token': 'israel', 'score': 0.715}, {'token': 'kenya', 'score': 0.236}, {'token': 'uganda', 'score': 0.022}, {'token': 'ethiopia', 'score': 0.005}, {'token': 'kenyan', 'score': 0.003}, {'token': 'israeli', 'score': 0.002}, {'token': 'women', 'score': 0.002}, {'token': 'men', 'score': 0.002}, {'token': 'jamaica', 'score': 0.001}, {'token': 'tanzania', 'score': 0.001}, {'token': 'egypt', 'score': 0.001}, {'token': 'india', 'score': 0.001}, {'token': 'canada', 'score': 0.001}, {'token': 'lebanon', 'score': 0.001}, {'token': 'jordan', 'score': 0.0}]",,,
392,ireland,"[{'token': 'ireland', 'score': 1.0}, {'token': 'dublin', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'irish', 'score': 0.0}, {'token': 'leinster', 'score': 0.0}, {'token': 'wales', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'malta', 'score': 0.0}, {'token': 'spain', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'kentucky', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': 'georgia', 'score': 0.0}, {'token': 'australia', 'score': 0.0}, {'token': 'texas', 'score': 0.0}]",,,
393,canada,"[{'token': 'other', 'score': 0.207}, {'token': 'notable', 'score': 0.172}, {'token': 'prominent', 'score': 0.124}, {'token': 'american', 'score': 0.048}, {'token': 'popular', 'score': 0.043}, {'token': 'contemporary', 'score': 0.03}, {'token': 'french', 'score': 0.03}, {'token': 'noted', 'score': 0.029}, {'token': 'canadian', 'score': 0.021}, {'token': 'famous', 'score': 0.017}, {'token': 'modern', 'score': 0.017}, {'token': 'early', 'score': 0.015}, {'token': 'later', 'score': 0.014}, {'token': 'british', 'score': 0.012}, {'token': 'professional', 'score': 0.012}]",,,
394,ukraine,"[{'token': 'kiev', 'score': 0.422}, {'token': 'ukraine', 'score': 0.183}, {'token': 'london', 'score': 0.176}, {'token': 'kyiv', 'score': 0.084}, {'token': 'moscow', 'score': 0.031}, {'token': 'brussels', 'score': 0.013}, {'token': 'lviv', 'score': 0.007}, {'token': 'russia', 'score': 0.005}, {'token': 'donetsk', 'score': 0.005}, {'token': 'paris', 'score': 0.005}, {'token': 'odessa', 'score': 0.004}, {'token': 'dublin', 'score': 0.003}, {'token': 'berlin', 'score': 0.003}, {'token': 'chicago', 'score': 0.002}, {'token': 'ukrainian', 'score': 0.002}]","[{'token': 'ukraine', 'score': 0.646}, {'token': 'society', 'score': 0.229}, {'token': 'russia', 'score': 0.018}, {'token': 'infrastructure', 'score': 0.008}, {'token': 'education', 'score': 0.007}, {'token': 'europe', 'score': 0.006}, {'token': 'kyiv', 'score': 0.006}, {'token': 'countries', 'score': 0.004}, {'token': 'technology', 'score': 0.003}, {'token': 'cities', 'score': 0.003}, {'token': 'business', 'score': 0.003}, {'token': 'organizations', 'score': 0.003}, {'token': 'societies', 'score': 0.003}, {'token': 'technologies', 'score': 0.002}, {'token': 'economies', 'score': 0.002}]","[{'token': 'ukraine', 'score': 0.832}, {'token': 'society', 'score': 0.069}, {'token': 'russia', 'score': 0.02}, {'token': 'kyiv', 'score': 0.012}, {'token': 'kiev', 'score': 0.005}, {'token': 'education', 'score': 0.005}, {'token': 'europe', 'score': 0.005}, {'token': 'infrastructure', 'score': 0.004}, {'token': 'cities', 'score': 0.003}, {'token': 'donetsk', 'score': 0.002}, {'token': 'armenia', 'score': 0.002}, {'token': 'ukrainian', 'score': 0.002}, {'token': 'business', 'score': 0.002}, {'token': 'countries', 'score': 0.001}, {'token': 'industry', 'score': 0.001}]","[{'token': 'ukraine', 'score': 0.819}, {'token': 'society', 'score': 0.072}, {'token': 'russia', 'score': 0.021}, {'token': 'kyiv', 'score': 0.013}, {'token': 'education', 'score': 0.006}, {'token': 'kiev', 'score': 0.006}, {'token': 'europe', 'score': 0.005}, {'token': 'infrastructure', 'score': 0.005}, {'token': 'cities', 'score': 0.003}, {'token': 'donetsk', 'score': 0.002}, {'token': 'armenia', 'score': 0.002}, {'token': 'ukrainian', 'score': 0.002}, {'token': 'business', 'score': 0.002}, {'token': 'industry', 'score': 0.002}, {'token': 'belarus', 'score': 0.001}]"
395,australia,"[{'token': 'australia', 'score': 0.983}, {'token': 'sydney', 'score': 0.004}, {'token': 'melbourne', 'score': 0.004}, {'token': 'queensland', 'score': 0.003}, {'token': 'victoria', 'score': 0.002}, {'token': 'adelaide', 'score': 0.001}, {'token': 'australian', 'score': 0.0}, {'token': 'australians', 'score': 0.0}, {'token': 'nsw', 'score': 0.0}, {'token': 'brisbane', 'score': 0.0}, {'token': 'tasmania', 'score': 0.0}, {'token': 'britain', 'score': 0.0}, {'token': 'canberra', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'america', 'score': 0.0}]",,,
396,spain,"[{'token': 'spain', 'score': 0.316}, {'token': 'argentina', 'score': 0.168}, {'token': 'mexico', 'score': 0.076}, {'token': 'colombia', 'score': 0.075}, {'token': 'chile', 'score': 0.074}, {'token': 'venezuela', 'score': 0.045}, {'token': 'ecuador', 'score': 0.043}, {'token': 'peru', 'score': 0.042}, {'token': 'brazil', 'score': 0.037}, {'token': 'cuba', 'score': 0.037}, {'token': 'uruguay', 'score': 0.025}, {'token': 'paraguay', 'score': 0.025}, {'token': 'france', 'score': 0.005}, {'token': 'portugal', 'score': 0.005}, {'token': 'guatemala', 'score': 0.004}]",,,
397,france,"[{'token': 'french', 'score': 0.337}, {'token': 'english', 'score': 0.273}, {'token': 'france', 'score': 0.23}, {'token': 'hardcover', 'score': 0.035}, {'token': 'spain', 'score': 0.014}, {'token': 'paris', 'score': 0.014}, {'token': 'italy', 'score': 0.013}, {'token': 'spanish', 'score': 0.011}, {'token': 'paperback', 'score': 0.009}, {'token': 'germany', 'score': 0.007}, {'token': 'german', 'score': 0.004}, {'token': 'england', 'score': 0.003}, {'token': 'japan', 'score': 0.003}, {'token': 'london', 'score': 0.002}, {'token': 'belgium', 'score': 0.002}]",,,
398,canada,"[{'token': 'canadian', 'score': 0.997}, {'token': 'french', 'score': 0.002}, {'token': 'quebec', 'score': 0.001}, {'token': 'swiss', 'score': 0.0}, {'token': 'montreal', 'score': 0.0}, {'token': 'belgian', 'score': 0.0}, {'token': 'canada', 'score': 0.0}, {'token': 'british', 'score': 0.0}, {'token': 'canadians', 'score': 0.0}, {'token': 'professional', 'score': 0.0}, {'token': 'competitive', 'score': 0.0}, {'token': 'romanian', 'score': 0.0}, {'token': 'competition', 'score': 0.0}, {'token': 'dominican', 'score': 0.0}, {'token': 'cuban', 'score': 0.0}]",,,
399,france,"[{'token': 'france', 'score': 0.73}, {'token': 'paris', 'score': 0.125}, {'token': 'belgium', 'score': 0.034}, {'token': 'montreal', 'score': 0.019}, {'token': 'switzerland', 'score': 0.017}, {'token': 'brussels', 'score': 0.009}, {'token': 'luxembourg', 'score': 0.007}, {'token': 'geneva', 'score': 0.007}, {'token': 'lyon', 'score': 0.005}, {'token': 'monaco', 'score': 0.004}, {'token': 'french', 'score': 0.003}, {'token': 'europe', 'score': 0.003}, {'token': 'barcelona', 'score': 0.003}, {'token': 'quebec', 'score': 0.003}, {'token': 'marseille', 'score': 0.003}]",,"[{'token': 'france', 'score': 0.513}, {'token': 'paris', 'score': 0.078}, {'token': 'belgium', 'score': 0.051}, {'token': 'montreal', 'score': 0.05}, {'token': 'switzerland', 'score': 0.048}, {'token': 'italy', 'score': 0.018}, {'token': 'london', 'score': 0.016}, {'token': 'geneva', 'score': 0.014}, {'token': 'barcelona', 'score': 0.014}, {'token': 'brussels', 'score': 0.013}, {'token': 'luxembourg', 'score': 0.013}, {'token': 'europe', 'score': 0.01}, {'token': 'germany', 'score': 0.008}, {'token': 'singapore', 'score': 0.007}, {'token': 'monaco', 'score': 0.005}]",
