,answers,original,parrot_0,parrot_1,parrot_2
329,dresden,"[{'token': 'leipzig', 'score': 0.291}, {'token': 'dresden', 'score': 0.29}, {'token': '##furt', 'score': 0.117}, {'token': '[unk]', 'score': 0.052}, {'token': '##nitz', 'score': 0.032}, {'token': 'potsdam', 'score': 0.025}, {'token': 'weimar', 'score': 0.022}, {'token': 'beijing', 'score': 0.019}, {'token': 'saxony', 'score': 0.017}, {'token': 'berlin', 'score': 0.011}, {'token': 'anhalt', 'score': 0.01}, {'token': 'jena', 'score': 0.007}, {'token': 'halle', 'score': 0.007}, {'token': 'hannover', 'score': 0.005}, {'token': 'nanjing', 'score': 0.004}]",,,
330,nanjing,"[{'token': 'nanjing', 'score': 0.361}, {'token': 'beijing', 'score': 0.289}, {'token': 'guangzhou', 'score': 0.165}, {'token': 'shanghai', 'score': 0.05}, {'token': 'shenzhen', 'score': 0.04}, {'token': 'tianjin', 'score': 0.028}, {'token': 'taipei', 'score': 0.007}, {'token': 'peking', 'score': 0.006}, {'token': 'canton', 'score': 0.004}, {'token': 'guangdong', 'score': 0.003}, {'token': 'macau', 'score': 0.003}, {'token': '##rbin', 'score': 0.002}, {'token': '##zhou', 'score': 0.002}, {'token': 'seoul', 'score': 0.002}, {'token': 'wu', 'score': 0.002}]",,,
331,mecca,"[{'token': 'mecca', 'score': 0.666}, {'token': 'medina', 'score': 0.208}, {'token': 'mina', 'score': 0.019}, {'token': 'kuwait', 'score': 0.018}, {'token': 'petra', 'score': 0.014}, {'token': '##yah', 'score': 0.009}, {'token': 'muhammad', 'score': 0.005}, {'token': 'dubai', 'score': 0.004}, {'token': '##miya', 'score': 0.004}, {'token': '##mah', 'score': 0.002}, {'token': 'amman', 'score': 0.001}, {'token': 'diana', 'score': 0.001}, {'token': 'today', 'score': 0.001}, {'token': 'hussein', 'score': 0.001}, {'token': 'ma', 'score': 0.001}]",,,
332,philip,"[{'token': 'jamestown', 'score': 0.011}, {'token': 'stanley', 'score': 0.011}, {'token': 'marshall', 'score': 0.009}, {'token': 'mitchell', 'score': 0.008}, {'token': 'livingston', 'score': 0.008}, {'token': 'pierre', 'score': 0.007}, {'token': 'aberdeen', 'score': 0.007}, {'token': 'mt', 'score': 0.007}, {'token': 'rochester', 'score': 0.007}, {'token': 'lincoln', 'score': 0.006}, {'token': 'helena', 'score': 0.006}, {'token': 'anderson', 'score': 0.006}, {'token': 'columbia', 'score': 0.006}, {'token': 'beatrice', 'score': 0.005}, {'token': 'lancaster', 'score': 0.005}]",,,
333,trinidad,"[{'token': 'lima', 'score': 0.344}, {'token': 'montevideo', 'score': 0.111}, {'token': 'flores', 'score': 0.078}, {'token': 'bogota', 'score': 0.076}, {'token': 'cordoba', 'score': 0.057}, {'token': 'madrid', 'score': 0.026}, {'token': 'caracas', 'score': 0.024}, {'token': 'granada', 'score': 0.021}, {'token': 'cadiz', 'score': 0.011}, {'token': 'mercedes', 'score': 0.009}, {'token': 'rosario', 'score': 0.007}, {'token': 'trinidad', 'score': 0.007}, {'token': 'santiago', 'score': 0.007}, {'token': 'mendoza', 'score': 0.006}, {'token': 'peru', 'score': 0.006}]",,,
334,cairo,"[{'token': 'alexandria', 'score': 0.572}, {'token': 'egypt', 'score': 0.321}, {'token': 'cairo', 'score': 0.098}, {'token': 'acre', 'score': 0.002}, {'token': 'jerusalem', 'score': 0.002}, {'token': 'sinai', 'score': 0.002}, {'token': 'damascus', 'score': 0.001}, {'token': 'constantinople', 'score': 0.001}, {'token': 'syria', 'score': 0.0}, {'token': 'gaza', 'score': 0.0}, {'token': 'suez', 'score': 0.0}, {'token': 'baghdad', 'score': 0.0}, {'token': 'rhodes', 'score': 0.0}, {'token': 'tripoli', 'score': 0.0}, {'token': 'sudan', 'score': 0.0}]",,,
335,stafford,"[{'token': 'stafford', 'score': 0.998}, {'token': 'staffordshire', 'score': 0.001}, {'token': 'preston', 'score': 0.0}, {'token': 'burton', 'score': 0.0}, {'token': 'buckingham', 'score': 0.0}, {'token': 'vernon', 'score': 0.0}, {'token': 'eastwood', 'score': 0.0}, {'token': 'chester', 'score': 0.0}, {'token': 'wolverhampton', 'score': 0.0}, {'token': 'harold', 'score': 0.0}, {'token': 'stoke', 'score': 0.0}, {'token': 'victoria', 'score': 0.0}, {'token': 'barton', 'score': 0.0}, {'token': 'warrington', 'score': 0.0}, {'token': 'stanley', 'score': 0.0}]","[{'token': 'stafford', 'score': 0.957}, {'token': ':', 'score': 0.036}, {'token': 'staffordshire', 'score': 0.002}, {'token': 'wolverhampton', 'score': 0.001}, {'token': '=', 'score': 0.001}, {'token': 'burton', 'score': 0.0}, {'token': 'for', 'score': 0.0}, {'token': 'walsall', 'score': 0.0}, {'token': 'deputy', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'buckingham', 'score': 0.0}, {'token': 'local', 'score': 0.0}, {'token': 'county', 'score': 0.0}, {'token': 'incumbent', 'score': 0.0}, {'token': 'to', 'score': 0.0}]","[{'token': 'stafford', 'score': 0.973}, {'token': ':', 'score': 0.021}, {'token': 'staffordshire', 'score': 0.003}, {'token': 'wolverhampton', 'score': 0.0}, {'token': 'burton', 'score': 0.0}, {'token': '=', 'score': 0.0}, {'token': 'for', 'score': 0.0}, {'token': 'buckingham', 'score': 0.0}, {'token': 'to', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'county', 'score': 0.0}, {'token': 'deputy', 'score': 0.0}, {'token': 'walsall', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'local', 'score': 0.0}]","[{'token': 'stafford', 'score': 0.959}, {'token': ':', 'score': 0.035}, {'token': 'staffordshire', 'score': 0.002}, {'token': '=', 'score': 0.001}, {'token': 'wolverhampton', 'score': 0.0}, {'token': 'for', 'score': 0.0}, {'token': 'burton', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'local', 'score': 0.0}, {'token': 'incumbent', 'score': 0.0}, {'token': 'deputy', 'score': 0.0}, {'token': 'buckingham', 'score': 0.0}, {'token': 'county', 'score': 0.0}, {'token': 'walsall', 'score': 0.0}, {'token': 'of', 'score': 0.0}]"
336,ipswich,"[{'token': 'ipswich', 'score': 0.474}, {'token': 'norwich', 'score': 0.188}, {'token': 'london', 'score': 0.156}, {'token': 'newmarket', 'score': 0.094}, {'token': 'cambridge', 'score': 0.025}, {'token': 'colchester', 'score': 0.011}, {'token': 'norfolk', 'score': 0.011}, {'token': 'suffolk', 'score': 0.005}, {'token': 'bury', 'score': 0.003}, {'token': 'england', 'score': 0.003}, {'token': 'boston', 'score': 0.002}, {'token': 'peterborough', 'score': 0.002}, {'token': 'ely', 'score': 0.002}, {'token': 'manchester', 'score': 0.002}, {'token': 'hull', 'score': 0.001}]","[{'token': '.', 'score': 0.856}, {'token': ';', 'score': 0.062}, {'token': '|', 'score': 0.042}, {'token': 'ipswich', 'score': 0.008}, {'token': 'suffolk', 'score': 0.005}, {'token': 'norwich', 'score': 0.005}, {'token': 'london', 'score': 0.004}, {'token': '?', 'score': 0.002}, {'token': 'cambridge', 'score': 0.002}, {'token': '...', 'score': 0.001}, {'token': 'newmarket', 'score': 0.001}, {'token': 'england', 'score': 0.001}, {'token': 'norfolk', 'score': 0.001}, {'token': 'essex', 'score': 0.001}, {'token': 'manchester', 'score': 0.0}]",,
337,warsaw,"[{'token': 'warsaw', 'score': 0.422}, {'token': 'prussia', 'score': 0.404}, {'token': 'saxony', 'score': 0.026}, {'token': 'nassau', 'score': 0.022}, {'token': 'parma', 'score': 0.018}, {'token': 'weimar', 'score': 0.011}, {'token': 'lorraine', 'score': 0.011}, {'token': 'brunswick', 'score': 0.008}, {'token': 'holstein', 'score': 0.008}, {'token': 'lithuania', 'score': 0.005}, {'token': 'anhalt', 'score': 0.005}, {'token': 'poland', 'score': 0.004}, {'token': 'austria', 'score': 0.004}, {'token': 'orange', 'score': 0.004}, {'token': 'silesia', 'score': 0.003}]",,,
338,belfast,"[{'token': 'belfast', 'score': 0.995}, {'token': 'derry', 'score': 0.004}, {'token': 'ulster', 'score': 0.0}, {'token': 'armagh', 'score': 0.0}, {'token': 'westminster', 'score': 0.0}, {'token': 'dublin', 'score': 0.0}, {'token': 'unionist', 'score': 0.0}, {'token': 'bangor', 'score': 0.0}, {'token': 'kabul', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'antrim', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'manchester', 'score': 0.0}, {'token': 'newcastle', 'score': 0.0}, {'token': 'nationalist', 'score': 0.0}]",,,
339,columbia,"[{'token': 'zion', 'score': 0.026}, {'token': 'washington', 'score': 0.025}, {'token': 'columbia', 'score': 0.022}, {'token': 'union', 'score': 0.021}, {'token': 'liberty', 'score': 0.019}, {'token': 'jackson', 'score': 0.018}, {'token': 'lebanon', 'score': 0.017}, {'token': 'springfield', 'score': 0.017}, {'token': 'nashville', 'score': 0.015}, {'token': 'richmond', 'score': 0.014}, {'token': 'princeton', 'score': 0.012}, {'token': 'bethany', 'score': 0.01}, {'token': 'lexington', 'score': 0.009}, {'token': 'milton', 'score': 0.008}, {'token': 'paris', 'score': 0.008}]","[{'token': 'columbia', 'score': 0.032}, {'token': 'nashville', 'score': 0.029}, {'token': 'washington', 'score': 0.025}, {'token': 'jackson', 'score': 0.024}, {'token': 'springfield', 'score': 0.02}, {'token': 'memphis', 'score': 0.018}, {'token': 'lexington', 'score': 0.014}, {'token': 'paris', 'score': 0.013}, {'token': 'princeton', 'score': 0.013}, {'token': 'liberty', 'score': 0.012}, {'token': 'lebanon', 'score': 0.011}, {'token': 'savannah', 'score': 0.01}, {'token': 'charleston', 'score': 0.01}, {'token': 'camden', 'score': 0.01}, {'token': 'richmond', 'score': 0.009}]","[{'token': 'columbia', 'score': 0.034}, {'token': 'nashville', 'score': 0.031}, {'token': 'memphis', 'score': 0.029}, {'token': 'springfield', 'score': 0.027}, {'token': 'jackson', 'score': 0.024}, {'token': 'lebanon', 'score': 0.021}, {'token': 'washington', 'score': 0.019}, {'token': 'lexington', 'score': 0.018}, {'token': 'princeton', 'score': 0.015}, {'token': 'savannah', 'score': 0.015}, {'token': 'paris', 'score': 0.015}, {'token': 'richmond', 'score': 0.014}, {'token': 'charleston', 'score': 0.013}, {'token': 'louisville', 'score': 0.012}, {'token': 'liberty', 'score': 0.012}]","[{'token': 'columbia', 'score': 0.029}, {'token': 'nashville', 'score': 0.029}, {'token': 'jackson', 'score': 0.025}, {'token': 'washington', 'score': 0.019}, {'token': 'memphis', 'score': 0.019}, {'token': 'springfield', 'score': 0.016}, {'token': 'charleston', 'score': 0.016}, {'token': 'lebanon', 'score': 0.016}, {'token': 'richmond', 'score': 0.016}, {'token': 'louisville', 'score': 0.013}, {'token': 'liberty', 'score': 0.013}, {'token': 'lexington', 'score': 0.013}, {'token': 'zion', 'score': 0.012}, {'token': 'paris', 'score': 0.011}, {'token': 'union', 'score': 0.011}]"
340,lahore,"[{'token': 'lahore', 'score': 0.983}, {'token': 'punjab', 'score': 0.009}, {'token': 'peshawar', 'score': 0.002}, {'token': 'agra', 'score': 0.001}, {'token': 'delhi', 'score': 0.001}, {'token': 'hyderabad', 'score': 0.001}, {'token': '##tock', 'score': 0.0}, {'token': 'karachi', 'score': 0.0}, {'token': 'jammu', 'score': 0.0}, {'token': 'punjabi', 'score': 0.0}, {'token': 'kabul', 'score': 0.0}, {'token': 'patna', 'score': 0.0}, {'token': 'kashmir', 'score': 0.0}, {'token': 'islamabad', 'score': 0.0}, {'token': 'kota', 'score': 0.0}]",,,
341,madrid,"[{'token': 'madrid', 'score': 0.791}, {'token': 'barcelona', 'score': 0.134}, {'token': 'seville', 'score': 0.044}, {'token': 'granada', 'score': 0.008}, {'token': 'cordoba', 'score': 0.006}, {'token': 'malaga', 'score': 0.004}, {'token': 'bilbao', 'score': 0.002}, {'token': 'cadiz', 'score': 0.002}, {'token': 'valencia', 'score': 0.002}, {'token': 'sevilla', 'score': 0.001}, {'token': 'zaragoza', 'score': 0.001}, {'token': 'salamanca', 'score': 0.001}, {'token': 'toledo', 'score': 0.001}, {'token': 'palma', 'score': 0.001}, {'token': 'leon', 'score': 0.0}]","[{'token': 'neutral', 'score': 0.256}, {'token': 'southern', 'score': 0.178}, {'token': 'northern', 'score': 0.143}, {'token': 'madrid', 'score': 0.066}, {'token': 'neighbouring', 'score': 0.044}, {'token': 'barcelona', 'score': 0.026}, {'token': 'mainland', 'score': 0.025}, {'token': 'occupied', 'score': 0.019}, {'token': 'fascist', 'score': 0.012}, {'token': 'canary', 'score': 0.012}, {'token': 'republican', 'score': 0.012}, {'token': 'new', 'score': 0.011}, {'token': 'cordoba', 'score': 0.01}, {'token': 'nearby', 'score': 0.01}, {'token': 'seville', 'score': 0.009}]","[{'token': 'neutral', 'score': 0.308}, {'token': 'southern', 'score': 0.198}, {'token': 'northern', 'score': 0.154}, {'token': 'neighbouring', 'score': 0.04}, {'token': 'madrid', 'score': 0.038}, {'token': 'mainland', 'score': 0.02}, {'token': 'occupied', 'score': 0.018}, {'token': 'new', 'score': 0.018}, {'token': 'republican', 'score': 0.016}, {'token': 'barcelona', 'score': 0.013}, {'token': 'fascist', 'score': 0.012}, {'token': 'ciudad', 'score': 0.011}, {'token': 'nearby', 'score': 0.01}, {'token': 'nationalist', 'score': 0.01}, {'token': 'cordoba', 'score': 0.008}]","[{'token': 'neutral', 'score': 0.206}, {'token': 'southern', 'score': 0.177}, {'token': 'northern', 'score': 0.153}, {'token': 'madrid', 'score': 0.072}, {'token': 'neighbouring', 'score': 0.05}, {'token': 'barcelona', 'score': 0.025}, {'token': 'mainland', 'score': 0.023}, {'token': 'new', 'score': 0.022}, {'token': 'occupied', 'score': 0.02}, {'token': 'republican', 'score': 0.015}, {'token': 'fascist', 'score': 0.013}, {'token': 'nearby', 'score': 0.012}, {'token': 'cordoba', 'score': 0.01}, {'token': 'spanish', 'score': 0.009}, {'token': 'canary', 'score': 0.008}]"
342,vilnius,"[{'token': 'lithuania', 'score': 0.908}, {'token': 'vilnius', 'score': 0.044}, {'token': 'it', 'score': 0.039}, {'token': 'lithuanian', 'score': 0.007}, {'token': 'estonia', 'score': 0.0}, {'token': 'he', 'score': 0.0}, {'token': 'belarus', 'score': 0.0}, {'token': 'latvia', 'score': 0.0}, {'token': 'this', 'score': 0.0}, {'token': 'that', 'score': 0.0}, {'token': 'poland', 'score': 0.0}, {'token': 'danzig', 'score': 0.0}, {'token': 'plunge', 'score': 0.0}, {'token': 'riga', 'score': 0.0}, {'token': 'they', 'score': 0.0}]",,,
343,paris,"[{'token': 'martinique', 'score': 0.817}, {'token': 'america', 'score': 0.031}, {'token': 'canada', 'score': 0.03}, {'token': 'france', 'score': 0.027}, {'token': 'england', 'score': 0.016}, {'token': 'guiana', 'score': 0.009}, {'token': 'europe', 'score': 0.008}, {'token': 'paris', 'score': 0.005}, {'token': 'britain', 'score': 0.003}, {'token': 'spain', 'score': 0.003}, {'token': 'africa', 'score': 0.002}, {'token': 'jamaica', 'score': 0.002}, {'token': 'abroad', 'score': 0.002}, {'token': 'italy', 'score': 0.002}, {'token': 'holland', 'score': 0.001}]","[{'token': 'again', 'score': 0.266}, {'token': 'france', 'score': 0.265}, {'token': 'martinique', 'score': 0.124}, {'token': 'paris', 'score': 0.034}, {'token': 'home', 'score': 0.023}, {'token': 'there', 'score': 0.02}, {'token': 'reunion', 'score': 0.02}, {'token': 'it', 'score': 0.019}, {'token': 'him', 'score': 0.013}, {'token': ',', 'score': 0.011}, {'token': 'them', 'score': 0.007}, {'token': 'brittany', 'score': 0.007}, {'token': 'canada', 'score': 0.005}, {'token': 'town', 'score': 0.005}, {'token': 'service', 'score': 0.005}]","[{'token': 'martinique', 'score': 0.934}, {'token': 'france', 'score': 0.016}, {'token': 'canada', 'score': 0.007}, {'token': 'america', 'score': 0.005}, {'token': 'guiana', 'score': 0.004}, {'token': 'england', 'score': 0.004}, {'token': 'europe', 'score': 0.002}, {'token': 'paris', 'score': 0.002}, {'token': 'britain', 'score': 0.001}, {'token': 'jamaica', 'score': 0.001}, {'token': 'toulon', 'score': 0.001}, {'token': 'mauritius', 'score': 0.001}, {'token': 'overseas', 'score': 0.001}, {'token': 'montreal', 'score': 0.001}, {'token': 'abroad', 'score': 0.001}]",
344,woodstock,"[{'token': 'woodstock', 'score': 0.929}, {'token': 'richmond', 'score': 0.01}, {'token': 'norwich', 'score': 0.002}, {'token': 'hampton', 'score': 0.002}, {'token': 'warwick', 'score': 0.002}, {'token': 'winchester', 'score': 0.001}, {'token': 'huntington', 'score': 0.001}, {'token': 'langley', 'score': 0.001}, {'token': 'princeton', 'score': 0.001}, {'token': 'westminster', 'score': 0.001}, {'token': 'oxford', 'score': 0.001}, {'token': 'kingston', 'score': 0.001}, {'token': 'williamsburg', 'score': 0.001}, {'token': 'chesapeake', 'score': 0.001}, {'token': 'jamestown', 'score': 0.001}]",,,
345,burlington,"[{'token': 'philadelphia', 'score': 0.836}, {'token': 'pittsburgh', 'score': 0.048}, {'token': 'pennsylvania', 'score': 0.024}, {'token': 'chicago', 'score': 0.01}, {'token': 'indianapolis', 'score': 0.006}, {'token': 'denver', 'score': 0.004}, {'token': 'seattle', 'score': 0.003}, {'token': 'dallas', 'score': 0.002}, {'token': 'manhattan', 'score': 0.002}, {'token': 'gettysburg', 'score': 0.002}, {'token': 'washington', 'score': 0.001}, {'token': 'california', 'score': 0.001}, {'token': 'reading', 'score': 0.001}, {'token': 'buffalo', 'score': 0.001}, {'token': 'portland', 'score': 0.001}]",,,
346,lima,"[{'token': 'surrounding', 'score': 0.404}, {'token': 'neighboring', 'score': 0.142}, {'token': 'nearby', 'score': 0.051}, {'token': 'municipal', 'score': 0.029}, {'token': 'other', 'score': 0.026}, {'token': 'seven', 'score': 0.024}, {'token': 'neighbouring', 'score': 0.022}, {'token': 'lima', 'score': 0.021}, {'token': 'nine', 'score': 0.02}, {'token': 'adjoining', 'score': 0.019}, {'token': 'following', 'score': 0.019}, {'token': 'congressional', 'score': 0.015}, {'token': 'eight', 'score': 0.013}, {'token': 'rural', 'score': 0.012}, {'token': 'five', 'score': 0.011}]",,,
347,fulton,"[{'token': 'columbia', 'score': 0.063}, {'token': 'springfield', 'score': 0.052}, {'token': 'hannibal', 'score': 0.04}, {'token': 'independence', 'score': 0.039}, {'token': 'clinton', 'score': 0.024}, {'token': 'washington', 'score': 0.019}, {'token': 'fulton', 'score': 0.015}, {'token': 'liberty', 'score': 0.014}, {'token': 'marshall', 'score': 0.013}, {'token': 'salem', 'score': 0.013}, {'token': 'carthage', 'score': 0.013}, {'token': 'lexington', 'score': 0.012}, {'token': 'camden', 'score': 0.011}, {'token': 'lafayette', 'score': 0.011}, {'token': 'marion', 'score': 0.01}]","[{'token': '.', 'score': 0.817}, {'token': ';', 'score': 0.177}, {'token': '?', 'score': 0.003}, {'token': '|', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'ft', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'lexington', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'washington', 'score': 0.0}, {'token': 'downtown', 'score': 0.0}]",,
348,kazan,"[{'token': 'kazan', 'score': 1.0}, {'token': 'moscow', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'tatar', 'score': 0.0}, {'token': 'baku', 'score': 0.0}, {'token': 'shan', 'score': 0.0}, {'token': 'vladimir', 'score': 0.0}, {'token': 'volga', 'score': 0.0}, {'token': 'san', 'score': 0.0}, {'token': 'han', 'score': 0.0}, {'token': 'alma', 'score': 0.0}, {'token': 'putin', 'score': 0.0}, {'token': 'ankara', 'score': 0.0}, {'token': 'rubin', 'score': 0.0}, {'token': 'don', 'score': 0.0}]",,,
349,brest,"[{'token': 'brest', 'score': 0.796}, {'token': '[unk]', 'score': 0.101}, {'token': 'brody', 'score': 0.04}, {'token': 'lviv', 'score': 0.03}, {'token': 'puck', 'score': 0.007}, {'token': 'lublin', 'score': 0.007}, {'token': 'gdansk', 'score': 0.003}, {'token': 'warsaw', 'score': 0.002}, {'token': 'galicia', 'score': 0.002}, {'token': 'minsk', 'score': 0.001}, {'token': 'kiev', 'score': 0.001}, {'token': 'belarus', 'score': 0.001}, {'token': 'łodz', 'score': 0.0}, {'token': 'petersburg', 'score': 0.0}, {'token': 'poznan', 'score': 0.0}]","[{'token': 'brest', 'score': 1.0}, {'token': 'kiev', 'score': 0.0}, {'token': 'galicia', 'score': 0.0}, {'token': 'minsk', 'score': 0.0}, {'token': 'kyiv', 'score': 0.0}, {'token': '##horse', 'score': 0.0}, {'token': 'smoky', 'score': 0.0}, {'token': '##stock', 'score': 0.0}, {'token': '##yon', 'score': 0.0}, {'token': 'palatinate', 'score': 0.0}, {'token': '##islav', 'score': 0.0}, {'token': 'vlad', 'score': 0.0}, {'token': 'miller', 'score': 0.0}, {'token': 'burn', 'score': 0.0}, {'token': 'burned', 'score': 0.0}]","[{'token': 'brest', 'score': 1.0}, {'token': 'kiev', 'score': 0.0}, {'token': 'galicia', 'score': 0.0}, {'token': 'minsk', 'score': 0.0}, {'token': 'kyiv', 'score': 0.0}, {'token': '##horse', 'score': 0.0}, {'token': '##stock', 'score': 0.0}, {'token': 'smoky', 'score': 0.0}, {'token': '##islav', 'score': 0.0}, {'token': '##yon', 'score': 0.0}, {'token': 'palatinate', 'score': 0.0}, {'token': 'vlad', 'score': 0.0}, {'token': 'miller', 'score': 0.0}, {'token': 'belarus', 'score': 0.0}, {'token': 'dinamo', 'score': 0.0}]","[{'token': 'brest', 'score': 1.0}, {'token': 'kiev', 'score': 0.0}, {'token': 'galicia', 'score': 0.0}, {'token': 'minsk', 'score': 0.0}, {'token': 'kyiv', 'score': 0.0}, {'token': '##horse', 'score': 0.0}, {'token': 'smoky', 'score': 0.0}, {'token': '##stock', 'score': 0.0}, {'token': '##yon', 'score': 0.0}, {'token': 'palatinate', 'score': 0.0}, {'token': '##islav', 'score': 0.0}, {'token': 'vlad', 'score': 0.0}, {'token': 'brody', 'score': 0.0}, {'token': 'burn', 'score': 0.0}, {'token': 'miller', 'score': 0.0}]"
350,brussels,"[{'token': 'all', 'score': 0.454}, {'token': 'common', 'score': 0.105}, {'token': 'general', 'score': 0.056}, {'token': 'certain', 'score': 0.054}, {'token': 'the', 'score': 0.039}, {'token': 'local', 'score': 0.018}, {'token': 'european', 'score': 0.016}, {'token': 'various', 'score': 0.012}, {'token': 'sharing', 'score': 0.012}, {'token': 'those', 'score': 0.01}, {'token': 'public', 'score': 0.01}, {'token': 'discussing', 'score': 0.01}, {'token': 'both', 'score': 0.009}, {'token': 'other', 'score': 0.009}, {'token': 'many', 'score': 0.009}]","[{'token': 'common', 'score': 0.475}, {'token': 'all', 'score': 0.126}, {'token': 'general', 'score': 0.054}, {'token': 'the', 'score': 0.041}, {'token': 'sharing', 'score': 0.024}, {'token': 'european', 'score': 0.022}, {'token': 'certain', 'score': 0.018}, {'token': 'local', 'score': 0.018}, {'token': 'shared', 'score': 0.011}, {'token': 'many', 'score': 0.009}, {'token': 'eu', 'score': 0.009}, {'token': 'various', 'score': 0.008}, {'token': 'those', 'score': 0.007}, {'token': 'public', 'score': 0.007}, {'token': 'other', 'score': 0.007}]","[{'token': 'common', 'score': 0.352}, {'token': 'all', 'score': 0.224}, {'token': 'flemish', 'score': 0.056}, {'token': 'general', 'score': 0.035}, {'token': 'local', 'score': 0.031}, {'token': 'the', 'score': 0.029}, {'token': 'sharing', 'score': 0.024}, {'token': 'european', 'score': 0.02}, {'token': 'certain', 'score': 0.016}, {'token': 'shared', 'score': 0.013}, {'token': 'public', 'score': 0.009}, {'token': 'community', 'score': 0.009}, {'token': 'various', 'score': 0.008}, {'token': 'eu', 'score': 0.008}, {'token': 'specific', 'score': 0.007}]",
351,jerusalem,"[{'token': 'jerusalem', 'score': 0.428}, {'token': 'bethlehem', 'score': 0.396}, {'token': 'gaza', 'score': 0.055}, {'token': 'acre', 'score': 0.054}, {'token': 'jericho', 'score': 0.021}, {'token': 'nazareth', 'score': 0.018}, {'token': 'haifa', 'score': 0.018}, {'token': 'petra', 'score': 0.004}, {'token': 'sharon', 'score': 0.002}, {'token': 'tel', 'score': 0.001}, {'token': 'beirut', 'score': 0.001}, {'token': 'israel', 'score': 0.0}, {'token': 'tyre', 'score': 0.0}, {'token': 'beit', 'score': 0.0}, {'token': 'carmel', 'score': 0.0}]",,,
352,melbourne,"[{'token': 'columbia', 'score': 0.042}, {'token': 'springfield', 'score': 0.034}, {'token': 'fulton', 'score': 0.031}, {'token': 'arkansas', 'score': 0.017}, {'token': 'memphis', 'score': 0.016}, {'token': 'lexington', 'score': 0.015}, {'token': 'louisville', 'score': 0.015}, {'token': 'independence', 'score': 0.013}, {'token': 'jackson', 'score': 0.013}, {'token': 'nashville', 'score': 0.013}, {'token': 'conway', 'score': 0.012}, {'token': 'boone', 'score': 0.011}, {'token': 'indianapolis', 'score': 0.011}, {'token': 'anderson', 'score': 0.011}, {'token': 'marion', 'score': 0.01}]",,,
353,bucharest,"[{'token': 'bucharest', 'score': 0.999}, {'token': 'sofia', 'score': 0.0}, {'token': 'romanian', 'score': 0.0}, {'token': 'romania', 'score': 0.0}, {'token': 'transylvania', 'score': 0.0}, {'token': 'budapest', 'score': 0.0}, {'token': 'male', 'score': 0.0}, {'token': 'tallinn', 'score': 0.0}, {'token': 'prague', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'bar', 'score': 0.0}, {'token': 'bender', 'score': 0.0}, {'token': '##u', 'score': 0.0}, {'token': 'roman', 'score': 0.0}, {'token': 'bratislava', 'score': 0.0}]","[{'token': '.', 'score': 1.0}, {'token': ';', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': ')', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '##¦', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': 'city', 'score': 0.0}]","[{'token': '.', 'score': 0.999}, {'token': ';', 'score': 0.001}, {'token': '!', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '##¦', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': ')', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': '．', 'score': 0.0}]","[{'token': '.', 'score': 1.0}, {'token': ';', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': ')', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': '##¦', 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '。', 'score': 0.0}, {'token': 'and', 'score': 0.0}]"
