,answers,original,parrot_0,parrot_1,parrot_2
363,lille,"[{'token': 'paris', 'score': 0.123}, {'token': 'geneva', 'score': 0.052}, {'token': 'lyon', 'score': 0.051}, {'token': 'belgium', 'score': 0.051}, {'token': 'brussels', 'score': 0.034}, {'token': 'antwerp', 'score': 0.026}, {'token': 'lille', 'score': 0.026}, {'token': 'metz', 'score': 0.023}, {'token': 'brest', 'score': 0.023}, {'token': 'algeria', 'score': 0.02}, {'token': 'lorraine', 'score': 0.018}, {'token': 'marseille', 'score': 0.017}, {'token': 'liege', 'score': 0.017}, {'token': 'versailles', 'score': 0.017}, {'token': 'montpellier', 'score': 0.017}]","[{'token': '.', 'score': 0.756}, {'token': 'paris', 'score': 0.112}, {'token': '?', 'score': 0.042}, {'token': ';', 'score': 0.023}, {'token': 'lyon', 'score': 0.012}, {'token': 'nice', 'score': 0.01}, {'token': 'france', 'score': 0.007}, {'token': 'london', 'score': 0.004}, {'token': 'lille', 'score': 0.002}, {'token': 'marseille', 'score': 0.002}, {'token': 'versailles', 'score': 0.001}, {'token': 'nancy', 'score': 0.001}, {'token': 'liege', 'score': 0.001}, {'token': 'berlin', 'score': 0.001}, {'token': '...', 'score': 0.001}]","[{'token': '.', 'score': 0.585}, {'token': 'paris', 'score': 0.218}, {'token': '?', 'score': 0.041}, {'token': ';', 'score': 0.027}, {'token': 'nice', 'score': 0.018}, {'token': 'lyon', 'score': 0.016}, {'token': 'france', 'score': 0.013}, {'token': 'london', 'score': 0.008}, {'token': 'marseille', 'score': 0.004}, {'token': 'geneva', 'score': 0.004}, {'token': 'nancy', 'score': 0.003}, {'token': 'strasbourg', 'score': 0.002}, {'token': 'versailles', 'score': 0.002}, {'token': 'lille', 'score': 0.002}, {'token': 'berlin', 'score': 0.002}]",
364,dublin,"[{'token': 'dublin', 'score': 0.269}, {'token': 'cork', 'score': 0.166}, {'token': 'limerick', 'score': 0.133}, {'token': 'galway', 'score': 0.097}, {'token': 'waterford', 'score': 0.07}, {'token': 'kilkenny', 'score': 0.068}, {'token': 'tipperary', 'score': 0.02}, {'token': 'belfast', 'score': 0.017}, {'token': 'wexford', 'score': 0.011}, {'token': 'donegal', 'score': 0.009}, {'token': 'london', 'score': 0.009}, {'token': 'ireland', 'score': 0.008}, {'token': 'derry', 'score': 0.007}, {'token': 'townland', 'score': 0.007}, {'token': 'meath', 'score': 0.006}]",,,
365,belgrade,"[{'token': 'belgrade', 'score': 0.842}, {'token': 'sarajevo', 'score': 0.021}, {'token': 'sofia', 'score': 0.02}, {'token': 'serbia', 'score': 0.016}, {'token': 'skopje', 'score': 0.014}, {'token': 'moscow', 'score': 0.01}, {'token': 'zagreb', 'score': 0.006}, {'token': 'prague', 'score': 0.005}, {'token': 'vienna', 'score': 0.004}, {'token': 'istanbul', 'score': 0.004}, {'token': 'riga', 'score': 0.004}, {'token': 'vladimir', 'score': 0.003}, {'token': 'serbian', 'score': 0.002}, {'token': 'thessaloniki', 'score': 0.002}, {'token': 'split', 'score': 0.002}]",,,
366,london,"[{'token': 'turkish', 'score': 0.771}, {'token': 'israeli', 'score': 0.081}, {'token': 'istanbul', 'score': 0.033}, {'token': 'hungarian', 'score': 0.007}, {'token': 'armenian', 'score': 0.007}, {'token': 'london', 'score': 0.006}, {'token': 'cypriot', 'score': 0.005}, {'token': 'lebanese', 'score': 0.004}, {'token': 'underground', 'score': 0.004}, {'token': 'english', 'score': 0.003}, {'token': 'british', 'score': 0.003}, {'token': 'parisian', 'score': 0.003}, {'token': 'french', 'score': 0.003}, {'token': 'american', 'score': 0.003}, {'token': 'greek', 'score': 0.002}]","[{'token': 'turkish', 'score': 0.737}, {'token': 'istanbul', 'score': 0.053}, {'token': 'israeli', 'score': 0.037}, {'token': 'london', 'score': 0.02}, {'token': 'cypriot', 'score': 0.012}, {'token': 'british', 'score': 0.009}, {'token': 'english', 'score': 0.007}, {'token': 'underground', 'score': 0.006}, {'token': 'greek', 'score': 0.005}, {'token': 'hungarian', 'score': 0.004}, {'token': 'lebanese', 'score': 0.004}, {'token': 'armenian', 'score': 0.004}, {'token': 'egyptian', 'score': 0.003}, {'token': 'american', 'score': 0.003}, {'token': 'athens', 'score': 0.003}]",,
367,heidelberg,"[{'token': 'heidelberg', 'score': 0.77}, {'token': 'vienna', 'score': 0.058}, {'token': 'berlin', 'score': 0.032}, {'token': 'germany', 'score': 0.026}, {'token': 'munich', 'score': 0.023}, {'token': 'dresden', 'score': 0.021}, {'token': 'kiel', 'score': 0.012}, {'token': 'hamburg', 'score': 0.009}, {'token': 'potsdam', 'score': 0.006}, {'token': 'halle', 'score': 0.003}, {'token': 'jena', 'score': 0.003}, {'token': 'gottingen', 'score': 0.003}, {'token': 'cologne', 'score': 0.003}, {'token': 'karlsruhe', 'score': 0.003}, {'token': 'leipzig', 'score': 0.002}]","[{'token': 'heidelberg', 'score': 0.832}, {'token': 'germany', 'score': 0.101}, {'token': 'hamburg', 'score': 0.014}, {'token': 'vienna', 'score': 0.013}, {'token': 'berlin', 'score': 0.007}, {'token': 'gottingen', 'score': 0.004}, {'token': 'munich', 'score': 0.002}, {'token': 'schmidt', 'score': 0.002}, {'token': 'harvard', 'score': 0.002}, {'token': 'bayer', 'score': 0.001}, {'token': 'potsdam', 'score': 0.001}, {'token': 'astronomers', 'score': 0.001}, {'token': 'halle', 'score': 0.001}, {'token': 'crimea', 'score': 0.001}, {'token': 'nice', 'score': 0.001}]","[{'token': 'heidelberg', 'score': 0.733}, {'token': 'vienna', 'score': 0.043}, {'token': 'berlin', 'score': 0.038}, {'token': 'munich', 'score': 0.034}, {'token': 'germany', 'score': 0.02}, {'token': 'dresden', 'score': 0.017}, {'token': 'kiel', 'score': 0.014}, {'token': 'potsdam', 'score': 0.011}, {'token': 'hamburg', 'score': 0.01}, {'token': 'karlsruhe', 'score': 0.006}, {'token': 'cologne', 'score': 0.005}, {'token': 'gottingen', 'score': 0.004}, {'token': 'jena', 'score': 0.004}, {'token': 'halle', 'score': 0.003}, {'token': 'bonn', 'score': 0.003}]",
368,tokyo,"[{'token': 'tokyo', 'score': 0.808}, {'token': 'osaka', 'score': 0.09}, {'token': 'kyoto', 'score': 0.012}, {'token': 'hokkaido', 'score': 0.012}, {'token': 'yokohama', 'score': 0.011}, {'token': 'kobe', 'score': 0.009}, {'token': 'nagoya', 'score': 0.008}, {'token': 'chiba', 'score': 0.007}, {'token': 'japan', 'score': 0.007}, {'token': 'fukuoka', 'score': 0.006}, {'token': 'hiroshima', 'score': 0.005}, {'token': 'okinawa', 'score': 0.004}, {'token': 'nara', 'score': 0.003}, {'token': 'nagasaki', 'score': 0.002}, {'token': 'kawasaki', 'score': 0.001}]",,,
369,moscow,"[{'token': 'russia', 'score': 0.719}, {'token': 'bulgaria', 'score': 0.123}, {'token': 'belarus', 'score': 0.013}, {'token': 'ukraine', 'score': 0.013}, {'token': 'azerbaijan', 'score': 0.007}, {'token': 'georgia', 'score': 0.005}, {'token': 'europe', 'score': 0.004}, {'token': 'uzbekistan', 'score': 0.004}, {'token': 'kiev', 'score': 0.004}, {'token': 'finland', 'score': 0.004}, {'token': 'kazakhstan', 'score': 0.004}, {'token': 'boxing', 'score': 0.004}, {'token': 'moscow', 'score': 0.003}, {'token': 'siberia', 'score': 0.003}, {'token': 'ussr', 'score': 0.003}]",,,
370,lisbon,"[{'token': 'lisbon', 'score': 0.843}, {'token': 'porto', 'score': 0.061}, {'token': 'portugal', 'score': 0.029}, {'token': 'seville', 'score': 0.005}, {'token': 'fatima', 'score': 0.005}, {'token': 'goa', 'score': 0.004}, {'token': 'almeida', 'score': 0.004}, {'token': 'santiago', 'score': 0.004}, {'token': 'leon', 'score': 0.003}, {'token': 'avila', 'score': 0.003}, {'token': 'rio', 'score': 0.002}, {'token': 'toledo', 'score': 0.002}, {'token': 'madrid', 'score': 0.002}, {'token': 'salamanca', 'score': 0.002}, {'token': 'acre', 'score': 0.002}]",,,
371,bradford,"[{'token': 'leeds', 'score': 0.281}, {'token': 'wakefield', 'score': 0.148}, {'token': 'bradford', 'score': 0.105}, {'token': 'sheffield', 'score': 0.095}, {'token': 'barnsley', 'score': 0.063}, {'token': 'halifax', 'score': 0.048}, {'token': 'huddersfield', 'score': 0.046}, {'token': 'scarborough', 'score': 0.039}, {'token': 'beverley', 'score': 0.034}, {'token': 'doncaster', 'score': 0.029}, {'token': 'rotherham', 'score': 0.025}, {'token': 'hull', 'score': 0.023}, {'token': 'richmond', 'score': 0.01}, {'token': 'york', 'score': 0.008}, {'token': 'middlesbrough', 'score': 0.005}]",,,
372,tottenham,"[{'token': 'hackney', 'score': 0.335}, {'token': 'enfield', 'score': 0.069}, {'token': 'camden', 'score': 0.067}, {'token': 'tottenham', 'score': 0.054}, {'token': 'fulham', 'score': 0.037}, {'token': 'hammersmith', 'score': 0.036}, {'token': 'croydon', 'score': 0.03}, {'token': 'brentford', 'score': 0.025}, {'token': 'richmond', 'score': 0.021}, {'token': 'chelsea', 'score': 0.02}, {'token': 'soho', 'score': 0.019}, {'token': 'wimbledon', 'score': 0.016}, {'token': 'acton', 'score': 0.016}, {'token': 'barking', 'score': 0.015}, {'token': 'harrow', 'score': 0.015}]",,,
373,alexandria,"[{'token': 'alexandria', 'score': 0.458}, {'token': 'rome', 'score': 0.386}, {'token': 'athens', 'score': 0.024}, {'token': 'lyons', 'score': 0.024}, {'token': 'antioch', 'score': 0.016}, {'token': 'constantinople', 'score': 0.009}, {'token': 'syracuse', 'score': 0.008}, {'token': 'africa', 'score': 0.008}, {'token': 'syria', 'score': 0.007}, {'token': 'italy', 'score': 0.007}, {'token': 'asia', 'score': 0.006}, {'token': 'egypt', 'score': 0.004}, {'token': 'lyon', 'score': 0.004}, {'token': 'tyre', 'score': 0.003}, {'token': 'inscriptions', 'score': 0.002}]",,,
374,london,"[{'token': 'london', 'score': 0.999}, {'token': 'liverpool', 'score': 0.001}, {'token': 'britain', 'score': 0.0}, {'token': 'tate', 'score': 0.0}, {'token': 'manchester', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'westminster', 'score': 0.0}, {'token': 'art', 'score': 0.0}, {'token': 'gallery', 'score': 0.0}, {'token': 'boston', 'score': 0.0}, {'token': 'british', 'score': 0.0}, {'token': 'birmingham', 'score': 0.0}, {'token': 'chelsea', 'score': 0.0}, {'token': 'exhibition', 'score': 0.0}]","[{'token': 'london', 'score': 0.999}, {'token': 'britain', 'score': 0.001}, {'token': 'liverpool', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'tate', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'art', 'score': 0.0}, {'token': 'manchester', 'score': 0.0}, {'token': 'boston', 'score': 0.0}, {'token': 'westminster', 'score': 0.0}, {'token': 'birmingham', 'score': 0.0}, {'token': 'british', 'score': 0.0}, {'token': 'gallery', 'score': 0.0}, {'token': 'exhibition', 'score': 0.0}, {'token': 'chelsea', 'score': 0.0}]",,
375,dundee,"[{'token': 'scotland', 'score': 0.717}, {'token': 'chess', 'score': 0.199}, {'token': 'britain', 'score': 0.007}, {'token': 'today', 'score': 0.006}, {'token': 'life', 'score': 0.004}, {'token': 'europe', 'score': 0.002}, {'token': 'tomorrow', 'score': 0.002}, {'token': 'glasgow', 'score': 0.002}, {'token': 'canada', 'score': 0.002}, {'token': 'scottish', 'score': 0.002}, {'token': 'scots', 'score': 0.002}, {'token': 'history', 'score': 0.002}, {'token': 'edinburgh', 'score': 0.002}, {'token': 'mathematics', 'score': 0.002}, {'token': 'curling', 'score': 0.002}]","[{'token': 'scotland', 'score': 0.901}, {'token': 'chess', 'score': 0.022}, {'token': 'glasgow', 'score': 0.006}, {'token': 'edinburgh', 'score': 0.005}, {'token': 'scots', 'score': 0.003}, {'token': 'scottish', 'score': 0.003}, {'token': 'today', 'score': 0.003}, {'token': 'history', 'score': 0.002}, {'token': 'life', 'score': 0.002}, {'token': 'dundee', 'score': 0.002}, {'token': 'football', 'score': 0.002}, {'token': 'tomorrow', 'score': 0.002}, {'token': 'britain', 'score': 0.002}, {'token': 'canada', 'score': 0.002}, {'token': 'curling', 'score': 0.001}]","[{'token': 'scotland', 'score': 0.935}, {'token': 'chess', 'score': 0.022}, {'token': 'scottish', 'score': 0.003}, {'token': 'glasgow', 'score': 0.003}, {'token': 'scots', 'score': 0.003}, {'token': 'today', 'score': 0.003}, {'token': 'edinburgh', 'score': 0.002}, {'token': 'canada', 'score': 0.002}, {'token': 'britain', 'score': 0.001}, {'token': 'tomorrow', 'score': 0.001}, {'token': 'history', 'score': 0.001}, {'token': 'europe', 'score': 0.001}, {'token': 'life', 'score': 0.001}, {'token': 'football', 'score': 0.001}, {'token': 'perth', 'score': 0.001}]",
376,yokohama,"[{'token': 'tokyo', 'score': 0.593}, {'token': 'osaka', 'score': 0.158}, {'token': 'kyoto', 'score': 0.039}, {'token': 'fukuoka', 'score': 0.032}, {'token': 'hokkaido', 'score': 0.027}, {'token': 'kobe', 'score': 0.025}, {'token': 'hiroshima', 'score': 0.022}, {'token': 'yokohama', 'score': 0.02}, {'token': 'chiba', 'score': 0.016}, {'token': 'nagoya', 'score': 0.015}, {'token': 'nara', 'score': 0.009}, {'token': 'okinawa', 'score': 0.009}, {'token': 'nagasaki', 'score': 0.007}, {'token': 'kawasaki', 'score': 0.004}, {'token': 'kochi', 'score': 0.003}]","[{'token': ')', 'score': 0.453}, {'token': ',', 'score': 0.426}, {'token': 'japan', 'score': 0.046}, {'token': 'prefecture', 'score': 0.036}, {'token': '.', 'score': 0.01}, {'token': 'and', 'score': 0.004}, {'token': ';', 'score': 0.004}, {'token': ']', 'score': 0.002}, {'token': 'city', 'score': 0.002}, {'token': '-', 'score': 0.001}, {'token': 'tokyo', 'score': 0.001}, {'token': '[unk]', 'score': 0.001}, {'token': 'yokohama', 'score': 0.001}, {'token': 'university', 'score': 0.0}, {'token': 'japanese', 'score': 0.0}]",,
377,milan,"[{'token': 'italy', 'score': 0.301}, {'token': 'rome', 'score': 0.237}, {'token': 'milan', 'score': 0.133}, {'token': 'florence', 'score': 0.04}, {'token': 'turin', 'score': 0.039}, {'token': 'bologna', 'score': 0.039}, {'token': 'trieste', 'score': 0.029}, {'token': 'naples', 'score': 0.028}, {'token': 'genoa', 'score': 0.018}, {'token': 'venice', 'score': 0.008}, {'token': 'parma', 'score': 0.007}, {'token': 'sicily', 'score': 0.007}, {'token': 'verona', 'score': 0.006}, {'token': 'ferrara', 'score': 0.006}, {'token': 'palermo', 'score': 0.006}]",,,
378,rome,"[{'token': 'he', 'score': 0.933}, {'token': 'constantinople', 'score': 0.013}, {'token': 'rome', 'score': 0.012}, {'token': 'it', 'score': 0.004}, {'token': 'christ', 'score': 0.004}, {'token': 'him', 'score': 0.003}, {'token': 'himself', 'score': 0.002}, {'token': 'jesus', 'score': 0.002}, {'token': 'peter', 'score': 0.002}, {'token': 'antioch', 'score': 0.001}, {'token': 'jerusalem', 'score': 0.001}, {'token': 'constantine', 'score': 0.001}, {'token': 'christianity', 'score': 0.001}, {'token': 'his', 'score': 0.001}, {'token': 'she', 'score': 0.001}]","[{'token': '.', 'score': 0.943}, {'token': ';', 'score': 0.051}, {'token': '?', 'score': 0.003}, {'token': '...', 'score': 0.001}, {'token': '|', 'score': 0.001}, {'token': '!', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': 'rome', 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': ',', 'score': 0.0}]",,
379,brooklyn,"[{'token': 'chicago', 'score': 0.224}, {'token': 'california', 'score': 0.136}, {'token': 'philadelphia', 'score': 0.091}, {'token': 'detroit', 'score': 0.043}, {'token': 'brooklyn', 'score': 0.039}, {'token': 'manhattan', 'score': 0.035}, {'token': 'boston', 'score': 0.03}, {'token': 'connecticut', 'score': 0.02}, {'token': 'florida', 'score': 0.017}, {'token': 'massachusetts', 'score': 0.014}, {'token': 'baltimore', 'score': 0.014}, {'token': 'pennsylvania', 'score': 0.013}, {'token': 'miami', 'score': 0.012}, {'token': 'illinois', 'score': 0.011}, {'token': 'ohio', 'score': 0.011}]","[{'token': 'chicago', 'score': 0.214}, {'token': 'california', 'score': 0.091}, {'token': 'philadelphia', 'score': 0.079}, {'token': 'detroit', 'score': 0.033}, {'token': 'boston', 'score': 0.032}, {'token': 'rome', 'score': 0.031}, {'token': 'brooklyn', 'score': 0.031}, {'token': 'manhattan', 'score': 0.022}, {'token': 'italy', 'score': 0.022}, {'token': 'baltimore', 'score': 0.015}, {'token': 'florida', 'score': 0.015}, {'token': 'massachusetts', 'score': 0.015}, {'token': 'miami', 'score': 0.014}, {'token': 'pennsylvania', 'score': 0.011}, {'token': 'connecticut', 'score': 0.011}]",,
380,detroit,"[{'token': 'yerevan', 'score': 0.718}, {'token': 'armenia', 'score': 0.045}, {'token': 'chicago', 'score': 0.043}, {'token': 'tehran', 'score': 0.012}, {'token': 'montreal', 'score': 0.01}, {'token': 'iran', 'score': 0.009}, {'token': 'philadelphia', 'score': 0.009}, {'token': 'moscow', 'score': 0.007}, {'token': 'toronto', 'score': 0.006}, {'token': 'tbilisi', 'score': 0.005}, {'token': 'california', 'score': 0.005}, {'token': 'boston', 'score': 0.004}, {'token': 'paris', 'score': 0.004}, {'token': 'seattle', 'score': 0.004}, {'token': 'georgia', 'score': 0.004}]","[{'token': 'yerevan', 'score': 0.521}, {'token': 'chicago', 'score': 0.078}, {'token': 'armenia', 'score': 0.068}, {'token': 'iran', 'score': 0.019}, {'token': 'tehran', 'score': 0.015}, {'token': 'philadelphia', 'score': 0.015}, {'token': 'toronto', 'score': 0.013}, {'token': 'montreal', 'score': 0.011}, {'token': 'california', 'score': 0.01}, {'token': 'paris', 'score': 0.009}, {'token': 'boston', 'score': 0.008}, {'token': 'canada', 'score': 0.008}, {'token': 'america', 'score': 0.008}, {'token': 'seattle', 'score': 0.007}, {'token': 'lebanon', 'score': 0.006}]",,
381,melbourne,"[{'token': 'melbourne', 'score': 0.628}, {'token': 'victoria', 'score': 0.282}, {'token': 'australia', 'score': 0.026}, {'token': 'sydney', 'score': 0.015}, {'token': 'perth', 'score': 0.014}, {'token': 'queensland', 'score': 0.014}, {'token': 'brisbane', 'score': 0.013}, {'token': 'geelong', 'score': 0.002}, {'token': 'tasmania', 'score': 0.001}, {'token': 'adelaide', 'score': 0.001}, {'token': 'canberra', 'score': 0.0}, {'token': 'blackburn', 'score': 0.0}, {'token': 'hawthorn', 'score': 0.0}, {'token': 'collingwood', 'score': 0.0}, {'token': 'wa', 'score': 0.0}]","[{'token': '.', 'score': 0.762}, {'token': 'melbourne', 'score': 0.137}, {'token': ';', 'score': 0.036}, {'token': 'victoria', 'score': 0.019}, {'token': 'australia', 'score': 0.018}, {'token': 'perth', 'score': 0.008}, {'token': 'sydney', 'score': 0.005}, {'token': 'brisbane', 'score': 0.003}, {'token': 'tasmania', 'score': 0.002}, {'token': 'adelaide', 'score': 0.002}, {'token': '?', 'score': 0.001}, {'token': 'queensland', 'score': 0.001}, {'token': '|', 'score': 0.001}, {'token': 'wa', 'score': 0.0}, {'token': 'canberra', 'score': 0.0}]",,
382,milan,"[{'token': 'milan', 'score': 0.999}, {'token': 'florence', 'score': 0.0}, {'token': 'milano', 'score': 0.0}, {'token': 'rome', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'turin', 'score': 0.0}, {'token': 'scala', 'score': 0.0}, {'token': 'madrid', 'score': 0.0}, {'token': 'parma', 'score': 0.0}, {'token': 'naples', 'score': 0.0}, {'token': 'music', 'score': 0.0}, {'token': 'italian', 'score': 0.0}, {'token': 'paris', 'score': 0.0}, {'token': 'warsaw', 'score': 0.0}, {'token': 'siena', 'score': 0.0}]","[{'token': 'milan', 'score': 0.998}, {'token': 'florence', 'score': 0.0}, {'token': 'rome', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'milano', 'score': 0.0}, {'token': 'turin', 'score': 0.0}, {'token': 'parma', 'score': 0.0}, {'token': 'naples', 'score': 0.0}, {'token': 'scala', 'score': 0.0}, {'token': 'madrid', 'score': 0.0}, {'token': 'genoa', 'score': 0.0}, {'token': 'italian', 'score': 0.0}, {'token': 'music', 'score': 0.0}, {'token': 'siena', 'score': 0.0}, {'token': 'bologna', 'score': 0.0}]",,
383,seattle,"[{'token': 'chicago', 'score': 0.182}, {'token': 'philadelphia', 'score': 0.132}, {'token': 'brooklyn', 'score': 0.068}, {'token': 'california', 'score': 0.046}, {'token': 'manhattan', 'score': 0.033}, {'token': 'boston', 'score': 0.031}, {'token': 'detroit', 'score': 0.019}, {'token': 'connecticut', 'score': 0.019}, {'token': 'houston', 'score': 0.018}, {'token': 'texas', 'score': 0.018}, {'token': 'minnesota', 'score': 0.016}, {'token': 'florida', 'score': 0.016}, {'token': 'atlanta', 'score': 0.015}, {'token': 'seattle', 'score': 0.014}, {'token': 'baltimore', 'score': 0.013}]",,,
384,weimar,"[{'token': 'landau', 'score': 0.086}, {'token': 'darmstadt', 'score': 0.077}, {'token': 'mannheim', 'score': 0.075}, {'token': 'kassel', 'score': 0.072}, {'token': 'heidelberg', 'score': 0.061}, {'token': 'nuremberg', 'score': 0.051}, {'token': 'bavaria', 'score': 0.034}, {'token': 'hesse', 'score': 0.034}, {'token': 'frankfurt', 'score': 0.033}, {'token': 'karlsruhe', 'score': 0.029}, {'token': 'mainz', 'score': 0.029}, {'token': 'munich', 'score': 0.028}, {'token': 'worms', 'score': 0.028}, {'token': 'strasbourg', 'score': 0.025}, {'token': 'brunswick', 'score': 0.025}]","[{'token': 'kassel', 'score': 0.072}, {'token': 'darmstadt', 'score': 0.056}, {'token': 'weimar', 'score': 0.048}, {'token': 'hanover', 'score': 0.041}, {'token': 'dresden', 'score': 0.033}, {'token': 'brunswick', 'score': 0.031}, {'token': 'nuremberg', 'score': 0.027}, {'token': 'munich', 'score': 0.024}, {'token': 'nassau', 'score': 0.023}, {'token': 'leipzig', 'score': 0.021}, {'token': 'frankfurt', 'score': 0.021}, {'token': 'heidelberg', 'score': 0.019}, {'token': 'munster', 'score': 0.018}, {'token': 'jena', 'score': 0.018}, {'token': 'mannheim', 'score': 0.018}]","[{'token': 'kassel', 'score': 0.092}, {'token': 'dresden', 'score': 0.062}, {'token': 'brunswick', 'score': 0.055}, {'token': 'weimar', 'score': 0.053}, {'token': 'darmstadt', 'score': 0.053}, {'token': 'hanover', 'score': 0.051}, {'token': 'nassau', 'score': 0.03}, {'token': 'jena', 'score': 0.025}, {'token': 'nuremberg', 'score': 0.024}, {'token': 'anhalt', 'score': 0.021}, {'token': 'leipzig', 'score': 0.02}, {'token': 'wurttemberg', 'score': 0.019}, {'token': 'munich', 'score': 0.018}, {'token': 'hesse', 'score': 0.018}, {'token': 'silesia', 'score': 0.017}]",
385,tallinn,"[{'token': 'tallinn', 'score': 0.996}, {'token': 'estonia', 'score': 0.002}, {'token': 'riga', 'score': 0.0}, {'token': 'estonian', 'score': 0.0}, {'token': 'helsinki', 'score': 0.0}, {'token': 'leningrad', 'score': 0.0}, {'token': 'moscow', 'score': 0.0}, {'token': 'leipzig', 'score': 0.0}, {'token': 'minsk', 'score': 0.0}, {'token': 'copenhagen', 'score': 0.0}, {'token': 'est', 'score': 0.0}, {'token': 'vilnius', 'score': 0.0}, {'token': 'halle', 'score': 0.0}, {'token': 'bender', 'score': 0.0}, {'token': 'budapest', 'score': 0.0}]",,,
386,bangor,"[{'token': 'belfast', 'score': 0.918}, {'token': 'derry', 'score': 0.036}, {'token': 'armagh', 'score': 0.023}, {'token': 'antrim', 'score': 0.009}, {'token': 'bangor', 'score': 0.005}, {'token': 'tyrone', 'score': 0.004}, {'token': 'ulster', 'score': 0.001}, {'token': 'montrose', 'score': 0.0}, {'token': 'clones', 'score': 0.0}, {'token': 'down', 'score': 0.0}, {'token': 'newcastle', 'score': 0.0}, {'token': 'carlisle', 'score': 0.0}, {'token': 'crusaders', 'score': 0.0}, {'token': 'mcbride', 'score': 0.0}, {'token': 'devlin', 'score': 0.0}]",,,
387,amsterdam,"[{'token': 'amsterdam', 'score': 0.645}, {'token': 'utrecht', 'score': 0.126}, {'token': 'rotterdam', 'score': 0.125}, {'token': 'groningen', 'score': 0.025}, {'token': 'leiden', 'score': 0.019}, {'token': 'hague', 'score': 0.008}, {'token': 'netherlands', 'score': 0.005}, {'token': 'brussels', 'score': 0.004}, {'token': 'batavia', 'score': 0.004}, {'token': 'antwerp', 'score': 0.003}, {'token': 'suriname', 'score': 0.002}, {'token': 'pretoria', 'score': 0.001}, {'token': 'dutch', 'score': 0.001}, {'token': 'flushing', 'score': 0.001}, {'token': 'dusseldorf', 'score': 0.001}]",,,
388,metz,"[{'token': 'metz', 'score': 0.211}, {'token': 'berlin', 'score': 0.093}, {'token': 'dusseldorf', 'score': 0.063}, {'token': 'cologne', 'score': 0.059}, {'token': 'bonn', 'score': 0.058}, {'token': 'strasbourg', 'score': 0.043}, {'token': 'mainz', 'score': 0.033}, {'token': 'halle', 'score': 0.026}, {'token': 'stuttgart', 'score': 0.022}, {'token': 'heidelberg', 'score': 0.022}, {'token': 'mannheim', 'score': 0.017}, {'token': 'munster', 'score': 0.015}, {'token': 'karlsruhe', 'score': 0.015}, {'token': 'frankfurt', 'score': 0.015}, {'token': 'trier', 'score': 0.014}]",,,
389,barcelona,"[{'token': 'madrid', 'score': 0.566}, {'token': 'barcelona', 'score': 0.298}, {'token': 'valencia', 'score': 0.039}, {'token': 'zaragoza', 'score': 0.014}, {'token': 'seville', 'score': 0.011}, {'token': 'bilbao', 'score': 0.01}, {'token': 'toledo', 'score': 0.007}, {'token': 'salamanca', 'score': 0.006}, {'token': 'spain', 'score': 0.005}, {'token': 'malaga', 'score': 0.005}, {'token': 'leon', 'score': 0.005}, {'token': 'sevilla', 'score': 0.004}, {'token': 'granada', 'score': 0.003}, {'token': 'cordoba', 'score': 0.003}, {'token': 'cadiz', 'score': 0.003}]","[{'token': 'madrid', 'score': 0.536}, {'token': 'barcelona', 'score': 0.269}, {'token': 'valencia', 'score': 0.041}, {'token': 'bilbao', 'score': 0.023}, {'token': 'zaragoza', 'score': 0.02}, {'token': 'seville', 'score': 0.014}, {'token': 'salamanca', 'score': 0.013}, {'token': 'malaga', 'score': 0.01}, {'token': 'leon', 'score': 0.01}, {'token': 'toledo', 'score': 0.01}, {'token': 'sevilla', 'score': 0.005}, {'token': 'cordoba', 'score': 0.005}, {'token': 'cadiz', 'score': 0.004}, {'token': 'granada', 'score': 0.004}, {'token': 'spain', 'score': 0.003}]","[{'token': 'madrid', 'score': 0.52}, {'token': 'barcelona', 'score': 0.295}, {'token': 'valencia', 'score': 0.038}, {'token': 'bilbao', 'score': 0.021}, {'token': 'zaragoza', 'score': 0.017}, {'token': 'seville', 'score': 0.013}, {'token': 'toledo', 'score': 0.009}, {'token': 'salamanca', 'score': 0.009}, {'token': 'malaga', 'score': 0.008}, {'token': 'leon', 'score': 0.008}, {'token': 'spain', 'score': 0.005}, {'token': 'cordoba', 'score': 0.004}, {'token': 'sevilla', 'score': 0.004}, {'token': 'granada', 'score': 0.004}, {'token': 'cadiz', 'score': 0.004}]",
