obj_label,masked_sentence,masked_sentence_roberta
berlin,"Moritz Landé died in 1888 in [MASK], Germany and is buried, together with his wife, Sophie in Weißensee .","Moritz Landé died in 1888 in <mask>, Germany and is buried, together with his wife, Sophie in Weißensee ."
paris,"He was subsequently an envoy at [MASK], where he died in 1687 .","He was subsequently an envoy at <mask>, where he died in 1687 ."
jerusalem,"In his old age Tirado traveled to [MASK], where he died .","In his old age Tirado traveled to <mask>, where he died ."
moscow,Milyutin was confined to bed by summer of 1941; he died in [MASK] in October 1942 .,Milyutin was confined to bed by summer of 1941; he died in <mask> in October 1942 .
rome,"Sebastiano received a canonicate at Turin Cathedral in 1520, but he died at [MASK] on 31 July 1524 .","Sebastiano received a canonicate at Turin Cathedral in 1520, but he died at <mask> on 31 July 1524 ."
yerevan,He died in 1934 in [MASK] and was buried on the bank of Hrazdan river .,He died in 1934 in <mask> and was buried on the bank of Hrazdan river .
cairo,"Nasr Hamid Abu Zayd was born in Quhafa, some 120 km from [MASK], near Tanta, Egypt on July 10, 1943 .","Nasr Hamid Abu Zayd was born in Quhafa, some 120 km from <mask>, near Tanta, Egypt on July 10, 1943 ."
cairo,"He died on 5 July 2010 in [MASK] as a result of an unidentified virus infection and was buried in his birthplace, on the same day .","He died on 5 July 2010 in <mask> as a result of an unidentified virus infection and was buried in his birthplace, on the same day ."
fitzroy,"Dame Mary Daly died at [MASK], Victoria, aged 86, on 11 June 1983 .","Dame Mary Daly died at <mask>, Victoria, aged 86, on 11 June 1983 ."
manchester,He died on 2 April 1812 at [MASK] .,He died on 2 April 1812 at <mask> .
helsinki,"Olavi Paavolainen died on August 19, 1964 at his home in [MASK] .","Olavi Paavolainen died on August 19, 1964 at his home in <mask> ."
paris,"He died suddenly at [MASK] on April 8, 1882, a short time after having corrected the proofs of Supplément aux témoignages contemporains de Jeanne d'Arc, published in the Revue Historique .","He died suddenly at <mask> on April 8, 1882, a short time after having corrected the proofs of Supplément aux témoignages contemporains de Jeanne d'Arc, published in the Revue Historique ."
paris,"Moshe Lewin died August 14, 2010 in [MASK] .","Moshe Lewin died August 14, 2010 in <mask> ."
philadelphia,Golaski died near [MASK] in 1996 at the age of 83 .,Golaski died near <mask> in 1996 at the age of 83 .
maryland,"The son of Joseph and Hannah Scott Nicholson, he was born in Chestertown, [MASK] .","The son of Joseph and Hannah Scott Nicholson, he was born in Chestertown, <mask> ."
maryland,"After the war he was active in public affairs for many years in [MASK], where he died in the summer of 1844 .","After the war he was active in public affairs for many years in <mask>, where he died in the summer of 1844 ."
munich,He died at [MASK] in 1864 .,He died at <mask> in 1864 .
calais,Giorgio Antoniotto died at [MASK] in 1766 .,Giorgio Antoniotto died at <mask> in 1766 .
london,He died on 8 August 1922 in [MASK] .,He died on 8 August 1922 in <mask> .
wellington,"Elizabeth Gunn died at Ranui rest home in [MASK] on 26 October, 1963 .","Elizabeth Gunn died at Ranui rest home in <mask> on 26 October, 1963 ."
miami,"Laessle died in his home in [MASK], Florida on September 4, 1954 .","Laessle died in his home in <mask>, Florida on September 4, 1954 ."
amsterdam,"He died on July 19, 1955 in [MASK] .","He died on July 19, 1955 in <mask> ."
oxford,He retired in 1959 and remained on in [MASK] until his death .,He retired in 1959 and remained on in <mask> until his death .
sacramento,Joseph P Dyer died at age 64 in [MASK] .,Joseph P Dyer died at age 64 in <mask> .
dublin,O'Hanlon died on 7 April 2009 in [MASK]'s Mater Hospital following a short illness; he was 65 years old .,O'Hanlon died on 7 April 2009 in <mask>'s Mater Hospital following a short illness; he was 65 years old .
nanjing,"Lu died on January 24, 1935 in [MASK], China .","Lu died on January 24, 1935 in <mask>, China ."
london,He was a senior fellow at the time of his death in [MASK] .,He was a senior fellow at the time of his death in <mask> .
bristol,Allfrey died on 2 November 1964 in [MASK] .,Allfrey died on 2 November 1964 in <mask> .
london,"He left an enduring mark on educational thought and practice, not only in India but in this county and the Dominions.'' Sir Philip Hartog, died at a nursing home in [MASK] at the age of 83 .","He left an enduring mark on educational thought and practice, not only in India but in this county and the Dominions.'' Sir Philip Hartog, died at a nursing home in <mask> at the age of 83 ."
hobart,He died on 13 March 2008 in [MASK] .,He died on 13 March 2008 in <mask> .
boston,Picker died of pneumonia at New England Deaconess Hospital in [MASK] .,Picker died of pneumonia at New England Deaconess Hospital in <mask> .
prescott,"Thomas Claw died of cancer at the Northern Arizona VA Health Care Center in [MASK], Arizona, on May 26, 2009, at the age of 87 He was survived by his wife, Barbara Claw and their children Carolyn Hammond, Renold Claw, Pauline James, Harold Claw and Gloria Claw .","Thomas Claw died of cancer at the Northern Arizona VA Health Care Center in <mask>, Arizona, on May 26, 2009, at the age of 87 He was survived by his wife, Barbara Claw and their children Carolyn Hammond, Renold Claw, Pauline James, Harold Claw and Gloria Claw ."
philadelphia,"Cresson died at age 58 in [MASK] on February 20, 1854, of gangrene .","Cresson died at age 58 in <mask> on February 20, 1854, of gangrene ."
cambridge,"She died at 78 in [MASK], Massachusetts on November 27, 1999 .","She died at 78 in <mask>, Massachusetts on November 27, 1999 ."
london,"Godley died on November 17, 1861 in [MASK] .","Godley died on November 17, 1861 in <mask> ."
moscow,"Stepan Erzia died in 1959 in [MASK] and was buried in Saransk, the capital of Mordovia .","Stepan Erzia died in 1959 in <mask> and was buried in Saransk, the capital of Mordovia ."
pittsburgh,"John Slayton died on June 5, 1935 in [MASK], Pennsylvania at the age of 72 He was remembered at the time of his death for being ``nationally known as an impressive and eloquent speaker.'' .","John Slayton died on June 5, 1935 in <mask>, Pennsylvania at the age of 72 He was remembered at the time of his death for being ``nationally known as an impressive and eloquent speaker.'' ."
montreal,"He died on August 25, 2007 in [MASK] at the Saint-Sulpice Seminary .","He died on August 25, 2007 in <mask> at the Saint-Sulpice Seminary ."
portland,"He died on May 20, 1938 in [MASK], Maine .","He died on May 20, 1938 in <mask>, Maine ."
lisbon,"Murilo Mendes (born May 13, 1901 in Juiz de Fora, Minas Gerais, - died in [MASK] on August 13, 1975) was an exponent of Modernist poetry in Brazil .","Murilo Mendes (born May 13, 1901 in Juiz de Fora, Minas Gerais, - died in <mask> on August 13, 1975) was an exponent of Modernist poetry in Brazil ."
santiago,"Nicolasa Valdés was of Basque descent, born in [MASK], the second daughter of Domingo de Valdés y González de Soberal and of Ana Francisca de Borja de la Carrera y Ureta .","Nicolasa Valdés was of Basque descent, born in <mask>, the second daughter of Domingo de Valdés y González de Soberal and of Ana Francisca de Borja de la Carrera y Ureta ."
santiago,"She died in [MASK], shortly before her husband, at the age of 77 .","She died in <mask>, shortly before her husband, at the age of 77 ."
oxford,"`` Gilbert died at [MASK] on 15 July 1694, and was buried in the chancel of St Aldate's .","`` Gilbert died at <mask> on 15 July 1694, and was buried in the chancel of St Aldate's ."
houston,"Leonetti died in 1979 in [MASK], Texas, of cancer, at the age of 50 Gravestone name is ``Nicholas Tommy Leonetti'' .","Leonetti died in 1979 in <mask>, Texas, of cancer, at the age of 50 Gravestone name is ``Nicholas Tommy Leonetti'' ."
toronto,"She died in [MASK], predeceased by one of her three children .","She died in <mask>, predeceased by one of her three children ."
charleston,"At the time of his death in [MASK], South Carolina of cancer, he was a popular and respected artist .","At the time of his death in <mask>, South Carolina of cancer, he was a popular and respected artist ."
york,He died at [MASK] on 6 November 1878 .,He died at <mask> on 6 November 1878 .
paris,Louis Klein died 2 November 1845 in [MASK] .,Louis Klein died 2 November 1845 in <mask> .
chicago,"Nelson was born in Copenhagen, Denmark, but emigrated to the United States the following year and he was raised in Hegewisch, a neighborhood on the far southeast side of [MASK] .","Nelson was born in Copenhagen, Denmark, but emigrated to the United States the following year and he was raised in Hegewisch, a neighborhood on the far southeast side of <mask> ."
chicago,"He died in 1954 in [MASK], Illinois after suffering serious head injuries obtained from an attack during a street crime .","He died in 1954 in <mask>, Illinois after suffering serious head injuries obtained from an attack during a street crime ."
rochester,"He died in a hospital at [MASK], Minnesota, on August 9, 1940 and was interred at Cady Cemetery in Lawrence, near De Pere .","He died in a hospital at <mask>, Minnesota, on August 9, 1940 and was interred at Cady Cemetery in Lawrence, near De Pere ."
portsmouth,He died at [MASK] in 1995 and was survived by his second wife .,He died at <mask> in 1995 and was survived by his second wife .
dallas,"He moved to Henderson, Texas, in 1931, and continued the practice of law until 1937, when he moved to [MASK], Texas, where he died April 29, 1942 .","He moved to Henderson, Texas, in 1931, and continued the practice of law until 1937, when he moved to <mask>, Texas, where he died April 29, 1942 ."
florence,"Baron Von Stosch, after his death in [MASK], was inhumated in the Old English Cemetery in Livorno, where his grave, still existing, is badly damaged .","Baron Von Stosch, after his death in <mask>, was inhumated in the Old English Cemetery in Livorno, where his grave, still existing, is badly damaged ."
miami,Spellman remained on the court until his death in 1991 in [MASK] .,Spellman remained on the court until his death in 1991 in <mask> .
newark,He died in 1879 at his home in [MASK] .,He died in 1879 at his home in <mask> .
rome,"He subsequently relocated to [MASK], where he died in 1701 .","He subsequently relocated to <mask>, where he died in 1701 ."
london,Campbell died on 6 March 1924 in [MASK] where he had come for an operation .,Campbell died on 6 March 1924 in <mask> where he had come for an operation .
toronto,"She died in [MASK], Canada .","She died in <mask>, Canada ."
kent,She died in [MASK] at the age of 91 .,She died in <mask> at the age of 91 .
napier,He died at his home in [MASK] in 1916 .,He died at his home in <mask> in 1916 .
edinburgh,"Soon after receiving this last honourable testimony of high respect, Roxburgh returned to [MASK], where he later died .","Soon after receiving this last honourable testimony of high respect, Roxburgh returned to <mask>, where he later died ."
leiden,"Trigland was professor of theology at the University of [MASK], succeeding André Rivet in 1633 .","Trigland was professor of theology at the University of <mask>, succeeding André Rivet in 1633 ."
leiden,He died at [MASK] .,He died at <mask> .
norwich,"A mural monument was erected to his memory in [MASK] Cathedral by his heir, James Sayers .","A mural monument was erected to his memory in <mask> Cathedral by his heir, James Sayers ."
norwich,He died at [MASK] on 16 August 1817 .,He died at <mask> on 16 August 1817 .
london,"Craven died of bronchitis at his home in south [MASK] on 22 July 1910, at the age of 73 Obituary tributes in the newspapers declared him to have been ``the greatest of English scene-painters, and perhaps the finest scene-painter who has ever lived'' (The Manchester Guardian), whose ``scenes were real pictures, with the atmosphere and charm of fine paintings'' (The Standard) .","Craven died of bronchitis at his home in south <mask> on 22 July 1910, at the age of 73 Obituary tributes in the newspapers declared him to have been ``the greatest of English scene-painters, and perhaps the finest scene-painter who has ever lived'' (The Manchester Guardian), whose ``scenes were real pictures, with the atmosphere and charm of fine paintings'' (The Standard) ."
detroit,"Herschel H Hatch moved to [MASK] in 1895 and practiced law until 1910, when he retired .","Herschel H Hatch moved to <mask> in 1895 and practiced law until 1910, when he retired ."
detroit,"After ten years of retirement, he died in [MASK] at the age of eighty-seven and is interred in Elm Lawn Cemetery of Bay City .","After ten years of retirement, he died in <mask> at the age of eighty-seven and is interred in Elm Lawn Cemetery of Bay City ."
mumbai,"Khan died on 27 November 2011 in [MASK], Maharashtra India after a prolonged illness .","Khan died on 27 November 2011 in <mask>, Maharashtra India after a prolonged illness ."
massachusetts,"Váli died on 19 November, 1984 in [MASK], U.S.A .","Váli died on 19 November, 1984 in <mask>, U.S.A ."
oslo,She died in [MASK] in 1996 .,She died in <mask> in 1996 .
london,He was married to Lloyd at the time of his death in [MASK]; all of his previous marriages had ended in divorce .,He was married to Lloyd at the time of his death in <mask>; all of his previous marriages had ended in divorce .
athens,"Dinsmoor's main research focused on the propylaia to the acropolis in [MASK], working to study its construction and establish its configuration during various phases .","Dinsmoor's main research focused on the propylaia to the acropolis in <mask>, working to study its construction and establish its configuration during various phases ."
athens,"He died on July 7, 1988 in [MASK], Greece .","He died on July 7, 1988 in <mask>, Greece ."
honolulu,"She died on October 13, 1876 in [MASK] .","She died on October 13, 1876 in <mask> ."
salzburg,She died in [MASK] on 16 February 1947 .,She died in <mask> on 16 February 1947 .
norwich,He died at [MASK] 9 May 1774 .,He died at <mask> 9 May 1774 .
london,She died in [MASK] in 1950 .,She died in <mask> in 1950 .
lisbon,"In 1931, Pepe died of food poisoning at age 23 in [MASK] .","In 1931, Pepe died of food poisoning at age 23 in <mask> ."
england,Kann recovered only a small fraction of his large collection before his death in [MASK] in 1948 .,Kann recovered only a small fraction of his large collection before his death in <mask> in 1948 .
annapolis,"Alger died at [MASK], Maryland, on February 23, 1912 .","Alger died at <mask>, Maryland, on February 23, 1912 ."
prague,He was born in [MASK] (where he also died) .,He was born in <mask> (where he also died) .
nuremberg,"Lantsberg died on September 29, 2005 in [MASK] after prolonged illness .","Lantsberg died on September 29, 2005 in <mask> after prolonged illness ."
madrid,"She was born in [MASK], and studied music with Arriola, Jesús Monasterio and Ledesma .","She was born in <mask>, and studied music with Arriola, Jesús Monasterio and Ledesma ."
chicago,"Reitman was born in St Paul, Minnesota to poor Russian Jewish immigrants in 1879, but grew up in [MASK] .","Reitman was born in St Paul, Minnesota to poor Russian Jewish immigrants in 1879, but grew up in <mask> ."
chicago,"At the age of ten, he became a hobo, but returned to [MASK] and worked in the Polyclinic Laboratory as a ``laboratory boy'' .","At the age of ten, he became a hobo, but returned to <mask> and worked in the Polyclinic Laboratory as a ``laboratory boy'' ."
madrid,He died at [MASK] in 1692 .,He died at <mask> in 1692 .
knoxville,"O'Brien died August 31, 2009, in a [MASK] hospital after suffering a fall two weeks earlier at her home in Crossville .","O'Brien died August 31, 2009, in a <mask> hospital after suffering a fall two weeks earlier at her home in Crossville ."
vancouver,"Wells Coates died of a heart attack in [MASK] on June 17, 1958 at the age of 63 .","Wells Coates died of a heart attack in <mask> on June 17, 1958 at the age of 63 ."
vancouver,Won Alexander Cumyow died 1955 October 6 in [MASK] .,Won Alexander Cumyow died 1955 October 6 in <mask> .
hamburg,"After the war, Algirdas Klimaitis, moved to [MASK], Germany, where he died in 1988 .","After the war, Algirdas Klimaitis, moved to <mask>, Germany, where he died in 1988 ."
virginia,"In 1621 he went again to [MASK], where he died of wounds inflicted by the Indians .","In 1621 he went again to <mask>, where he died of wounds inflicted by the Indians ."
adelaide,"In mid-1873, Barrow's health declined, and though he went to the intercolonial conference at Sydney as one of the South Australian delegates in the hope that change of scene might lead to its improvement, it continued to deteriorate; he died in [MASK] on 22 August 1874 of an effusion on the brain .","In mid-1873, Barrow's health declined, and though he went to the intercolonial conference at Sydney as one of the South Australian delegates in the hope that change of scene might lead to its improvement, it continued to deteriorate; he died in <mask> on 22 August 1874 of an effusion on the brain ."
mumbai,"He died on 1 August 2000 in [MASK], and on his first death anniversary in 2001, a book ``Ali Sardar Jafri: The youthful boatman'' of joy was released .","He died on 1 August 2000 in <mask>, and on his first death anniversary in 2001, a book ``Ali Sardar Jafri: The youthful boatman'' of joy was released ."
london,She died unmarried in [MASK] in 1996 .,She died unmarried in <mask> in 1996 .
florence,John Maunsell died 20 January 1265 in [MASK] and was buried in York Minster .,John Maunsell died 20 January 1265 in <mask> and was buried in York Minster .
london,On his death in [MASK] on 14 August 1769 he was buried at Silchester in Hampshire .,On his death in <mask> on 14 August 1769 he was buried at Silchester in Hampshire .
dunedin,"His wife having predeceased him in 1941, he died at [MASK] on 1 May 1957 .","His wife having predeceased him in 1941, he died at <mask> on 1 May 1957 ."
paris,He died in 1936 in [MASK] .,He died in 1936 in <mask> .
jupiter,"Vanik died in his sleep on August 30, 2007 at his home in [MASK], Florida .","Vanik died in his sleep on August 30, 2007 at his home in <mask>, Florida ."
adelaide,"Price was born in Hawthorn, South Australia; he died in [MASK] at the age of 58 .","Price was born in Hawthorn, South Australia; he died in <mask> at the age of 58 ."
norwich,"Eugene Mallove was killed on May 14, 2004 in [MASK], Connecticut, while cleaning a recently vacated rental property owned by his parents, the home he grew up in The nature of Mallove's work led to some conspiracy theories regarding the homicide, but police suspected robbery as the motive .","Eugene Mallove was killed on May 14, 2004 in <mask>, Connecticut, while cleaning a recently vacated rental property owned by his parents, the home he grew up in The nature of Mallove's work led to some conspiracy theories regarding the homicide, but police suspected robbery as the motive ."
cincinnati,"Lawler died in 1831 in [MASK], Ohio, where he was buried at the Episcopal Burial Ground .","Lawler died in 1831 in <mask>, Ohio, where he was buried at the Episcopal Burial Ground ."
manhattan,Friedberg died of cancer in her [MASK] home .,Friedberg died of cancer in her <mask> home .
glasgow,He died at [MASK] in 1823 .,He died at <mask> in 1823 .
madrid,"The violence of these polemics, the strain of overwork, and the death of Lope de Vega so affected Montalbán that he became insane; he died at [MASK] on the 25th of June 1638 .","The violence of these polemics, the strain of overwork, and the death of Lope de Vega so affected Montalbán that he became insane; he died at <mask> on the 25th of June 1638 ."
amsterdam,Willem Breuker died on 23 July 2010 in [MASK] .,Willem Breuker died on 23 July 2010 in <mask> .
bologna,Conradin died at [MASK] in 1429 during a plague .,Conradin died at <mask> in 1429 during a plague .
swansea,"She was the daughter of Lewis Llewelyn Dillwyn, Liberal MP and owner of the Dillwyn Spelter Works at [MASK] .","She was the daughter of Lewis Llewelyn Dillwyn, Liberal MP and owner of the Dillwyn Spelter Works at <mask> ."
swansea,"She died in [MASK] and was buried in the churchyard of St Paul's, Sketty .","She died in <mask> and was buried in the churchyard of St Paul's, Sketty ."
washington,"James Black died on 22 June 1872 in [MASK], Arkansas .","James Black died on 22 June 1872 in <mask>, Arkansas ."
auckland,John Scott died on 30 July 1992 in [MASK] after a major heart operation .,John Scott died on 30 July 1992 in <mask> after a major heart operation .
venice,"The film movement that emerged from the turmoil, characterised by Italian Neorealism, had little need of classical actors like Umberto Sclanizza, and, amidst persistent ill-health, he returned occasionally to theatre work before his death in [MASK] on 14 December 1951 .","The film movement that emerged from the turmoil, characterised by Italian Neorealism, had little need of classical actors like Umberto Sclanizza, and, amidst persistent ill-health, he returned occasionally to theatre work before his death in <mask> on 14 December 1951 ."
reading,He was again elected to the Fifty-fifth and Fifty-sixth Congresses and served until his death in [MASK] in 1899 .,He was again elected to the Fifty-fifth and Fifty-sixth Congresses and served until his death in <mask> in 1899 .
leicester,Flower died in 1861 at his home in [MASK] .,Flower died in 1861 at his home in <mask> .
london,"A native of the Częstochowa County village of Sygontka, Aleksy Ćwiakowski withdrew from politics in 1930 and, during the destruction of World War II and subsequent Communist takeover, was able to make his way to [MASK], where he died in the year of his 68th birthday, 1953 .","A native of the Częstochowa County village of Sygontka, Aleksy Ćwiakowski withdrew from politics in 1930 and, during the destruction of World War II and subsequent Communist takeover, was able to make his way to <mask>, where he died in the year of his 68th birthday, 1953 ."
philadelphia,"Vaux died on March 22, 1895 in [MASK], where he is buried in Laurel Hill Cemetery .","Vaux died on March 22, 1895 in <mask>, where he is buried in Laurel Hill Cemetery ."
woodstock,"Brown died in 1936 in [MASK], alone and impoverished but by no means unaccomplished .","Brown died in 1936 in <mask>, alone and impoverished but by no means unaccomplished ."
adelaide,"`` From 1874 he taught drawing and watercolour painting at [MASK], where he died on 28 November 1877 .","`` From 1874 he taught drawing and watercolour painting at <mask>, where he died on 28 November 1877 ."
warsaw,"He died April 26, 1988 in [MASK] .","He died April 26, 1988 in <mask> ."
pittsburgh,"Hetzel died at age 73 on September 13, 2003 at his Squirrel Hill home in [MASK] and is buried at Homewood Cemetery .","Hetzel died at age 73 on September 13, 2003 at his Squirrel Hill home in <mask> and is buried at Homewood Cemetery ."
london,"Nijinsky died on April 8, 1950 in [MASK], England .","Nijinsky died on April 8, 1950 in <mask>, England ."
france,"For this reason he was persecuted from the house of Savoy that ruled Sardinia at the time: he had to escape from Sardinia and found exile in [MASK], where he died .","For this reason he was persecuted from the house of Savoy that ruled Sardinia at the time: he had to escape from Sardinia and found exile in <mask>, where he died ."
detroit,"Robinson died on April 28, 2008 at Henry Ford Hospital in [MASK] at the age of 96 For the remainder of the 2008 NBA Playoffs, the Pistons uniforms wore a black patch in his memory .","Robinson died on April 28, 2008 at Henry Ford Hospital in <mask> at the age of 96 For the remainder of the 2008 NBA Playoffs, the Pistons uniforms wore a black patch in his memory ."
leiden,"Two years afterwards he was called to teach the same subjects at [MASK], where he died on the 7 April 1766 .","Two years afterwards he was called to teach the same subjects at <mask>, where he died on the 7 April 1766 ."
hamilton,In 1890 Aldous became the conductor of the [MASK] Philharmonic Society after the departure of Clarence Lucas .,In 1890 Aldous became the conductor of the <mask> Philharmonic Society after the departure of Clarence Lucas .
hamilton,He died in 1934 in [MASK] at the age of 80 .,He died in 1934 in <mask> at the age of 80 .
winnipeg,"Born in Amherst, Nova Scotia, he died in [MASK], Manitoba on January 31, 2007 .","Born in Amherst, Nova Scotia, he died in <mask>, Manitoba on January 31, 2007 ."
paris,"Shortly after the publication of this last piece Breval died at [MASK], January 1738 .","Shortly after the publication of this last piece Breval died at <mask>, January 1738 ."
israel,"Gelman died in May 1970 in [MASK], where he had returned later in life .","Gelman died in May 1970 in <mask>, where he had returned later in life ."
wigan,"He was a younger brother of Francis Mason, archdeacon of Norfolk, and was born at [MASK], Lancashire, about 1573 .","He was a younger brother of Francis Mason, archdeacon of Norfolk, and was born at <mask>, Lancashire, about 1573 ."
canterbury,"He died at [MASK] on 23 September 1639, and was buried in the chapel of the Virgin Mary in the cathedral there .","He died at <mask> on 23 September 1639, and was buried in the chapel of the Virgin Mary in the cathedral there ."
paris,Reynie died in 1709 in [MASK] .,Reynie died in 1709 in <mask> .
geelong,In 1857 Thomson was elected member for [MASK] in the Victorian legislative assembly but retired in April 1859 .,In 1857 Thomson was elected member for <mask> in the Victorian legislative assembly but retired in April 1859 .
honolulu,"He died January 16, 1988 in [MASK], Hawaii .","He died January 16, 1988 in <mask>, Hawaii ."
hartford,He served as Archbishop of [MASK] from 1945 to 1968 .,He served as Archbishop of <mask> from 1945 to 1968 .
rome,"He afterwards returned to Munich, and in 1860 went to [MASK], where he died in 1866 .","He afterwards returned to Munich, and in 1860 went to <mask>, where he died in 1866 ."
london,He died at the age of 54 at his home in [MASK] .,He died at the age of 54 at his home in <mask> .
lansing,"Geraldine Hoff Doyle died on December 26, 2010 in [MASK], Michigan, due to complications from arthritis, aged 86 She is survived by her 5 children, 18 grandchildren and 25 great-grandchildren .","Geraldine Hoff Doyle died on December 26, 2010 in <mask>, Michigan, due to complications from arthritis, aged 86 She is survived by her 5 children, 18 grandchildren and 25 great-grandchildren ."
oxford,"Four years later he died at [MASK], on his way to London at Laud's invitation .","Four years later he died at <mask>, on his way to London at Laud's invitation ."
genoa,He died at [MASK] .,He died at <mask> .
antwerp,"Frans de Momper, a Flemish landscape painter, who was a native of [MASK], is inscribed in the ' Liggere' of the Guild of St Luke in that city in 1629-30 .","Frans de Momper, a Flemish landscape painter, who was a native of <mask>, is inscribed in the ' Liggere' of the Guild of St Luke in that city in 1629-30 ."
antwerp,He died at [MASK] in 1660-61 .,He died at <mask> in 1660-61 .
seattle,"James Oneal died on December 12, 1962 in [MASK], Washington .","James Oneal died on December 12, 1962 in <mask>, Washington ."
nottingham,Lyman Andrews died Friday 13 February 2009 at his apartment in [MASK] .,Lyman Andrews died Friday 13 February 2009 at his apartment in <mask> .
edinburgh,"He is buried in Greyfriars Kirkyard in [MASK], where he died in 1812, and a memorial to him stands there, having been erected by friends and well-wishers of the man who had gained fame during his lifetime as Donnchadh Bàn nan Òrain or ``Fair Duncan of the Songs'' .","He is buried in Greyfriars Kirkyard in <mask>, where he died in 1812, and a memorial to him stands there, having been erected by friends and well-wishers of the man who had gained fame during his lifetime as Donnchadh Bàn nan Òrain or ``Fair Duncan of the Songs'' ."
birmingham,"Harris died on October 2, 1994 in [MASK], Alabama .","Harris died on October 2, 1994 in <mask>, Alabama ."
jerusalem,"Rabbi Waldenberg died on 21 November 2006 at Shaarei Zedek Medical Center in [MASK], of which he had been the Rabbi .","Rabbi Waldenberg died on 21 November 2006 at Shaarei Zedek Medical Center in <mask>, of which he had been the Rabbi ."
portugal,"David Croft died in his sleep on 27 September 2011, at his home in [MASK], twenty days after his 89th birthday .","David Croft died in his sleep on 27 September 2011, at his home in <mask>, twenty days after his 89th birthday ."
houston,"He died on July 11, 2006 in [MASK], TX .","He died on July 11, 2006 in <mask>, TX ."
southampton,"Knott died at [MASK], Hampshire on 27 February 2003 .","Knott died at <mask>, Hampshire on 27 February 2003 ."
birmingham,"Sarah Crompton was born in [MASK], the daughter of J W Crompton, a merchant .","Sarah Crompton was born in <mask>, the daughter of J W Crompton, a merchant ."
birmingham,She died in [MASK] .,She died in <mask> .
toronto,"Saunders died in 1947 in [MASK], Ontario where she had lived for a number of years .","Saunders died in 1947 in <mask>, Ontario where she had lived for a number of years ."
baltimore,"In 1927, he officially retired from Johns Hopkins, but remained in [MASK] until his death in 1935 .","In 1927, he officially retired from Johns Hopkins, but remained in <mask> until his death in 1935 ."
boston,"Gilbert died July 19, 1865 at his home in [MASK] .","Gilbert died July 19, 1865 at his home in <mask> ."
cumberland,"He declined to be a candidate for reelection in 1910 to the Sixty-second Congress, and engaged in the practice of his profession until his death in [MASK] .","He declined to be a candidate for reelection in 1910 to the Sixty-second Congress, and engaged in the practice of his profession until his death in <mask> ."
baltimore,"When she died at age 98 in [MASK], Evans was one of the last surviving cast members of a W S Gilbert production and possibly the last surviving player in an original run of a Gilbert production .","When she died at age 98 in <mask>, Evans was one of the last surviving cast members of a W S Gilbert production and possibly the last surviving player in an original run of a Gilbert production ."
edinburgh,"He died at [MASK] on 7 June 1711; his intimate correspondent, Henry Dodwell the elder, died on the same day .","He died at <mask> on 7 June 1711; his intimate correspondent, Henry Dodwell the elder, died on the same day ."
buffalo,"He withdrew from public life and active business pursuits, and lived in retirement until his death in [MASK], New York .","He withdrew from public life and active business pursuits, and lived in retirement until his death in <mask>, New York ."
paris,"Alessandri died on December 26, 1968 in [MASK], France .","Alessandri died on December 26, 1968 in <mask>, France ."
liverpool,Lowndes died at [MASK] at the age of 35 .,Lowndes died at <mask> at the age of 35 .
tibet,"Khenpo Jigme Phuntsok died of heart failure in 2004, at the age of 70 in [MASK] .","Khenpo Jigme Phuntsok died of heart failure in 2004, at the age of 70 in <mask> ."
manchester,"He assumed senior status on March 23, 1939 but remained a member of the court until his death in [MASK] ten years later .","He assumed senior status on March 23, 1939 but remained a member of the court until his death in <mask> ten years later ."
zagreb,Bulić died in 1934 in [MASK] .,Bulić died in 1934 in <mask> .
georgetown,"He resumed the practice of medicine until his death in [MASK], Ohio, September 7, 1894 .","He resumed the practice of medicine until his death in <mask>, Ohio, September 7, 1894 ."
dublin,"John Comerford, who was born at Kilkenny in 1773, practised as a miniature painter in [MASK] for many years .","John Comerford, who was born at Kilkenny in 1773, practised as a miniature painter in <mask> for many years ."
dublin,He died at [MASK] about 1835 .,He died at <mask> about 1835 .
milford,"He returned to [MASK], Connecticut, where he died in 1807 .","He returned to <mask>, Connecticut, where he died in 1807 ."
berlin,"But his work, which was now accomplished, had worn out his physical powers, and he died in 1872 at [MASK] .","But his work, which was now accomplished, had worn out his physical powers, and he died in 1872 at <mask> ."
manhattan,"One month later, Gould herself died of cancer at age 70 at Memorial Sloan-Kettering Cancer Center in [MASK] .","One month later, Gould herself died of cancer at age 70 at Memorial Sloan-Kettering Cancer Center in <mask> ."
paris,He lived in France until his death in [MASK] in 1818 .,He lived in France until his death in <mask> in 1818 .
london,"She died insane almost 26 years later in [MASK] on 26 December 1725, aged 65 She was buried in Westminster Abbey .","She died insane almost 26 years later in <mask> on 26 December 1725, aged 65 She was buried in Westminster Abbey ."
seville,"He accepted the call and became the President of the Supreme Central and Governmental Junta but, at the age of eighty, his strength failed him and he died at [MASK] on November 20 that year .","He accepted the call and became the President of the Supreme Central and Governmental Junta but, at the age of eighty, his strength failed him and he died at <mask> on November 20 that year ."
perth,"She died on 3 July 2000 in [MASK], Western Australia as Vivian Statham (married name, September 1977) .","She died on 3 July 2000 in <mask>, Western Australia as Vivian Statham (married name, September 1977) ."
