obj_label,masked_sentence,masked_sentence_roberta
1953,"Gilberto ``Pulpo'' Colón Jr (Born December 28, [MASK]) is a pianist, composer, arranger, producer, and band leader .","Gilberto ``Pulpo'' Colón Jr (Born December 28, <mask>) is a pianist, composer, arranger, producer, and band leader ."
1972,Grady Livingston (born c [MASK]) is a former American college basketball player for Howard University who is best known for leading NCAA Division I in blocks as a junior in 1993--94 .,Grady Livingston (born c <mask>) is a former American college basketball player for Howard University who is best known for leading NCAA Division I in blocks as a junior in 1993--94 .
1948,"Mikhail Vasilyevich Menshikov (, born [MASK]) is a Russian-British mathematician with publications in area ranging from probability to combinatorics .","Mikhail Vasilyevich Menshikov (, born <mask>) is a Russian-British mathematician with publications in area ranging from probability to combinatorics ."
1965,Léon Bottou was born in France in [MASK] .,Léon Bottou was born in France in <mask> .
1976,"He was born on September 17, [MASK] in Kiev .","He was born on September 17, <mask> in Kiev ."
1988,"Ben Howard (born 24 May [MASK]) is an English singer-songwriter, born in Devon and currently signed to Island Records .","Ben Howard (born 24 May <mask>) is an English singer-songwriter, born in Devon and currently signed to Island Records ."
1940,"Mark H Shapiro (born [MASK] in Boston, MA) is a professor, emeritus of physics at California State University, Fullerton .","Mark H Shapiro (born <mask> in Boston, MA) is a professor, emeritus of physics at California State University, Fullerton ."
1924,"Sunny Harnett, born in [MASK], as Annemarie Margot Harnett in Brooklyn, was a super model in the 1950's .","Sunny Harnett, born in <mask>, as Annemarie Margot Harnett in Brooklyn, was a super model in the 1950's ."
1974,Leon Yohai (born 31st January [MASK]) is a Greek entrepreneur .,Leon Yohai (born 31st January <mask>) is a Greek entrepreneur .
1962,"Lucas was born in Essex in [MASK] and graduated from St John's College, Cambridge, where he was organ scholar from 1980 to 1983 under Dr George Guest .","Lucas was born in Essex in <mask> and graduated from St John's College, Cambridge, where he was organ scholar from 1980 to 1983 under Dr George Guest ."
1955,"Virginio Merola (born February 14, [MASK] in Santa Maria Capua Vetere) is an Italian politician .","Virginio Merola (born February 14, <mask> in Santa Maria Capua Vetere) is an Italian politician ."
1964,"Angel Martínez Santiago was born on February 17, [MASK] in Ciales, Puerto Rico .","Angel Martínez Santiago was born on February 17, <mask> in Ciales, Puerto Rico ."
1974,"Penny was born in Wigan in [MASK], he attended St Cuthberts Infant and Junior School and St Thomas More High School .","Penny was born in Wigan in <mask>, he attended St Cuthberts Infant and Junior School and St Thomas More High School ."
1857,"The Right Reverend William Walter Webb (November 20, [MASK]-January 15, 1933), sixth Bishop of the Episcopal Diocese of Milwaukee, was born in Germantown, Pennsylvania .","The Right Reverend William Walter Webb (November 20, <mask>-January 15, 1933), sixth Bishop of the Episcopal Diocese of Milwaukee, was born in Germantown, Pennsylvania ."
1944,John Giordano (born c [MASK]) is a former ice hockey coach .,John Giordano (born c <mask>) is a former ice hockey coach .
1981,Sarah Harvey (Artist) was born in London in [MASK] .,Sarah Harvey (Artist) was born in London in <mask> .
1926,"Moshe Meron (, born Moshe Segal on 22 March [MASK]) is an Israeli lawyer and former politician who served as a member of the Knesset for Likud between 1977 and 1981 .","Moshe Meron (, born Moshe Segal on 22 March <mask>) is an Israeli lawyer and former politician who served as a member of the Knesset for Likud between 1977 and 1981 ."
1978,"Voss is from New Orleans, LA He was born on February 16, [MASK] .","Voss is from New Orleans, LA He was born on February 16, <mask> ."
1915,"John S Lekson was born in Fairpoint, Ohio, in [MASK] of Slovenian immigrant parents .","John S Lekson was born in Fairpoint, Ohio, in <mask> of Slovenian immigrant parents ."
1916,"Akhundov was born in Baku, Azerbaijan SSR in [MASK] .","Akhundov was born in Baku, Azerbaijan SSR in <mask> ."
1875,"Godfrey Morgan was born on 29 July [MASK] in Landsborough, Victoria, Australia, to Godrey Morgan, a newspaperman and printer, and Mary Elizabeth Morgan, née Williamson .","Godfrey Morgan was born on 29 July <mask> in Landsborough, Victoria, Australia, to Godrey Morgan, a newspaperman and printer, and Mary Elizabeth Morgan, née Williamson ."
1964,"Born in [MASK], Haroun is from the state of North Kordofan .","Born in <mask>, Haroun is from the state of North Kordofan ."
1987,Baljit Singh Sahni (born [MASK]) is an Indian football player who plays as a Striker .,Baljit Singh Sahni (born <mask>) is an Indian football player who plays as a Striker .
1954,He was born in Athens in [MASK] .,He was born in Athens in <mask> .
1942,"Bayoumi Andil () (born 31 July [MASK] in Monufia, Egypt Died 8 October 2009‬) is an Egyptian linguist, thinker and writer who authored many books on Egyptian culture and Modern Egyptian language .","Bayoumi Andil () (born 31 July <mask> in Monufia, Egypt Died 8 October 2009‬) is an Egyptian linguist, thinker and writer who authored many books on Egyptian culture and Modern Egyptian language ."
1952,"Keo Puth Rasmey (, born in Kampong Cham Province on October 1, [MASK]) is a Cambodian politician .","Keo Puth Rasmey (, born in Kampong Cham Province on October 1, <mask>) is a Cambodian politician ."
1985,Valeria Bianchi (born 16 September [MASK]) is a team handball player from Argentina .,Valeria Bianchi (born 16 September <mask>) is a team handball player from Argentina .
1961,Hafiz Gul Bahadur (born c.[MASK]) is the leader of a Pakistani Taliban faction based in North Waziristan .,Hafiz Gul Bahadur (born c.<mask>) is the leader of a Pakistani Taliban faction based in North Waziristan .
1942,"Edward H Linde (c. [MASK] -- January 10, 2010) was a real estate developer and philanthropist in Boston, Massachusetts .","Edward H Linde (c. <mask> -- January 10, 2010) was a real estate developer and philanthropist in Boston, Massachusetts ."
1930,Nathan Lyons (born [MASK]) is an American artist and photographer who lives and works in New York .,Nathan Lyons (born <mask>) is an American artist and photographer who lives and works in New York .
1990,Jessy Kramer (born [MASK]) is a Dutch team handball player .,Jessy Kramer (born <mask>) is a Dutch team handball player .
1990,"Black Spark (born August 14, [MASK]) is an anonymous American film director and photographer who is most noted for his hyper sexualized music videos and unique surreal style .","Black Spark (born August 14, <mask>) is an anonymous American film director and photographer who is most noted for his hyper sexualized music videos and unique surreal style ."
1976,"Ivy was born March 3, [MASK] as James Ivy Richardson II in Chicago, IL to James Ivy Richardson, Sr and P Richardson .","Ivy was born March 3, <mask> as James Ivy Richardson II in Chicago, IL to James Ivy Richardson, Sr and P Richardson ."
1967,Manu Farrarons is a Polynesian tattoo artist born in France in [MASK] and grew up in Tahiti with the Polynesian culture .,Manu Farrarons is a Polynesian tattoo artist born in France in <mask> and grew up in Tahiti with the Polynesian culture .
1946,"Nikolai Kormiltsev (Russian: Николай Кормильцев; born [MASK], Omsk) was Commander-in-Chief of the Russian Ground Forces from 2001 to 2004, before being replaced by Alexey Maslov .","Nikolai Kormiltsev (Russian: Николай Кормильцев; born <mask>, Omsk) was Commander-in-Chief of the Russian Ground Forces from 2001 to 2004, before being replaced by Alexey Maslov ."
1979,"Rona Kenan (, born 26 July [MASK]) is an Israeli singer/songwriter .","Rona Kenan (, born 26 July <mask>) is an Israeli singer/songwriter ."
1816,"He was born in Tizayuca, Hidalgo, Mexico in [MASK] and died in Havana, Cuba in 1842 at age 26 from yellow fever .","He was born in Tizayuca, Hidalgo, Mexico in <mask> and died in Havana, Cuba in 1842 at age 26 from yellow fever ."
1935,"Howard M Tesher (born c [MASK] in Miami, Florida is an American Thoroughbred horse racing trainer .","Howard M Tesher (born c <mask> in Miami, Florida is an American Thoroughbred horse racing trainer ."
1929,Vardanyan was born in [MASK] in Yerevan .,Vardanyan was born in <mask> in Yerevan .
1905,"Roland Renne, born on December 12, [MASK], was the third of five children born to Fred Christian Renne and Caroline Augusta (Young) Renne .","Roland Renne, born on December 12, <mask>, was the third of five children born to Fred Christian Renne and Caroline Augusta (Young) Renne ."
1978,Amenan Koffi (born [MASK]) is an Ivorian team handball goalkeeper .,Amenan Koffi (born <mask>) is an Ivorian team handball goalkeeper .
1961,"Yelena Taranova (born 23 August [MASK], Baku) is an Azerbaijani paralympic sport shooter, silver medalist of 2000 Summer Paralympics and bronze medalist of 2004 Summer Paralympics, 2010 Volmerange-les-Mines and 2011 Columbus World Cup winner .","Yelena Taranova (born 23 August <mask>, Baku) is an Azerbaijani paralympic sport shooter, silver medalist of 2000 Summer Paralympics and bronze medalist of 2004 Summer Paralympics, 2010 Volmerange-les-Mines and 2011 Columbus World Cup winner ."
1974,Carey Schueler (born c [MASK]) is the daughter of former Chicago White Sox General Manager Ron Schueler .,Carey Schueler (born c <mask>) is the daughter of former Chicago White Sox General Manager Ron Schueler .
1953,Carlene Davis (born c.[MASK]) is a Jamaican gospel and reggae singer active since the 1970s .,Carlene Davis (born c.<mask>) is a Jamaican gospel and reggae singer active since the 1970s .
1948,"Stuart Kingsley (born May 15, [MASK] in Stoke Newington, London, England) is considered a pioneer in the Optical Search For Extraterrestrial Intelligence, also known as Optical SETI (OSETI) .","Stuart Kingsley (born May 15, <mask> in Stoke Newington, London, England) is considered a pioneer in the Optical Search For Extraterrestrial Intelligence, also known as Optical SETI (OSETI) ."
1976,"Hengameh Shahidi (born c [MASK]) is an Iranian journalist, political activist, and political prisoner currently serving a six year sentence for ``gathering and colluding with intent to harm state security'' and ``propaganda against the system'' .","Hengameh Shahidi (born c <mask>) is an Iranian journalist, political activist, and political prisoner currently serving a six year sentence for ``gathering and colluding with intent to harm state security'' and ``propaganda against the system'' ."
1947,"Lorenzo Lauria (born July 17, [MASK] ) is an Italian international bridge player .","Lorenzo Lauria (born July 17, <mask> ) is an Italian international bridge player ."
1964,"Thomas Signer born [MASK], is an independent financial consultant, business school lecturer at SBS Swiss Business School, investor and author .","Thomas Signer born <mask>, is an independent financial consultant, business school lecturer at SBS Swiss Business School, investor and author ."
1986,David Löfquist (born 6 August [MASK]) is a Swedish footballer .,David Löfquist (born 6 August <mask>) is a Swedish footballer .
1980,"Armando Gjepali is an Albanian football player, born 26.09.[MASK], and is a defender who currently plays for KF Sukthi .","Armando Gjepali is an Albanian football player, born 26.09.<mask>, and is a defender who currently plays for KF Sukthi ."
1977,"Stewart was born in [MASK], in Marrero, Louisiana .","Stewart was born in <mask>, in Marrero, Louisiana ."
1978,Yohou Christiane Guede (born [MASK]) is an Ivorian team handball player .,Yohou Christiane Guede (born <mask>) is an Ivorian team handball player .
1939,"Jackie McGugan (born 12 June [MASK]) is a Scottish former footballer, who played for Pollok, St Mirren, Leeds United, Tranmere Rovers, Ayr United, Greenock Morton and Cambridge City .","Jackie McGugan (born 12 June <mask>) is a Scottish former footballer, who played for Pollok, St Mirren, Leeds United, Tranmere Rovers, Ayr United, Greenock Morton and Cambridge City ."
1868,"Kavi Kant was born Manishankar Rataji Bhatt in [MASK] in Chavand village, part of the Saurashtra region of Gujarat .","Kavi Kant was born Manishankar Rataji Bhatt in <mask> in Chavand village, part of the Saurashtra region of Gujarat ."
1929,"Allen Lawrence Pope (born c [MASK]) was a 29 year old ex-US Air Force first lieutenant who was shot down on May 18, 1958 while flying a B-26 during a raid on government forces at the Indonesian port of Amboina .","Allen Lawrence Pope (born c <mask>) was a 29 year old ex-US Air Force first lieutenant who was shot down on May 18, 1958 while flying a B-26 during a raid on government forces at the Indonesian port of Amboina ."
1991,"Matteo Nodari (born May 23, [MASK] in Alzano Lombardo) is an Italian professional footballer for Tritium Calcio 1908 .","Matteo Nodari (born May 23, <mask> in Alzano Lombardo) is an Italian professional footballer for Tritium Calcio 1908 ."
1990,"Ryan Castro (born July 23, [MASK]) is an American film and theatre actor from Port Washington, NY .","Ryan Castro (born July 23, <mask>) is an American film and theatre actor from Port Washington, NY ."
1916,"McGee was born March 5, [MASK], near Osceola, Ontario, Canada, and moved to Detroit, Michigan .","McGee was born March 5, <mask>, near Osceola, Ontario, Canada, and moved to Detroit, Michigan ."
1939,"Shah Abdul Hannan was born in [MASK] Mymensingh, Bangladesh .","Shah Abdul Hannan was born in <mask> Mymensingh, Bangladesh ."
1979,She was born in [MASK] .,She was born in <mask> .
1941,"LeCleir was born in Chippewa Falls, Wisconsin in [MASK] .","LeCleir was born in Chippewa Falls, Wisconsin in <mask> ."
1981,"Terri (born December 23, [MASK]) got her start in media at the age of 15 with the Canadian radio network Golden West Broadcasting .","Terri (born December 23, <mask>) got her start in media at the age of 15 with the Canadian radio network Golden West Broadcasting ."
1978,"Lucy Mclauchlan (born circa [MASK]) is a contemporary artist from Birmingham, England .","Lucy Mclauchlan (born circa <mask>) is a contemporary artist from Birmingham, England ."
1927,"Widjojo Nitisastro is an Indonesian economist, born in Malang in East Java on 23 January [MASK] .","Widjojo Nitisastro is an Indonesian economist, born in Malang in East Java on 23 January <mask> ."
1930,"Bracken was born on 22 March [MASK] in Chicago, Illinois, United States .","Bracken was born on 22 March <mask> in Chicago, Illinois, United States ."
1988,Sina Candrian (born 21 November [MASK] in Flims) is a Swiss snowboarder competing in the Ticket to Ride (World Snowboard Tour) .,Sina Candrian (born 21 November <mask> in Flims) is a Swiss snowboarder competing in the Ticket to Ride (World Snowboard Tour) .
1978,"Karolina Miroslavivna Kuiek, (), popularly known as Ani Lorak (), born 27 September [MASK], Kitsman, Ukrainian SSR, Soviet Union, is a famous Ukrainian pop singer, songwriter, actress, entrepreneur, and former UN Goodwill Ambassador .","Karolina Miroslavivna Kuiek, (), popularly known as Ani Lorak (), born 27 September <mask>, Kitsman, Ukrainian SSR, Soviet Union, is a famous Ukrainian pop singer, songwriter, actress, entrepreneur, and former UN Goodwill Ambassador ."
1860,"Bertie Crewe (born c [MASK] - died January 10, 1937 in London) was one of the leading English theatre architects in the boom of 1885 to 1915 .","Bertie Crewe (born c <mask> - died January 10, 1937 in London) was one of the leading English theatre architects in the boom of 1885 to 1915 ."
1988,"Yuki Natsume (born November 18, [MASK]) is a Japanese football player. - 2011 Kawasaki Frontale J League 1 3 0 3 0 3 0 ) .","Yuki Natsume (born November 18, <mask>) is a Japanese football player. - 2011 Kawasaki Frontale J League 1 3 0 3 0 3 0 ) ."
1962,"Marek Kiecana (b. Feb 2, [MASK] in Warsaw) is a Polish entrepreneur, founder of KCR S.A., the biggest Contract Research Organization of Central and Eastern Europe regional origin .","Marek Kiecana (b. Feb 2, <mask> in Warsaw) is a Polish entrepreneur, founder of KCR S.A., the biggest Contract Research Organization of Central and Eastern Europe regional origin ."
1939,"Sean Gorham, farmer and archaeological discoverer, born 27 April [MASK], died 6 June 2000 .","Sean Gorham, farmer and archaeological discoverer, born 27 April <mask>, died 6 June 2000 ."
1948,"Leshner was born on April 8, [MASK], in Niagara Falls, New York .","Leshner was born on April 8, <mask>, in Niagara Falls, New York ."
1986,"Vito Schnabel (born c.[MASK]), the son of Julian Schnabel and his first wife, Jacqueline, is an art dealer based in New York City .","Vito Schnabel (born c.<mask>), the son of Julian Schnabel and his first wife, Jacqueline, is an art dealer based in New York City ."
1909,"Travis was born on May 2, [MASK] in Platteville, Wisconsin .","Travis was born on May 2, <mask> in Platteville, Wisconsin ."
1968,"Hideaki Akaiwa (born c [MASK] in Ishinomaki, Miyagi prefecture, Japan) is recognized as a hero for his actions in the aftermath of the 2011 Tōhoku earthquake and tsunami .","Hideaki Akaiwa (born c <mask> in Ishinomaki, Miyagi prefecture, Japan) is recognized as a hero for his actions in the aftermath of the 2011 Tōhoku earthquake and tsunami ."
1850,"Tarrell was born on May 5, [MASK] in Paris, Grant County, Wisconsin .","Tarrell was born on May 5, <mask> in Paris, Grant County, Wisconsin ."
1950,"Van Vo (born [MASK]) is a Vietnamese-American talk show host, who ran in the 2003 California gubernatorial recall election .","Van Vo (born <mask>) is a Vietnamese-American talk show host, who ran in the 2003 California gubernatorial recall election ."
1968,"Timothy Morton (born [MASK] in London, England) is Professor of Literature and the Environment at the University of California, Davis .","Timothy Morton (born <mask> in London, England) is Professor of Literature and the Environment at the University of California, Davis ."
1916,"Siegfred Karl Kast (c. [MASK] -- 1 December 1955) was a German immigrant to Australia who shot dead two doctors and unsuccessfully attempted to detonate a bomb in Wickham Terrace, Brisbane, before committing suicide .","Siegfred Karl Kast (c. <mask> -- 1 December 1955) was a German immigrant to Australia who shot dead two doctors and unsuccessfully attempted to detonate a bomb in Wickham Terrace, Brisbane, before committing suicide ."
2003,"Clayton is the father of Audio Science Clayton, born on May 29, [MASK], with Shannyn Sossamon .","Clayton is the father of Audio Science Clayton, born on May 29, <mask>, with Shannyn Sossamon ."
1989,"Rob Pannell (born in Smithtown, New York) on December 11, [MASK] is a United States lacrosse player who plays for Cornell University .","Rob Pannell (born in Smithtown, New York) on December 11, <mask> is a United States lacrosse player who plays for Cornell University ."
1987,"Vilmantas Dilys (born October 6, [MASK], Utena, Lithuania) is a Lithuanian professional basketball player who plays for Lietuvos Rytas .","Vilmantas Dilys (born October 6, <mask>, Utena, Lithuania) is a Lithuanian professional basketball player who plays for Lietuvos Rytas ."
1955,"Terry Finn was born on August 6, [MASK] in Long Island City, New York, the fifth child of Katherine (née Conley), an elementary school teacher and Peter David Finn, a New York City fireman stationed in Brooklyn .","Terry Finn was born on August 6, <mask> in Long Island City, New York, the fifth child of Katherine (née Conley), an elementary school teacher and Peter David Finn, a New York City fireman stationed in Brooklyn ."
1983,"Oliver Farnworth (born c.[MASK]) is an English actor, best known for playing the role of Will Hackett in the long-running teenage soap opera Hollyoaks .","Oliver Farnworth (born c.<mask>) is an English actor, best known for playing the role of Will Hackett in the long-running teenage soap opera Hollyoaks ."
1893,"Craig Brown (b. 22 January [MASK]) was a Scottish footballer, who played for Armadale, Bradford City, Motherwell, Hibernian and the Scottish League XI .","Craig Brown (b. 22 January <mask>) was a Scottish footballer, who played for Armadale, Bradford City, Motherwell, Hibernian and the Scottish League XI ."
1983,"Nick Haramis was born in Cornwall, Ontario in [MASK] and graduated from McGill University with a degree in English Literature .","Nick Haramis was born in Cornwall, Ontario in <mask> and graduated from McGill University with a degree in English Literature ."
1965,"John Kelly was born in Bristol, UK in [MASK] .","John Kelly was born in Bristol, UK in <mask> ."
1971,"Gilad was born on September 3, [MASK] in the small town of Nesher near Haifa .","Gilad was born on September 3, <mask> in the small town of Nesher near Haifa ."
1981,"Keli Carender (born c [MASK]) is a Seattle, Washington-based blogger credited with being the first Tea Party protest activist when she was the principal organizer of a protest of the American Recovery and Reinvestment Act of 2009 on February 16, 2009 .","Keli Carender (born c <mask>) is a Seattle, Washington-based blogger credited with being the first Tea Party protest activist when she was the principal organizer of a protest of the American Recovery and Reinvestment Act of 2009 on February 16, 2009 ."
1933,Dave Brown (born c [MASK]) was a basketball coach who briefly coached the Dallas Chaparrals of the American Basketball Association in 1973 .,Dave Brown (born c <mask>) was a basketball coach who briefly coached the Dallas Chaparrals of the American Basketball Association in 1973 .
1994,Andy Loo (traditional Chinese: 盧安迪; simplified Chinese: 卢安迪; born [MASK]) is a Hong Kong mathematician working primarily in number theory .,Andy Loo (traditional Chinese: 盧安迪; simplified Chinese: 卢安迪; born <mask>) is a Hong Kong mathematician working primarily in number theory .
1986,"Maria Kirkova () (January 2, [MASK]) is a female skier from Bulgaria .","Maria Kirkova () (January 2, <mask>) is a female skier from Bulgaria ."
1848,"Yeranuhi Karakashian (Born [MASK] Uskudar, Ottoman Turkey - 1924, Tiflis, Georgia) was a famous Armenian actress .","Yeranuhi Karakashian (Born <mask> Uskudar, Ottoman Turkey - 1924, Tiflis, Georgia) was a famous Armenian actress ."
1971,"She was born in Buffalo, New York in [MASK] and was brought up on an ecological vegetable farm in Loudoun County, Virginia .","She was born in Buffalo, New York in <mask> and was brought up on an ecological vegetable farm in Loudoun County, Virginia ."
1961,Nicolai Levashov was born in [MASK] in Kislovodsk .,Nicolai Levashov was born in <mask> in Kislovodsk .
1907,"Lamport was born February 3, [MASK], in Los Angeles, the son of William H and Frances Lamport .","Lamport was born February 3, <mask>, in Los Angeles, the son of William H and Frances Lamport ."
1926,Sperantza Vrana (; 6 February [MASK] or 1932 -- 29 September 2009) was a Greek actress and writer .,Sperantza Vrana (; 6 February <mask> or 1932 -- 29 September 2009) was a Greek actress and writer .
1993,Madeleine McAfee (born [MASK]) is an Australian team handball player .,Madeleine McAfee (born <mask>) is an Australian team handball player .
1977,"Kerry Galusha (born Kerry Koe on November 3, [MASK] in Yellowknife, Northwest Territories) is a Canadian curler .","Kerry Galusha (born Kerry Koe on November 3, <mask> in Yellowknife, Northwest Territories) is a Canadian curler ."
1986,"Riste was born in the Macedonian city of Tetovo on the July 15, [MASK] as Riste Tevdoski .","Riste was born in the Macedonian city of Tetovo on the July 15, <mask> as Riste Tevdoski ."
1948,Paul Fuschillo (born 20 October [MASK]) was an English amateur footballer who played as a full back .,Paul Fuschillo (born 20 October <mask>) was an English amateur footballer who played as a full back .
1899,Ruben Spartas Mukasa (born [MASK]) was an early-20th Century religious reformer in Uganda .,Ruben Spartas Mukasa (born <mask>) was an early-20th Century religious reformer in Uganda .
1818,"Born in Strathglass, Inverness on 2 July [MASK], he was the son William MacDonald and Harriet MacDonald (née Fraser) .","Born in Strathglass, Inverness on 2 July <mask>, he was the son William MacDonald and Harriet MacDonald (née Fraser) ."
1951,"Sergei Kourdakov was born on March 1, [MASK] in Novosibirsk Oblast, Soviet Union .","Sergei Kourdakov was born on March 1, <mask> in Novosibirsk Oblast, Soviet Union ."
1981,"The author's agents, Aitken Alexander Associates Ltd, state on their website that Jonathan Lee was born in Surrey in [MASK], graduated from the University of Bristol with a First in English Literature and was working as a solicitor when he wrote his debut novel .","The author's agents, Aitken Alexander Associates Ltd, state on their website that Jonathan Lee was born in Surrey in <mask>, graduated from the University of Bristol with a First in English Literature and was working as a solicitor when he wrote his debut novel ."
1860,"Edwin Brainard (c. [MASK] -- September 9, 1942) was an American politician who was the 60th Lieutenant Governor of Connecticut from 1925 to 1929 .","Edwin Brainard (c. <mask> -- September 9, 1942) was an American politician who was the 60th Lieutenant Governor of Connecticut from 1925 to 1929 ."
1807,"Fontoura was born on June 16, [MASK] in the city of Rio Pardo to Eusébio Antônio Gonçalves, a Portuguese land surveyor, and to Vicência Cândida da Fontoura, member of a pioneer family of Rio Grande do Sul, Brazil's southernmost state .","Fontoura was born on June 16, <mask> in the city of Rio Pardo to Eusébio Antônio Gonçalves, a Portuguese land surveyor, and to Vicência Cândida da Fontoura, member of a pioneer family of Rio Grande do Sul, Brazil's southernmost state ."
1929,"Vera Klement (born [MASK] Danzig) is an American artist, and Professor Emerita at the University of Chicago .","Vera Klement (born <mask> Danzig) is an American artist, and Professor Emerita at the University of Chicago ."
1867,"Frank Lenz was born in [MASK] in Philadelphia to Adam Reinhart and Anna Maria Reinhart, born Schritz, immigrants from Malsch, Germany .","Frank Lenz was born in <mask> in Philadelphia to Adam Reinhart and Anna Maria Reinhart, born Schritz, immigrants from Malsch, Germany ."
1944,Ken Morse (born c.[MASK]) is often described as Britain's leading rostrum camera operator .,Ken Morse (born c.<mask>) is often described as Britain's leading rostrum camera operator .
1940,Ben Templeton (born circa [MASK]) is the co-creator of the classic comic strip Motley's Crew along with his late partner Tom Forman .,Ben Templeton (born circa <mask>) is the co-creator of the classic comic strip Motley's Crew along with his late partner Tom Forman .
1856,"John E Madden was born on December 28, [MASK] in Bethlehem, Pennsylvania to Patrick and Catherine (McKee) Madden, who were Irish immigrants from Roscommon .","John E Madden was born on December 28, <mask> in Bethlehem, Pennsylvania to Patrick and Catherine (McKee) Madden, who were Irish immigrants from Roscommon ."
1946,"Vuk Kulenovic (born [MASK]) is a contemporary composer and teacher based in Boston, Massachusetts .","Vuk Kulenovic (born <mask>) is a contemporary composer and teacher based in Boston, Massachusetts ."
1958,"Magne Børset (born [MASK]) is a Norwegian physician, Professor and Head of Department of Cancer Research and Molecular Medicine at Norwegian University of Science and Technology (NTNU) in Trondheim, Norway .","Magne Børset (born <mask>) is a Norwegian physician, Professor and Head of Department of Cancer Research and Molecular Medicine at Norwegian University of Science and Technology (NTNU) in Trondheim, Norway ."
1938,"Smith was born September 6, [MASK] .","Smith was born September 6, <mask> ."
1933,Thomas Rimer (born 2 March [MASK]) is an American scholar of Japanese literature and drama .,Thomas Rimer (born 2 March <mask>) is an American scholar of Japanese literature and drama .
1957,"Dr Dr Gunther O Hofmann was born in [MASK] in Landshut, Bavaria, Germany .","Dr Dr Gunther O Hofmann was born in <mask> in Landshut, Bavaria, Germany ."
1970,"Paulo Brissos (born in 19 May [MASK], Vila Franca de Xira) is a Portuguese singer .","Paulo Brissos (born in 19 May <mask>, Vila Franca de Xira) is a Portuguese singer ."
1947,"Cochran was born in Carlsbad, California in [MASK] .","Cochran was born in Carlsbad, California in <mask> ."
1890,"He was born in Paris, France on June 8, [MASK] to Italian parents Ettore Tedesco and Ida D'Ascanio .","He was born in Paris, France on June 8, <mask> to Italian parents Ettore Tedesco and Ida D'Ascanio ."
1934,"He was born in [MASK] in the city of Mashad, Iran .","He was born in <mask> in the city of Mashad, Iran ."
1915,"Hari Prasad Gorkha Rai was born in [MASK] at Kohima , the headquarters of the then Naga Hills .","Hari Prasad Gorkha Rai was born in <mask> at Kohima , the headquarters of the then Naga Hills ."
1956,"He was born in Kabul on October 10, [MASK], to a prominent and politically active Afghan family .","He was born in Kabul on October 10, <mask>, to a prominent and politically active Afghan family ."
1946,"Hamid Ashraf (Dec. 31, [MASK]- June 29, 1976) was one of the original members and later the leader of the Organization of Iranian People's Fedai Guerrillas (OIPFG) that waged a guerrilla warfare against the former Pahlavi regime in Iran from February 8, 1971 till February 11, 1979, the Shah's fall .","Hamid Ashraf (Dec. 31, <mask>- June 29, 1976) was one of the original members and later the leader of the Organization of Iranian People's Fedai Guerrillas (OIPFG) that waged a guerrilla warfare against the former Pahlavi regime in Iran from February 8, 1971 till February 11, 1979, the Shah's fall ."
1953,"He was born in Portsmouth, UK on 15 March [MASK] to Dr James Brennan, a medical doctor, and Joan Brennan, a teacher .","He was born in Portsmouth, UK on 15 March <mask> to Dr James Brennan, a medical doctor, and Joan Brennan, a teacher ."
1837,"Peter Cushman Jones was born December 10, [MASK] in Boston .","Peter Cushman Jones was born December 10, <mask> in Boston ."
1932,"Ron Mailer (born 18 May [MASK]) is a Scottish former footballer, who played for Dunfermline Athletic and Darlington .","Ron Mailer (born 18 May <mask>) is a Scottish former footballer, who played for Dunfermline Athletic and Darlington ."
1925,"Rauf Atakishiyev was born on July 15, [MASK], in Goychay city of the Azerbaijan SSR .","Rauf Atakishiyev was born on July 15, <mask>, in Goychay city of the Azerbaijan SSR ."
1986,"Harriet Merrill Johnson was born in Bangor, Maine in [MASK] .","Harriet Merrill Johnson was born in Bangor, Maine in <mask> ."
1927,"Zaborski was born on January 7, [MASK] in Milwaukee, Wisconsin .","Zaborski was born on January 7, <mask> in Milwaukee, Wisconsin ."
1945,"William O'Rourke (born [MASK]) is an American writer of both novels and volumes of nonfiction; he is the author of the novels The Meekness of Isaac (Thomas Y Crowell, Co., 1974), Idle Hands (Delacorte Press, 1981), Criminal Tendencies (E. P Dutton, 1987), and Notts (Marlowe & Co, 1996), as well as the nonfiction books, The Harrisburg 7 and the New Catholic Left (Thomas Y Crowell, Co., 1972), Signs of the Literary Times: Essays, Reviews, Profiles (SUNY Press, 1993), and On Having a Heart Attack: A Medical Memoir (U of Notre Dame P, 2006) .","William O'Rourke (born <mask>) is an American writer of both novels and volumes of nonfiction; he is the author of the novels The Meekness of Isaac (Thomas Y Crowell, Co., 1974), Idle Hands (Delacorte Press, 1981), Criminal Tendencies (E. P Dutton, 1987), and Notts (Marlowe & Co, 1996), as well as the nonfiction books, The Harrisburg 7 and the New Catholic Left (Thomas Y Crowell, Co., 1972), Signs of the Literary Times: Essays, Reviews, Profiles (SUNY Press, 1993), and On Having a Heart Attack: A Medical Memoir (U of Notre Dame P, 2006) ."
1912,"Evan Williams was a horse racing jockey born in Cowbridge, Wales in [MASK] .","Evan Williams was a horse racing jockey born in Cowbridge, Wales in <mask> ."
1970,Sindri Freysson (born 23 July [MASK]) is an Icelandic novelist and poet .,Sindri Freysson (born 23 July <mask>) is an Icelandic novelist and poet .
